graph_id,model,n_nodes,m0,m,w,average_degree_of_separation,mean_degree_of_connection,standard_deviation_of_degrees_of_connection,degree_distribution,pearson_correlation_mean_separation_vs_degree_stdev
12,barabasi_albert,100,5,2,10,3.0768,4.0,3.3286633954186478,"{14: 3, 13: 1, 24: 1, 8: 4, 7: 1, 12: 1, 4: 19, 6: 3, 5: 6, 3: 24, 2: 37}",-0.8581326473057517
13,barabasi_albert,100,5,2,10,3.3398,4.0,2.3874672772626644,"{11: 4, 8: 2, 12: 1, 7: 6, 5: 12, 10: 1, 6: 5, 3: 24, 4: 12, 2: 33}",-0.8581326473057517
14,barabasi_albert,100,5,2,10,3.3042,4.0,2.5612496949731396,"{9: 2, 11: 1, 12: 2, 10: 2, 6: 2, 8: 2, 4: 23, 7: 4, 5: 7, 15: 1, 3: 21, 2: 33}",-0.8581326473057517
15,barabasi_albert,100,5,2,10,3.2116,4.0,2.8284271247461903,"{8: 3, 16: 1, 15: 1, 9: 2, 7: 4, 11: 1, 3: 21, 6: 7, 5: 7, 14: 1, 2: 40, 4: 11, 10: 1}",-0.8581326473057517
16,barabasi_albert,100,5,2,10,3.2414,4.0,2.6,"{10: 2, 14: 2, 9: 2, 7: 7, 4: 12, 11: 1, 6: 6, 8: 2, 5: 8, 3: 18, 2: 40}",-0.8581326473057517
17,barabasi_albert,100,5,2,10,3.287,4.0,2.6758176320519302,"{13: 2, 10: 1, 15: 1, 12: 2, 9: 1, 7: 4, 5: 8, 4: 16, 6: 6, 3: 24, 2: 34, 8: 1}",-0.8581326473057517
18,barabasi_albert,100,5,2,10,3.2174,4.0,2.753179979587241,"{14: 1, 11: 2, 17: 1, 9: 3, 4: 19, 6: 7, 10: 2, 5: 7, 7: 2, 2: 40, 3: 15, 8: 1}",-0.8581326473057517
19,barabasi_albert,100,5,2,10,3.2466,4.0,2.5806975801127883,"{12: 1, 8: 2, 11: 2, 10: 3, 9: 1, 13: 1, 7: 7, 5: 9, 6: 3, 4: 11, 3: 22, 2: 38}",-0.8581326473057517
20,barabasi_albert,100,5,2,10,3.323,4.0,2.6267851073127395,"{11: 3, 15: 1, 10: 2, 14: 1, 8: 2, 7: 2, 4: 18, 5: 9, 6: 7, 2: 36, 3: 19}",-0.8581326473057517
21,barabasi_albert,100,5,2,10,3.264,4.0,2.723967694375247,"{18: 1, 12: 2, 9: 4, 11: 1, 3: 26, 8: 3, 6: 5, 5: 8, 7: 3, 4: 12, 2: 35}",-0.8581326473057517
22,barabasi_albert,100,5,2,10,3.2708,4.0,2.630589287593181,"{11: 1, 16: 1, 13: 1, 9: 4, 6: 6, 12: 1, 4: 16, 7: 5, 8: 1, 5: 6, 3: 23, 2: 35}",-0.8581326473057517
23,barabasi_albert,100,5,2,10,3.345,4.0,2.5179356624028344,"{10: 1, 15: 1, 11: 1, 5: 14, 14: 1, 8: 5, 9: 2, 3: 19, 6: 4, 4: 16, 2: 35, 7: 1}",-0.8581326473057517
24,barabasi_albert,100,5,2,10,3.2204,4.0,2.8600699292150185,"{12: 1, 9: 1, 11: 2, 17: 1, 4: 10, 13: 1, 14: 1, 7: 6, 6: 7, 5: 11, 2: 43, 3: 16}",-0.8581326473057517
25,barabasi_albert,100,5,2,10,3.1766,4.0,2.870540018881465,"{16: 1, 13: 1, 17: 1, 9: 2, 8: 3, 2: 38, 6: 7, 11: 2, 5: 5, 7: 3, 3: 22, 4: 15}",-0.8581326473057517
26,barabasi_albert,100,5,2,10,3.2324,4.0,2.5099800796022267,"{11: 3, 12: 1, 10: 1, 6: 6, 8: 4, 5: 12, 4: 7, 13: 1, 7: 4, 2: 35, 3: 26}",-0.8581326473057517
27,barabasi_albert,100,5,2,10,3.256,4.0,2.7092434368288134,"{15: 1, 13: 1, 11: 2, 6: 3, 14: 1, 10: 1, 7: 4, 8: 4, 4: 14, 3: 32, 5: 5, 2: 31, 9: 1}",-0.8581326473057517
28,barabasi_albert,100,5,2,10,3.257,4.0,2.745906043549196,"{10: 3, 6: 9, 13: 1, 14: 1, 15: 1, 7: 6, 5: 7, 11: 1, 2: 40, 4: 8, 8: 1, 3: 22}",-0.8581326473057517
29,barabasi_albert,100,5,2,10,3.261,4.0,2.753179979587241,"{13: 3, 17: 1, 6: 6, 9: 2, 4: 18, 7: 2, 5: 9, 8: 2, 3: 20, 11: 1, 2: 36}",-0.8581326473057517
30,barabasi_albert,100,5,2,10,3.2922,4.0,2.6,"{14: 1, 12: 2, 10: 2, 8: 4, 4: 12, 6: 5, 9: 1, 11: 1, 7: 4, 5: 9, 3: 21, 2: 38}",-0.8581326473057517
31,barabasi_albert,100,5,2,10,3.282,4.0,2.5337718918639855,"{6: 9, 12: 1, 9: 1, 17: 1, 14: 1, 8: 3, 5: 8, 7: 5, 3: 31, 4: 11, 2: 29}",-0.8581326473057517
32,barabasi_albert,100,5,2,10,3.3232,4.0,2.5377155080899043,"{8: 2, 11: 3, 9: 3, 13: 1, 14: 1, 3: 24, 5: 12, 7: 1, 4: 12, 6: 7, 2: 34}",-0.8581326473057517
33,barabasi_albert,100,5,2,10,3.2472,4.0,2.6795522013948525,"{11: 2, 13: 1, 16: 1, 8: 6, 10: 2, 3: 19, 7: 3, 5: 9, 4: 14, 6: 4, 2: 39}",-0.8581326473057517
34,barabasi_albert,100,5,2,10,3.2896,4.0,2.5612496949731396,"{6: 6, 16: 1, 11: 2, 9: 1, 10: 1, 8: 2, 14: 1, 3: 24, 5: 9, 7: 4, 4: 17, 2: 32}",-0.8581326473057517
35,barabasi_albert,100,5,2,10,3.2268,4.0,2.753179979587241,"{10: 3, 15: 1, 14: 2, 11: 1, 4: 13, 9: 1, 7: 7, 5: 11, 2: 38, 3: 21, 6: 2}",-0.8581326473057517
36,barabasi_albert,100,5,2,10,3.2936,4.0,2.592296279363144,"{9: 3, 14: 1, 17: 1, 7: 3, 10: 1, 5: 7, 4: 18, 6: 9, 11: 1, 8: 1, 3: 21, 2: 34}",-0.8581326473057517
37,barabasi_albert,100,5,2,10,3.3334,4.0,2.5806975801127883,"{11: 1, 10: 2, 14: 1, 17: 1, 6: 8, 7: 3, 8: 2, 5: 8, 9: 1, 3: 24, 4: 17, 2: 32}",-0.8581326473057517
38,barabasi_albert,100,5,2,10,3.2514,4.0,2.7676705006196096,"{7: 3, 17: 1, 5: 11, 14: 1, 11: 3, 8: 3, 6: 6, 10: 1, 4: 11, 3: 19, 2: 40, 9: 1}",-0.8581326473057517
39,barabasi_albert,100,5,2,10,3.259,4.0,2.630589287593181,"{8: 4, 12: 1, 6: 7, 11: 2, 13: 2, 7: 5, 4: 10, 3: 24, 2: 38, 9: 2, 5: 5}",-0.8581326473057517
40,barabasi_albert,100,5,2,10,3.2444,4.0,2.5612496949731396,"{8: 4, 10: 1, 15: 1, 9: 3, 7: 5, 3: 25, 12: 1, 11: 1, 4: 11, 6: 7, 5: 5, 2: 36}",-0.8581326473057517
41,barabasi_albert,100,5,2,10,3.2554,4.0,2.6570660511172846,"{12: 1, 15: 1, 13: 1, 7: 4, 14: 1, 6: 7, 8: 2, 9: 3, 4: 13, 3: 26, 5: 7, 2: 34}",-0.8581326473057517
42,barabasi_albert,100,5,2,10,3.2298,4.0,2.7676705006196096,"{8: 2, 10: 1, 14: 2, 9: 5, 15: 1, 3: 23, 7: 5, 6: 6, 4: 12, 2: 39, 5: 4}",-0.8581326473057517
43,barabasi_albert,100,5,2,10,3.3248,4.0,2.6457513110645907,"{12: 2, 14: 1, 15: 1, 9: 2, 8: 3, 4: 10, 2: 38, 7: 5, 6: 6, 5: 11, 3: 21}",-0.8581326473057517
44,barabasi_albert,100,5,2,10,3.1694,4.0,2.8284271247461903,"{10: 2, 13: 1, 11: 2, 14: 1, 16: 1, 4: 9, 8: 3, 7: 1, 9: 1, 3: 24, 6: 9, 5: 7, 2: 39}",-0.8581326473057517
45,barabasi_albert,100,5,2,10,3.2374,4.0,2.5768197453450252,"{10: 2, 8: 5, 11: 1, 14: 2, 7: 4, 9: 2, 4: 15, 5: 8, 3: 25, 2: 34, 6: 2}",-0.8581326473057517
46,barabasi_albert,100,5,2,10,3.28,4.0,2.5768197453450252,"{12: 2, 9: 1, 10: 3, 13: 1, 8: 3, 11: 1, 7: 2, 6: 8, 4: 6, 5: 9, 3: 30, 2: 34}",-0.8581326473057517
47,barabasi_albert,100,5,2,10,3.2874,4.0,2.5337718918639855,"{9: 5, 12: 2, 11: 2, 10: 2, 3: 22, 6: 7, 5: 7, 2: 36, 4: 15, 7: 2}",-0.8581326473057517
48,barabasi_albert,100,5,2,10,3.215,4.0,2.891366458960192,"{15: 2, 13: 1, 12: 1, 14: 1, 4: 8, 5: 8, 7: 2, 8: 5, 3: 22, 9: 1, 6: 8, 2: 41}",-0.8581326473057517
49,barabasi_albert,100,5,2,10,3.2084,4.0,2.716615541441225,"{11: 5, 14: 1, 9: 3, 8: 4, 7: 2, 6: 3, 5: 5, 4: 19, 10: 1, 2: 42, 3: 15}",-0.8581326473057517
50,barabasi_albert,100,5,2,10,3.2596,4.0,2.6381811916545836,"{9: 1, 8: 4, 16: 1, 12: 1, 11: 3, 4: 16, 7: 4, 5: 9, 10: 1, 3: 23, 6: 2, 2: 35}",-0.8581326473057517
51,barabasi_albert,100,5,2,10,3.2738,4.0,2.6795522013948525,"{10: 2, 9: 3, 14: 1, 16: 1, 6: 6, 12: 1, 5: 4, 8: 2, 7: 4, 2: 37, 4: 20, 3: 19}",-0.8581326473057517
52,barabasi_albert,100,5,2,10,3.265,4.0,2.792848008753788,"{17: 2, 12: 1, 4: 22, 9: 3, 8: 4, 5: 6, 10: 1, 7: 2, 3: 19, 6: 4, 2: 36}",-0.8581326473057517
53,barabasi_albert,100,5,2,10,3.2888,4.0,2.5298221281347035,"{14: 1, 10: 2, 12: 2, 8: 4, 9: 2, 7: 3, 6: 6, 5: 10, 4: 10, 2: 35, 3: 25}",-0.8581326473057517
54,barabasi_albert,100,5,2,10,3.2248,4.0,2.6570660511172846,"{13: 3, 9: 3, 14: 1, 3: 31, 5: 11, 6: 7, 2: 31, 10: 1, 4: 10, 11: 1, 7: 1}",-0.8581326473057517
55,barabasi_albert,100,5,2,10,3.1812,4.0,2.870540018881465,"{11: 3, 9: 2, 10: 1, 16: 1, 5: 10, 4: 13, 13: 1, 12: 2, 6: 5, 8: 1, 3: 19, 2: 41, 7: 1}",-0.8581326473057517
56,barabasi_albert,100,5,2,10,3.204,4.0,2.745906043549196,"{10: 2, 13: 1, 16: 1, 8: 3, 9: 4, 15: 1, 3: 20, 6: 4, 5: 8, 4: 20, 2: 36}",-0.8581326473057517
57,barabasi_albert,100,5,2,10,3.253,4.0,2.6981475126464085,"{8: 3, 11: 2, 16: 1, 10: 3, 9: 2, 6: 5, 5: 5, 3: 21, 7: 1, 4: 20, 13: 1, 2: 36}",-0.8581326473057517
58,barabasi_albert,100,5,2,10,3.2344,4.0,2.694438717061496,"{14: 2, 8: 5, 5: 9, 15: 1, 7: 5, 3: 22, 6: 4, 4: 13, 10: 1, 11: 1, 2: 37}",-0.8581326473057517
59,barabasi_albert,100,5,2,10,3.2018,4.0,2.8035691537752374,"{10: 4, 11: 1, 7: 3, 12: 1, 5: 4, 16: 1, 15: 1, 9: 1, 6: 9, 4: 14, 3: 24, 2: 37}",-0.8581326473057517
60,barabasi_albert,100,5,2,10,3.2554,4.0,2.6381811916545836,"{12: 1, 15: 1, 13: 1, 9: 2, 14: 1, 8: 4, 5: 8, 6: 3, 4: 20, 7: 4, 3: 20, 2: 35}",-0.8581326473057517
61,barabasi_albert,100,5,2,10,3.3094,4.0,2.649528259898354,"{10: 1, 13: 1, 11: 1, 12: 1, 18: 1, 5: 9, 7: 6, 4: 20, 6: 10, 3: 9, 2: 41}",-0.8581326473057517
62,barabasi_albert,100,5,2,10,3.2412,4.0,2.7676705006196096,"{13: 2, 10: 1, 6: 4, 14: 1, 17: 1, 4: 16, 7: 5, 9: 1, 8: 3, 3: 27, 5: 6, 2: 33}",-0.8581326473057517
63,barabasi_albert,100,5,2,10,3.208,4.0,2.80713376952364,"{10: 2, 9: 3, 15: 1, 16: 1, 11: 1, 13: 1, 7: 4, 5: 8, 8: 1, 6: 4, 4: 12, 3: 26, 2: 36}",-0.8581326473057517
64,barabasi_albert,100,5,2,10,3.2412,4.0,2.7129319932501073,"{9: 5, 13: 1, 17: 1, 8: 2, 7: 3, 10: 3, 4: 17, 6: 5, 3: 22, 5: 4, 2: 37}",-0.8581326473057517
65,barabasi_albert,100,5,2,10,3.236,4.0,2.6870057685088806,"{16: 1, 9: 3, 11: 2, 15: 1, 8: 3, 6: 4, 4: 11, 7: 5, 5: 9, 2: 35, 3: 26}",-0.8581326473057517
66,barabasi_albert,100,5,2,10,3.2378,4.0,2.8035691537752374,"{17: 1, 10: 3, 11: 1, 15: 1, 7: 3, 9: 3, 6: 3, 4: 10, 5: 13, 8: 2, 3: 20, 2: 40}",-0.8581326473057517
67,barabasi_albert,100,5,2,10,3.2018,4.0,3.0166206257996713,"{9: 1, 23: 1, 12: 1, 11: 2, 10: 2, 8: 4, 6: 7, 2: 40, 3: 20, 5: 9, 4: 12, 7: 1}",-0.8581326473057517
68,barabasi_albert,100,5,2,10,3.2104,4.0,2.7676705006196096,"{14: 1, 12: 2, 16: 1, 8: 4, 9: 2, 6: 4, 7: 5, 5: 7, 4: 11, 2: 38, 3: 24, 10: 1}",-0.8581326473057517
69,barabasi_albert,100,5,2,10,3.1706,4.0,2.9223278392404914,"{12: 1, 13: 1, 15: 1, 19: 1, 10: 3, 8: 2, 7: 4, 5: 9, 6: 3, 4: 14, 3: 26, 2: 35}",-0.8581326473057517
70,barabasi_albert,100,5,2,10,3.224,4.0,2.8106938645110393,"{10: 3, 19: 1, 13: 1, 7: 3, 6: 6, 11: 1, 8: 3, 3: 28, 12: 1, 4: 16, 2: 33, 5: 4}",-0.8581326473057517
71,barabasi_albert,100,5,2,10,3.3484,4.0,2.4657656011875906,"{12: 3, 8: 4, 13: 1, 9: 1, 4: 15, 3: 18, 5: 8, 7: 4, 6: 9, 2: 37}",-0.8581326473057517
72,barabasi_albert,100,5,2,10,3.2396,4.0,2.749545416973504,"{18: 1, 11: 1, 8: 2, 9: 1, 12: 1, 3: 26, 14: 1, 6: 10, 10: 1, 7: 4, 5: 8, 4: 8, 2: 36}",-0.8581326473057517
73,barabasi_albert,100,5,2,10,3.305,4.0,2.6683328128252666,"{7: 2, 12: 1, 10: 1, 17: 1, 8: 7, 4: 12, 11: 1, 6: 3, 5: 8, 9: 3, 3: 25, 2: 36}",-0.8581326473057517
74,barabasi_albert,100,5,2,10,3.2468,4.0,2.727636339397171,"{14: 1, 18: 1, 13: 1, 8: 4, 10: 1, 9: 1, 5: 10, 6: 5, 4: 12, 7: 5, 3: 23, 2: 36}",-0.8581326473057517
75,barabasi_albert,100,5,2,10,3.1458,4.0,3.2093613071762426,"{9: 2, 13: 1, 12: 1, 14: 1, 8: 4, 23: 1, 10: 2, 6: 4, 7: 3, 4: 15, 3: 19, 5: 4, 2: 43}",-0.8581326473057517
76,barabasi_albert,100,5,2,10,3.2872,4.0,2.565151067676132,"{7: 3, 15: 1, 11: 2, 13: 1, 9: 1, 8: 7, 4: 14, 6: 4, 5: 10, 3: 20, 2: 37}",-0.8581326473057517
77,barabasi_albert,100,5,2,10,3.1894,4.0,2.870540018881465,"{16: 2, 10: 2, 14: 1, 9: 2, 7: 4, 8: 1, 6: 5, 11: 1, 5: 11, 4: 12, 2: 41, 3: 18}",-0.8581326473057517
78,barabasi_albert,100,5,2,10,3.3124,4.0,2.4413111231467406,"{13: 1, 10: 2, 12: 1, 7: 6, 8: 5, 6: 6, 9: 2, 4: 17, 5: 4, 3: 19, 2: 37}",-0.8581326473057517
79,barabasi_albert,100,5,2,10,3.2822,4.0,2.694438717061496,"{11: 1, 15: 1, 9: 1, 8: 4, 14: 1, 4: 12, 13: 1, 10: 2, 3: 26, 7: 1, 5: 7, 6: 8, 2: 35}",-0.8581326473057517
80,barabasi_albert,100,5,2,10,3.2008,4.0,2.727636339397171,"{16: 1, 11: 4, 12: 1, 9: 1, 10: 1, 6: 2, 7: 6, 3: 14, 4: 20, 5: 7, 8: 2, 2: 41}",-0.8581326473057517
81,barabasi_albert,100,5,2,10,3.3138,4.0,2.5377155080899043,"{10: 4, 9: 3, 12: 2, 8: 5, 7: 1, 5: 9, 6: 6, 4: 9, 3: 23, 2: 38}",-0.8581326473057517
82,barabasi_albert,100,5,2,10,3.1666,4.0,2.7964262908219126,"{11: 2, 15: 1, 10: 1, 16: 1, 9: 4, 12: 1, 5: 10, 7: 2, 3: 23, 6: 5, 4: 13, 2: 37}",-0.8581326473057517
83,barabasi_albert,100,5,2,10,3.2794,4.0,2.619160170741759,"{14: 1, 10: 5, 8: 1, 12: 1, 13: 1, 7: 6, 6: 3, 3: 15, 4: 20, 5: 8, 2: 39}",-0.8581326473057517
84,barabasi_albert,100,5,2,10,3.232,4.0,2.619160170741759,"{14: 2, 11: 2, 9: 2, 8: 4, 4: 9, 5: 10, 6: 5, 10: 1, 2: 37, 7: 4, 3: 24}",-0.8581326473057517
85,barabasi_albert,100,5,2,10,3.2296,4.0,2.6419689627245813,"{11: 2, 9: 5, 16: 1, 10: 1, 7: 5, 5: 7, 4: 13, 8: 3, 2: 40, 3: 19, 6: 4}",-0.8581326473057517
86,barabasi_albert,100,5,2,10,3.2264,4.0,2.615339366124404,"{12: 2, 8: 3, 13: 2, 5: 6, 7: 5, 9: 3, 10: 1, 6: 4, 4: 14, 3: 24, 2: 36}",-0.8581326473057517
87,barabasi_albert,100,5,2,10,3.2174,4.0,2.6683328128252666,"{14: 1, 9: 3, 15: 1, 8: 1, 13: 2, 7: 5, 4: 17, 5: 9, 6: 5, 3: 20, 2: 36}",-0.8581326473057517
88,barabasi_albert,100,5,2,10,3.284,4.0,2.5019992006393608,"{8: 3, 10: 3, 13: 2, 9: 1, 6: 8, 7: 4, 5: 6, 11: 1, 4: 11, 3: 28, 2: 33}",-0.8581326473057517
89,barabasi_albert,100,5,2,10,3.2772,4.0,2.727636339397171,"{9: 3, 13: 3, 10: 3, 11: 1, 7: 2, 12: 1, 5: 10, 4: 17, 6: 2, 2: 37, 3: 21}",-0.8581326473057517
90,barabasi_albert,100,5,2,10,3.3394,4.0,2.3832750575625967,"{11: 2, 7: 4, 14: 1, 10: 2, 6: 9, 5: 6, 9: 2, 4: 21, 3: 18, 8: 1, 2: 34}",-0.8581326473057517
91,barabasi_albert,100,5,2,10,3.2882,4.0,2.5612496949731396,"{12: 3, 10: 2, 13: 1, 9: 2, 8: 1, 5: 8, 7: 7, 4: 13, 3: 26, 6: 3, 2: 34}",-0.8581326473057517
92,barabasi_albert,100,5,2,10,3.204,4.0,2.8809720581775866,"{19: 1, 5: 12, 14: 1, 11: 1, 13: 1, 7: 2, 8: 3, 12: 1, 4: 12, 2: 38, 6: 6, 10: 1, 3: 21}",-0.8581326473057517
93,barabasi_albert,100,5,2,10,3.27,4.0,2.477902338672773,"{14: 1, 9: 2, 11: 3, 10: 1, 4: 12, 7: 7, 6: 6, 5: 10, 3: 20, 8: 1, 2: 37}",-0.8581326473057517
94,barabasi_albert,100,5,2,10,3.2628,4.0,2.6532998322843198,"{9: 3, 11: 3, 14: 1, 13: 1, 6: 6, 3: 21, 7: 3, 12: 1, 4: 19, 2: 36, 5: 5, 8: 1}",-0.8581326473057517
95,barabasi_albert,100,5,2,10,3.235,4.0,2.891366458960192,"{15: 2, 14: 1, 11: 2, 13: 1, 7: 3, 6: 10, 3: 28, 8: 2, 4: 9, 10: 1, 5: 4, 2: 37}",-0.8581326473057517
96,barabasi_albert,100,5,2,10,3.2692,4.0,2.649528259898354,"{14: 3, 9: 2, 8: 3, 6: 7, 7: 5, 2: 39, 5: 8, 4: 14, 3: 18, 11: 1}",-0.8581326473057517
97,barabasi_albert,100,5,2,10,3.2904,4.0,2.7092434368288134,"{17: 1, 9: 6, 12: 1, 15: 1, 7: 4, 4: 16, 3: 19, 5: 11, 6: 4, 2: 37}",-0.8581326473057517
98,barabasi_albert,100,5,2,10,3.2366,4.0,2.6981475126464085,"{16: 1, 9: 2, 13: 2, 8: 3, 6: 6, 4: 12, 5: 8, 7: 4, 10: 1, 2: 37, 11: 1, 3: 23}",-0.8581326473057517
99,barabasi_albert,100,5,2,10,3.2576,4.0,2.705549851693737,"{8: 2, 12: 2, 15: 1, 13: 1, 11: 2, 7: 5, 3: 18, 10: 1, 6: 3, 5: 9, 2: 38, 4: 18}",-0.8581326473057517
100,barabasi_albert,100,5,2,10,3.2,4.0,2.7092434368288134,"{16: 1, 10: 3, 12: 2, 9: 2, 7: 4, 11: 1, 8: 2, 5: 7, 3: 24, 6: 3, 4: 15, 2: 36}",-0.8581326473057517
101,barabasi_albert,100,5,2,10,3.283,4.0,2.588435821108957,"{9: 1, 12: 2, 18: 1, 11: 1, 4: 22, 5: 10, 8: 2, 10: 1, 7: 4, 3: 22, 6: 3, 2: 31}",-0.8581326473057517
102,barabasi_albert,100,5,2,10,3.2578,4.0,2.6076809620810595,"{12: 2, 7: 6, 9: 3, 13: 1, 15: 1, 10: 1, 4: 18, 6: 2, 8: 1, 2: 32, 5: 7, 3: 26}",-0.8581326473057517
103,barabasi_albert,100,5,2,10,3.3272,4.0,2.553429066960741,"{9: 2, 13: 1, 12: 1, 11: 1, 15: 1, 4: 15, 10: 1, 7: 4, 6: 7, 5: 10, 8: 1, 3: 21, 2: 35}",-0.8581326473057517
104,barabasi_albert,100,5,2,10,3.249,4.0,2.7676705006196096,"{15: 1, 12: 1, 18: 1, 11: 1, 6: 6, 8: 2, 4: 14, 7: 7, 3: 27, 9: 2, 2: 34, 5: 4}",-0.8581326473057517
105,barabasi_albert,100,5,2,10,3.193,4.0,2.925747767665559,"{8: 2, 17: 1, 12: 1, 15: 1, 14: 2, 6: 6, 4: 15, 9: 1, 5: 6, 3: 29, 7: 2, 10: 1, 2: 33}",-0.8581326473057517
106,barabasi_albert,100,5,2,10,3.1796,4.0,2.9966648127543394,"{14: 2, 11: 2, 17: 1, 12: 2, 8: 3, 7: 1, 9: 1, 6: 5, 5: 11, 3: 18, 4: 11, 2: 43}",-0.8581326473057517
107,barabasi_albert,100,5,2,10,3.2498,4.0,2.727636339397171,"{10: 2, 16: 2, 5: 10, 13: 1, 3: 32, 6: 6, 4: 11, 7: 3, 9: 1, 11: 1, 8: 1, 2: 30}",-0.8581326473057517
108,barabasi_albert,100,5,2,10,3.2676,4.0,2.753179979587241,"{9: 4, 13: 2, 18: 1, 11: 1, 7: 2, 10: 1, 4: 15, 5: 13, 3: 24, 6: 2, 2: 34, 8: 1}",-0.8581326473057517
109,barabasi_albert,100,5,2,10,3.2278,4.0,2.6795522013948525,"{11: 1, 15: 2, 8: 2, 12: 1, 6: 6, 9: 3, 7: 5, 5: 10, 3: 17, 4: 13, 2: 40}",-0.8581326473057517
110,barabasi_albert,100,5,2,10,3.216,4.0,2.6570660511172846,"{14: 1, 12: 1, 8: 2, 10: 1, 16: 1, 6: 4, 11: 1, 7: 4, 9: 2, 3: 16, 5: 11, 2: 38, 4: 18}",-0.8581326473057517
111,barabasi_albert,100,5,2,10,3.282,4.0,2.5806975801127883,"{9: 3, 12: 1, 13: 3, 8: 4, 6: 4, 5: 7, 4: 15, 3: 25, 7: 4, 2: 34}",-0.8581326473057517
112,barabasi_albert,100,5,2,10,3.309,4.0,2.4166091947189146,"{14: 1, 9: 2, 7: 3, 11: 3, 8: 3, 4: 14, 5: 7, 6: 11, 3: 21, 2: 35}",-0.8581326473057517
113,barabasi_albert,100,5,2,10,3.2762,4.0,2.6229754097208002,"{14: 2, 13: 1, 12: 1, 11: 2, 6: 7, 5: 9, 7: 3, 9: 1, 4: 20, 3: 20, 2: 34}",-0.8581326473057517
114,barabasi_albert,100,5,2,10,3.2888,4.0,2.630589287593181,"{9: 1, 13: 1, 11: 2, 14: 1, 10: 3, 7: 4, 5: 10, 6: 3, 3: 26, 4: 15, 12: 1, 2: 33}",-0.8581326473057517
115,barabasi_albert,100,5,2,10,3.3608,4.0,2.4041630560342617,"{7: 5, 8: 3, 10: 2, 12: 2, 14: 1, 4: 16, 5: 10, 6: 6, 3: 23, 2: 32}",-0.8581326473057517
116,barabasi_albert,100,5,2,10,3.2576,4.0,2.6683328128252666,"{11: 2, 14: 1, 12: 1, 16: 1, 9: 3, 6: 6, 5: 15, 4: 8, 2: 35, 3: 25, 7: 3}",-0.8581326473057517
117,barabasi_albert,100,5,2,10,3.245,4.0,2.723967694375247,"{14: 1, 15: 2, 6: 5, 8: 2, 7: 3, 4: 17, 9: 2, 5: 12, 11: 1, 3: 14, 10: 1, 2: 40}",-0.8581326473057517
118,barabasi_albert,100,5,2,10,3.269,4.0,2.4248711305964283,"{12: 1, 8: 3, 13: 1, 9: 1, 11: 2, 7: 5, 5: 11, 3: 20, 6: 5, 10: 1, 4: 15, 2: 35}",-0.8581326473057517
