graph_id,model,n_nodes,m0,m,w,average_degree_of_separation,mean_degree_of_connection,standard_deviation_of_degrees_of_connection,degree_distribution,pearson_correlation_mean_separation_vs_degree_stdev
119,barabasi_albert,100,5,2,10,3.2426,4.0,2.6907248094147422,"{15: 1, 9: 4, 11: 1, 17: 1, 2: 32, 10: 2, 8: 1, 7: 2, 3: 27, 6: 3, 5: 12, 4: 14}",-0.8581326473057517
120,barabasi_albert,100,5,2,10,3.2552,4.0,2.8,"{6: 8, 14: 1, 17: 1, 9: 3, 15: 1, 5: 9, 11: 1, 4: 14, 2: 40, 8: 1, 7: 4, 3: 17}",-0.8581326473057517
121,barabasi_albert,100,5,2,10,3.2,4.0,2.874021572639983,"{6: 7, 10: 2, 14: 2, 4: 12, 18: 1, 5: 8, 9: 2, 8: 5, 7: 1, 2: 41, 3: 19}",-0.8581326473057517
122,barabasi_albert,100,5,2,10,3.1608,4.0,2.8460498941515415,"{14: 3, 13: 1, 11: 1, 8: 1, 7: 3, 4: 15, 15: 1, 6: 6, 5: 7, 9: 1, 3: 28, 2: 33}",-0.8581326473057517
123,barabasi_albert,100,5,2,10,3.2522,4.0,2.760434748368452,"{9: 4, 12: 1, 15: 1, 8: 2, 16: 1, 13: 1, 7: 2, 4: 9, 5: 15, 6: 4, 3: 23, 2: 37}",-0.8581326473057517
124,barabasi_albert,100,5,2,10,3.2194,4.0,2.9765752132274432,"{12: 1, 8: 1, 15: 1, 23: 1, 10: 1, 7: 7, 5: 9, 3: 23, 9: 1, 4: 13, 2: 36, 6: 6}",-0.8581326473057517
125,barabasi_albert,100,5,2,10,3.1144,4.0,3.0298514815086235,"{14: 1, 13: 1, 8: 7, 17: 1, 15: 1, 11: 1, 6: 1, 9: 2, 7: 3, 4: 12, 5: 8, 2: 45, 3: 17}",-0.8581326473057517
126,barabasi_albert,100,5,2,10,3.2656,4.0,2.7202941017470885,"{12: 2, 8: 5, 15: 1, 10: 2, 14: 1, 4: 16, 7: 2, 5: 10, 9: 1, 6: 3, 3: 18, 2: 39}",-0.8581326473057517
127,barabasi_albert,100,5,2,10,3.1994,4.0,2.8844410203711917,"{14: 1, 12: 2, 11: 1, 15: 1, 10: 3, 4: 18, 13: 1, 5: 4, 6: 6, 9: 1, 7: 2, 2: 38, 3: 22}",-0.8581326473057517
128,barabasi_albert,100,5,2,10,3.2984,4.0,2.569046515733026,"{17: 1, 13: 1, 9: 2, 11: 1, 10: 2, 7: 4, 6: 10, 5: 7, 4: 15, 3: 24, 2: 33}",-0.8581326473057517
129,barabasi_albert,100,5,2,10,3.1436,4.0,3.082207001484488,"{12: 1, 14: 2, 20: 1, 15: 1, 6: 3, 7: 3, 5: 9, 3: 28, 4: 13, 10: 1, 9: 1, 8: 2, 2: 35}",-0.8581326473057517
130,barabasi_albert,100,5,2,10,3.283,4.0,2.870540018881465,"{18: 1, 11: 2, 10: 1, 13: 1, 7: 4, 5: 10, 9: 3, 3: 28, 14: 1, 6: 5, 4: 8, 2: 36}",-0.8581326473057517
131,barabasi_albert,100,5,2,10,3.2452,4.0,2.8284271247461903,"{12: 1, 15: 1, 18: 1, 10: 1, 14: 1, 6: 6, 9: 2, 5: 14, 8: 2, 4: 13, 2: 35, 3: 23}",-0.8581326473057517
132,barabasi_albert,100,5,2,10,3.1834,4.0,2.835489375751565,"{12: 2, 14: 1, 17: 1, 9: 2, 8: 2, 4: 16, 10: 1, 6: 9, 11: 1, 3: 17, 2: 41, 5: 5, 7: 2}",-0.8581326473057517
133,barabasi_albert,100,5,2,10,3.1874,4.0,2.792848008753788,"{11: 4, 9: 2, 15: 1, 12: 2, 4: 14, 8: 1, 6: 4, 7: 4, 5: 5, 10: 1, 3: 24, 2: 38}",-0.8581326473057517
134,barabasi_albert,100,5,2,10,3.2998,4.0,2.4819347291981715,"{9: 1, 11: 2, 8: 4, 16: 1, 12: 1, 6: 9, 5: 11, 3: 24, 4: 12, 7: 2, 2: 33}",-0.8581326473057517
135,barabasi_albert,100,5,2,10,3.2972,4.0,2.5729360660537215,"{14: 1, 12: 1, 11: 2, 13: 1, 7: 6, 5: 5, 6: 5, 9: 2, 8: 2, 3: 26, 2: 33, 4: 16}",-0.8581326473057517
136,barabasi_albert,100,5,2,10,3.1622,4.0,3.0133038346638727,"{9: 2, 6: 6, 16: 2, 13: 2, 14: 1, 12: 1, 8: 1, 7: 4, 3: 34, 4: 12, 5: 2, 2: 33}",-0.8581326473057517
137,barabasi_albert,100,5,2,10,3.1916,4.0,2.705549851693737,"{10: 1, 12: 3, 9: 1, 13: 2, 11: 1, 8: 2, 6: 7, 5: 5, 3: 16, 4: 19, 7: 3, 2: 40}",-0.8581326473057517
138,barabasi_albert,100,5,2,10,3.2598,4.0,2.6645825188948455,"{9: 3, 10: 4, 16: 1, 7: 4, 12: 1, 3: 27, 2: 36, 4: 11, 6: 6, 8: 3, 5: 4}",-0.8581326473057517
139,barabasi_albert,100,5,2,10,3.2078,4.0,2.831960451701259,"{14: 2, 13: 3, 7: 3, 10: 4, 5: 9, 3: 31, 6: 4, 2: 33, 4: 11}",-0.8581326473057517
140,barabasi_albert,100,5,2,10,3.2692,4.0,2.615339366124404,"{12: 1, 10: 2, 7: 7, 20: 1, 4: 19, 6: 5, 5: 11, 9: 1, 8: 1, 3: 17, 2: 35}",-0.8581326473057517
141,barabasi_albert,100,5,2,10,3.2852,4.0,2.6832815729997477,"{16: 1, 11: 3, 10: 2, 9: 3, 12: 1, 7: 1, 6: 8, 4: 12, 5: 9, 3: 24, 2: 36}",-0.8581326473057517
142,barabasi_albert,100,5,2,10,3.2412,4.0,2.723967694375247,"{14: 1, 10: 2, 12: 3, 9: 3, 7: 4, 4: 15, 11: 1, 8: 1, 6: 5, 3: 21, 5: 5, 2: 39}",-0.8581326473057517
143,barabasi_albert,100,5,2,10,3.2134,4.0,2.835489375751565,"{19: 1, 9: 2, 10: 3, 11: 2, 7: 1, 15: 1, 6: 8, 3: 28, 4: 17, 5: 5, 2: 32}",-0.8581326473057517
144,barabasi_albert,100,5,2,10,3.2342,4.0,2.4698178070456938,"{10: 4, 12: 1, 11: 1, 6: 7, 9: 3, 5: 9, 8: 2, 7: 4, 3: 21, 4: 10, 2: 38}",-0.8581326473057517
145,barabasi_albert,100,5,2,10,3.2642,4.0,2.6419689627245813,"{14: 2, 8: 3, 11: 2, 10: 1, 9: 3, 7: 3, 5: 10, 4: 13, 6: 6, 3: 16, 2: 41}",-0.8581326473057517
146,barabasi_albert,100,5,2,10,3.2918,4.0,2.5377155080899043,"{8: 4, 13: 1, 12: 2, 10: 1, 5: 12, 11: 1, 6: 5, 9: 2, 7: 3, 4: 15, 2: 41, 3: 13}",-0.8581326473057517
147,barabasi_albert,100,5,2,10,3.1536,4.0,3.184336665618132,"{10: 1, 13: 1, 15: 1, 17: 1, 18: 1, 7: 4, 11: 2, 9: 2, 4: 13, 5: 7, 3: 20, 8: 1, 6: 3, 2: 43}",-0.8581326473057517
148,barabasi_albert,100,5,2,10,3.2614,4.0,2.630589287593181,"{10: 6, 11: 1, 14: 1, 5: 11, 13: 1, 6: 7, 9: 1, 2: 39, 3: 17, 4: 15, 7: 1}",-0.8581326473057517
149,barabasi_albert,100,5,2,10,3.2736,4.0,2.588435821108957,"{10: 2, 11: 2, 9: 1, 16: 1, 12: 1, 7: 5, 8: 2, 6: 7, 3: 26, 4: 16, 5: 4, 2: 33}",-0.8581326473057517
150,barabasi_albert,100,5,2,10,3.2526,4.0,2.7712812921102037,"{12: 2, 13: 2, 14: 1, 15: 1, 5: 12, 7: 3, 2: 34, 11: 1, 3: 21, 4: 20, 6: 3}",-0.8581326473057517
151,barabasi_albert,100,5,2,10,3.2708,4.0,2.4819347291981715,"{11: 4, 10: 2, 8: 5, 9: 2, 5: 9, 7: 2, 3: 19, 4: 14, 6: 5, 2: 38}",-0.8581326473057517
152,barabasi_albert,100,5,2,10,3.2776,4.0,2.5179356624028344,"{10: 5, 9: 4, 13: 1, 11: 1, 3: 23, 5: 7, 6: 5, 4: 16, 7: 2, 8: 1, 2: 35}",-0.8581326473057517
153,barabasi_albert,100,5,2,10,3.2506,4.0,2.734958866235469,"{13: 1, 9: 1, 16: 1, 14: 1, 15: 1, 8: 4, 6: 5, 4: 19, 7: 3, 5: 8, 2: 34, 3: 22}",-0.8581326473057517
154,barabasi_albert,100,5,2,10,3.2206,4.0,2.6645825188948455,"{9: 5, 10: 2, 14: 1, 16: 1, 8: 2, 4: 13, 6: 5, 2: 38, 7: 4, 3: 21, 5: 8}",-0.8581326473057517
155,barabasi_albert,100,5,2,10,3.2598,4.0,2.814249455894058,"{13: 1, 14: 1, 8: 3, 11: 1, 18: 1, 9: 1, 6: 7, 3: 27, 4: 16, 7: 3, 10: 2, 2: 34, 5: 3}",-0.8581326473057517
156,barabasi_albert,100,5,2,10,3.2616,4.0,2.7748873851023217,"{13: 1, 10: 4, 12: 2, 5: 9, 14: 1, 7: 2, 6: 5, 9: 1, 3: 20, 2: 40, 11: 1, 4: 13, 8: 1}",-0.8581326473057517
157,barabasi_albert,100,5,2,10,3.3444,4.0,2.3706539182259396,"{10: 4, 7: 7, 8: 1, 5: 10, 12: 2, 4: 16, 6: 8, 3: 13, 2: 39}",-0.8581326473057517
158,barabasi_albert,100,5,2,10,3.2256,4.0,2.6832815729997477,"{11: 2, 12: 2, 8: 4, 10: 4, 9: 3, 6: 4, 5: 10, 3: 21, 4: 9, 2: 41}",-0.8581326473057517
159,barabasi_albert,100,5,2,10,3.2278,4.0,2.6981475126464085,"{16: 1, 9: 3, 8: 2, 13: 1, 10: 2, 6: 5, 7: 2, 11: 2, 5: 11, 2: 40, 4: 14, 3: 17}",-0.8581326473057517
160,barabasi_albert,100,5,2,10,3.2344,4.0,2.7820855486487113,"{8: 4, 18: 1, 9: 4, 13: 2, 7: 2, 10: 1, 4: 14, 3: 23, 6: 5, 5: 7, 2: 37}",-0.8581326473057517
161,barabasi_albert,100,5,2,10,3.1948,4.0,2.9189039038652846,"{7: 5, 10: 2, 16: 1, 17: 1, 6: 5, 12: 2, 9: 1, 5: 6, 11: 1, 2: 39, 4: 14, 3: 22, 8: 1}",-0.8581326473057517
162,barabasi_albert,100,5,2,10,3.3504,4.0,2.3790754506740637,"{11: 1, 9: 3, 8: 3, 7: 5, 13: 1, 6: 7, 4: 18, 10: 2, 5: 6, 3: 18, 2: 36}",-0.8581326473057517
163,barabasi_albert,100,5,2,10,3.3308,4.0,2.4372115213907883,"{15: 1, 11: 1, 7: 9, 9: 1, 10: 2, 8: 2, 3: 20, 6: 8, 5: 10, 2: 38, 4: 8}",-0.8581326473057517
164,barabasi_albert,100,5,2,10,3.2692,4.0,2.6907248094147422,"{16: 1, 8: 6, 13: 1, 7: 5, 9: 2, 10: 3, 5: 6, 4: 14, 2: 41, 6: 3, 3: 18}",-0.8581326473057517
165,barabasi_albert,100,5,2,10,3.2504,4.0,2.6608269391300143,"{6: 7, 12: 2, 11: 1, 16: 1, 10: 2, 4: 14, 5: 8, 2: 40, 8: 2, 9: 1, 7: 5, 3: 17}",-0.8581326473057517
166,barabasi_albert,100,5,2,10,3.2828,4.0,2.6,"{9: 3, 10: 1, 13: 1, 11: 2, 14: 1, 7: 5, 3: 26, 8: 3, 4: 14, 6: 6, 5: 3, 2: 35}",-0.8581326473057517
167,barabasi_albert,100,5,2,10,3.196,4.0,2.8,"{12: 2, 16: 1, 10: 2, 13: 2, 6: 6, 4: 10, 3: 27, 7: 3, 8: 3, 5: 8, 2: 36}",-0.8581326473057517
168,barabasi_albert,100,5,2,10,3.2948,4.0,2.630589287593181,"{14: 1, 8: 3, 12: 1, 9: 2, 17: 1, 7: 3, 4: 14, 5: 13, 11: 1, 6: 4, 3: 24, 2: 33}",-0.8581326473057517
169,barabasi_albert,100,5,2,10,3.2596,4.0,2.705549851693737,"{17: 1, 10: 1, 8: 5, 6: 5, 15: 1, 11: 2, 5: 12, 9: 1, 7: 1, 4: 11, 3: 26, 2: 34}",-0.8581326473057517
170,barabasi_albert,100,5,2,10,3.2438,4.0,2.824889378365107,"{11: 1, 15: 1, 4: 14, 17: 1, 13: 1, 9: 2, 5: 10, 6: 6, 8: 3, 7: 3, 3: 15, 10: 1, 2: 42}",-0.8581326473057517
171,barabasi_albert,100,5,2,10,3.285,4.0,2.4819347291981715,"{10: 2, 9: 4, 6: 5, 15: 1, 12: 1, 5: 9, 8: 1, 7: 6, 3: 24, 2: 34, 4: 13}",-0.8581326473057517
172,barabasi_albert,100,5,2,10,3.1514,4.0,2.939387691339814,"{16: 2, 17: 1, 12: 2, 8: 2, 6: 6, 5: 12, 2: 36, 3: 24, 7: 2, 4: 12, 9: 1}",-0.8581326473057517
173,barabasi_albert,100,5,2,10,3.2116,4.0,2.979932885150268,"{9: 2, 18: 1, 10: 1, 20: 1, 7: 5, 12: 1, 4: 13, 8: 2, 5: 9, 6: 6, 3: 20, 2: 39}",-0.8581326473057517
174,barabasi_albert,100,5,2,10,3.2416,4.0,2.619160170741759,"{14: 2, 10: 1, 8: 3, 11: 1, 9: 2, 4: 15, 6: 4, 5: 12, 13: 1, 7: 3, 2: 37, 3: 19}",-0.8581326473057517
175,barabasi_albert,100,5,2,10,3.2764,4.0,2.4738633753705965,"{12: 1, 13: 1, 9: 3, 8: 2, 11: 2, 7: 6, 5: 15, 6: 5, 2: 38, 4: 6, 3: 21}",-0.8581326473057517
176,barabasi_albert,100,5,2,10,3.3032,4.0,2.6419689627245813,"{11: 2, 4: 19, 12: 3, 16: 1, 9: 2, 5: 9, 7: 3, 6: 3, 8: 1, 3: 26, 2: 31}",-0.8581326473057517
177,barabasi_albert,100,5,2,10,3.1656,4.0,2.949576240750525,"{11: 2, 10: 2, 14: 1, 16: 1, 15: 1, 12: 1, 7: 3, 6: 5, 4: 10, 9: 1, 3: 28, 8: 1, 5: 7, 2: 37}",-0.8581326473057517
178,barabasi_albert,100,5,2,10,3.2114,4.0,2.8530685235374214,"{11: 4, 12: 2, 17: 1, 9: 2, 10: 1, 3: 22, 8: 1, 4: 13, 5: 8, 7: 1, 6: 6, 2: 39}",-0.8581326473057517
179,barabasi_albert,100,5,2,10,3.2196,4.0,2.727636339397171,"{16: 1, 9: 4, 13: 1, 12: 2, 5: 12, 8: 1, 6: 4, 4: 11, 2: 37, 11: 1, 7: 3, 3: 23}",-0.8581326473057517
180,barabasi_albert,100,5,2,10,3.1872,4.0,2.973213749463701,"{8: 4, 21: 1, 7: 6, 15: 1, 11: 2, 6: 4, 9: 1, 5: 5, 4: 13, 3: 24, 2: 38, 10: 1}",-0.8581326473057517
181,barabasi_albert,100,5,2,10,3.204,4.0,2.9563490998188966,"{13: 1, 18: 1, 15: 2, 12: 1, 5: 8, 6: 9, 7: 4, 4: 13, 8: 2, 3: 19, 2: 40}",-0.8581326473057517
182,barabasi_albert,100,5,2,10,3.2016,4.0,2.8284271247461903,"{13: 1, 14: 1, 11: 2, 15: 2, 7: 4, 3: 26, 6: 6, 8: 3, 5: 5, 4: 15, 2: 35}",-0.8581326473057517
183,barabasi_albert,100,5,2,10,3.276,4.0,2.7386127875258306,"{15: 1, 14: 1, 9: 2, 16: 1, 10: 1, 4: 15, 6: 6, 2: 39, 7: 5, 5: 8, 8: 3, 3: 18}",-0.8581326473057517
184,barabasi_albert,100,5,2,10,3.2726,4.0,2.584569596664017,"{8: 2, 9: 3, 15: 2, 5: 11, 6: 7, 11: 1, 4: 8, 10: 2, 3: 34, 7: 1, 2: 29}",-0.8581326473057517
185,barabasi_albert,100,5,2,10,3.2924,4.0,2.6795522013948525,"{13: 1, 9: 5, 14: 1, 16: 1, 4: 20, 5: 8, 10: 1, 8: 2, 6: 5, 2: 36, 3: 19, 7: 1}",-0.8581326473057517
186,barabasi_albert,100,5,2,10,3.2996,4.0,2.6457513110645907,"{14: 1, 12: 3, 13: 1, 8: 2, 4: 13, 7: 4, 11: 1, 6: 6, 5: 13, 3: 17, 2: 39}",-0.8581326473057517
187,barabasi_albert,100,5,2,10,3.191,4.0,2.824889378365107,"{13: 1, 15: 2, 14: 1, 8: 2, 9: 2, 10: 1, 3: 23, 4: 14, 7: 6, 6: 6, 5: 4, 2: 38}",-0.8581326473057517
188,barabasi_albert,100,5,2,10,3.2596,4.0,2.6,"{10: 2, 11: 5, 9: 2, 12: 1, 6: 7, 4: 10, 8: 1, 3: 28, 5: 6, 7: 3, 2: 35}",-0.8581326473057517
189,barabasi_albert,100,5,2,10,3.2828,4.0,2.5059928172283334,"{13: 2, 12: 1, 8: 5, 10: 2, 6: 2, 7: 3, 4: 14, 5: 10, 9: 2, 3: 27, 2: 32}",-0.8581326473057517
190,barabasi_albert,100,5,2,10,3.2974,4.0,2.630589287593181,"{8: 3, 13: 1, 12: 2, 15: 1, 9: 2, 7: 7, 4: 12, 5: 6, 6: 6, 3: 23, 2: 37}",-0.8581326473057517
191,barabasi_albert,100,5,2,10,3.2698,4.0,2.545584412271571,"{11: 1, 8: 4, 10: 2, 14: 1, 13: 2, 4: 14, 6: 7, 5: 10, 3: 26, 7: 1, 2: 32}",-0.8581326473057517
192,barabasi_albert,100,5,2,10,3.332,4.0,2.4289915602982237,"{15: 1, 9: 5, 10: 2, 8: 3, 6: 6, 5: 11, 4: 12, 7: 3, 3: 22, 2: 35}",-0.8581326473057517
193,barabasi_albert,100,5,2,10,3.2578,4.0,2.824889378365107,"{16: 2, 7: 4, 11: 1, 10: 4, 6: 5, 12: 1, 4: 12, 5: 7, 2: 34, 3: 29, 9: 1}",-0.8581326473057517
194,barabasi_albert,100,5,2,10,3.3182,4.0,2.5377155080899043,"{12: 2, 13: 2, 9: 2, 6: 5, 8: 2, 7: 4, 4: 11, 5: 11, 11: 1, 3: 28, 2: 32}",-0.8581326473057517
195,barabasi_albert,100,5,2,10,3.3496,4.0,2.445403852127497,"{12: 3, 10: 1, 9: 4, 8: 1, 6: 9, 7: 5, 3: 22, 5: 7, 2: 36, 4: 12}",-0.8581326473057517
196,barabasi_albert,100,5,2,10,3.1874,4.0,2.745906043549196,"{16: 1, 7: 2, 11: 3, 14: 1, 10: 2, 5: 10, 9: 1, 6: 4, 4: 16, 2: 39, 8: 3, 3: 18}",-0.8581326473057517
197,barabasi_albert,100,5,2,10,3.2278,4.0,2.6,"{6: 7, 12: 1, 11: 2, 17: 1, 7: 7, 5: 6, 8: 2, 9: 2, 3: 22, 4: 14, 2: 36}",-0.8581326473057517
198,barabasi_albert,100,5,2,10,3.2696,4.0,2.6795522013948525,"{18: 1, 11: 2, 13: 1, 9: 2, 5: 6, 6: 8, 4: 14, 8: 4, 7: 3, 3: 24, 2: 35}",-0.8581326473057517
199,barabasi_albert,100,5,2,10,3.137,4.0,3.0298514815086235,"{23: 1, 11: 3, 13: 1, 9: 4, 6: 7, 4: 10, 7: 2, 5: 10, 3: 25, 2: 37}",-0.8581326473057517
200,barabasi_albert,100,5,2,10,3.212,4.0,2.86705423736629,"{13: 2, 15: 1, 7: 4, 12: 3, 9: 2, 2: 39, 10: 1, 6: 5, 5: 8, 4: 9, 8: 1, 3: 25}",-0.8581326473057517
201,barabasi_albert,100,5,2,10,3.2628,4.0,2.6115129714401193,"{9: 4, 16: 1, 11: 2, 8: 2, 6: 6, 14: 1, 5: 11, 4: 19, 7: 1, 3: 16, 2: 37}",-0.8581326473057517
202,barabasi_albert,100,5,2,10,3.1536,4.0,3.0886890422961,"{18: 2, 12: 3, 13: 1, 5: 8, 8: 2, 3: 24, 4: 14, 7: 4, 6: 3, 2: 38, 9: 1}",-0.8581326473057517
203,barabasi_albert,100,5,2,10,3.2522,4.0,2.5612496949731396,"{12: 1, 6: 10, 13: 2, 15: 1, 8: 2, 9: 1, 5: 11, 4: 11, 7: 4, 3: 21, 2: 36}",-0.8581326473057517
204,barabasi_albert,100,5,2,10,3.2698,4.0,2.7092434368288134,"{15: 1, 12: 1, 19: 1, 8: 2, 6: 6, 9: 2, 7: 5, 5: 12, 3: 21, 4: 14, 2: 35}",-0.8581326473057517
205,barabasi_albert,100,5,2,10,3.157,4.0,3.127299154222378,"{12: 2, 10: 1, 16: 2, 17: 1, 8: 3, 3: 25, 11: 1, 9: 2, 6: 4, 4: 15, 2: 39, 7: 1, 5: 4}",-0.8581326473057517
206,barabasi_albert,100,5,2,10,3.2266,4.0,2.7386127875258306,"{10: 3, 16: 1, 11: 1, 12: 2, 5: 10, 7: 3, 13: 1, 4: 20, 6: 3, 9: 1, 3: 18, 2: 37}",-0.8581326473057517
207,barabasi_albert,100,5,2,10,3.2746,4.0,2.5298221281347035,"{10: 1, 11: 2, 13: 1, 12: 1, 8: 3, 5: 11, 6: 4, 9: 3, 7: 4, 2: 40, 4: 15, 3: 15}",-0.8581326473057517
208,barabasi_albert,100,5,2,10,3.2432,4.0,2.734958866235469,"{8: 3, 15: 3, 4: 16, 9: 3, 11: 1, 5: 12, 6: 4, 3: 19, 7: 2, 2: 37}",-0.8581326473057517
209,barabasi_albert,100,5,2,10,3.2672,4.0,2.5219040425836985,"{18: 1, 12: 1, 10: 3, 5: 13, 8: 1, 7: 5, 9: 1, 4: 14, 6: 5, 3: 25, 2: 31}",-0.8581326473057517
210,barabasi_albert,100,5,2,10,3.2376,4.0,2.7712812921102037,"{11: 2, 16: 2, 10: 1, 12: 1, 7: 4, 8: 2, 4: 15, 5: 9, 3: 24, 9: 1, 6: 4, 2: 35}",-0.8581326473057517
211,barabasi_albert,100,5,2,10,3.2898,4.0,2.565151067676132,"{8: 3, 11: 1, 13: 1, 9: 2, 10: 2, 5: 8, 4: 11, 6: 4, 7: 7, 14: 1, 2: 37, 3: 23}",-0.8581326473057517
212,barabasi_albert,100,5,2,10,3.26,4.0,2.5298221281347035,"{15: 2, 7: 5, 10: 2, 4: 14, 8: 3, 9: 1, 5: 8, 6: 9, 3: 20, 2: 36}",-0.8581326473057517
213,barabasi_albert,100,5,2,10,3.2298,4.0,2.814249455894058,"{10: 1, 15: 1, 8: 7, 13: 1, 18: 1, 7: 2, 6: 5, 5: 11, 3: 28, 9: 1, 4: 6, 2: 36}",-0.8581326473057517
214,barabasi_albert,100,5,2,10,3.21,4.0,2.7676705006196096,"{10: 6, 8: 3, 9: 2, 17: 1, 7: 4, 4: 8, 11: 1, 6: 2, 2: 39, 5: 9, 3: 25}",-0.8581326473057517
215,barabasi_albert,100,5,2,10,3.2034,4.0,2.7676705006196096,"{11: 1, 15: 1, 14: 1, 10: 1, 16: 1, 8: 3, 6: 3, 9: 1, 4: 16, 5: 8, 7: 6, 2: 37, 3: 21}",-0.8581326473057517
216,barabasi_albert,100,5,2,10,3.166,4.0,3.0430248109405875,"{6: 10, 10: 2, 14: 2, 22: 1, 7: 4, 11: 1, 3: 21, 5: 8, 2: 40, 4: 10, 8: 1}",-0.8581326473057517
217,barabasi_albert,100,5,2,10,3.2934,4.0,2.4,"{11: 3, 10: 2, 6: 5, 9: 3, 7: 6, 3: 19, 8: 2, 5: 9, 4: 14, 2: 37}",-0.8581326473057517
218,barabasi_albert,100,5,2,10,3.2214,4.0,2.727636339397171,"{10: 2, 20: 1, 11: 2, 13: 1, 7: 4, 5: 15, 6: 1, 4: 15, 2: 31, 8: 2, 3: 26}",-0.8581326473057517
219,barabasi_albert,100,5,2,10,3.237,4.0,2.7092434368288134,"{13: 3, 10: 1, 8: 1, 14: 1, 5: 5, 11: 2, 2: 37, 7: 5, 4: 20, 6: 6, 3: 19}",-0.8581326473057517
220,barabasi_albert,100,5,2,10,3.206,4.0,2.8460498941515415,"{17: 1, 13: 2, 12: 2, 8: 7, 4: 18, 9: 1, 6: 2, 2: 41, 7: 2, 5: 8, 3: 16}",-0.8581326473057517
221,barabasi_albert,100,5,2,10,3.2812,4.0,2.6758176320519302,"{10: 1, 15: 2, 9: 1, 12: 2, 3: 31, 8: 4, 7: 3, 6: 7, 5: 7, 2: 32, 4: 10}",-0.8581326473057517
222,barabasi_albert,100,5,2,10,3.257,4.0,2.5768197453450252,"{19: 1, 6: 6, 8: 4, 9: 2, 12: 1, 5: 11, 11: 1, 7: 3, 2: 31, 4: 14, 3: 26}",-0.8581326473057517
223,barabasi_albert,100,5,2,10,3.266,4.0,2.6115129714401193,"{9: 3, 11: 1, 13: 1, 10: 2, 14: 1, 5: 8, 4: 12, 8: 5, 7: 3, 3: 22, 6: 4, 2: 38}",-0.8581326473057517
224,barabasi_albert,100,5,2,10,3.1818,4.0,2.7129319932501073,"{12: 1, 10: 1, 13: 2, 11: 4, 2: 36, 7: 4, 5: 8, 9: 1, 4: 14, 8: 2, 6: 2, 3: 25}",-0.8581326473057517
225,barabasi_albert,100,5,2,10,3.2082,4.0,2.778488797889961,"{12: 2, 14: 3, 13: 1, 9: 2, 6: 4, 8: 1, 5: 8, 4: 18, 3: 27, 7: 2, 2: 32}",-0.8581326473057517
226,barabasi_albert,100,5,2,10,3.2478,4.0,2.723967694375247,"{8: 3, 19: 1, 10: 2, 13: 1, 7: 3, 11: 1, 5: 12, 9: 2, 6: 4, 3: 26, 2: 34, 4: 11}",-0.8581326473057517
227,barabasi_albert,100,5,2,10,3.2702,4.0,2.6267851073127395,"{8: 3, 13: 2, 11: 2, 14: 1, 7: 6, 6: 5, 3: 15, 5: 8, 9: 1, 4: 17, 2: 40}",-0.8581326473057517
228,barabasi_albert,100,5,2,10,3.2458,4.0,2.792848008753788,"{14: 1, 16: 1, 12: 2, 11: 2, 9: 1, 7: 4, 5: 10, 8: 3, 3: 23, 6: 4, 4: 11, 2: 38}",-0.8581326473057517
229,barabasi_albert,100,5,2,10,3.3162,4.0,2.3194827009486403,"{14: 1, 12: 1, 8: 2, 9: 3, 6: 11, 10: 1, 7: 3, 5: 10, 4: 11, 2: 31, 3: 26}",-0.8581326473057517
230,barabasi_albert,100,5,2,10,3.2724,4.0,2.5573423705088842,"{9: 5, 13: 1, 15: 1, 8: 4, 11: 1, 5: 9, 7: 3, 4: 12, 6: 4, 2: 34, 3: 26}",-0.8581326473057517
231,barabasi_albert,100,5,2,10,3.2176,4.0,2.8635642126552705,"{16: 1, 9: 2, 13: 1, 14: 2, 7: 6, 3: 24, 6: 6, 8: 5, 2: 40, 5: 3, 4: 10}",-0.8581326473057517
232,barabasi_albert,100,5,2,10,3.2262,4.0,2.749545416973504,"{7: 3, 14: 1, 17: 1, 13: 1, 10: 2, 9: 3, 6: 6, 8: 2, 3: 18, 4: 19, 5: 6, 2: 38}",-0.8581326473057517
233,barabasi_albert,100,5,2,10,3.2184,4.0,2.8530685235374214,"{18: 1, 11: 2, 13: 2, 10: 3, 7: 2, 8: 2, 4: 14, 5: 11, 2: 38, 3: 21, 6: 4}",-0.8581326473057517
234,barabasi_albert,100,5,2,10,3.2312,4.0,2.7820855486487113,"{15: 1, 10: 4, 17: 1, 8: 5, 4: 17, 5: 10, 9: 2, 3: 15, 6: 3, 2: 41, 7: 1}",-0.8581326473057517
235,barabasi_albert,100,5,2,10,3.2094,4.0,3.0983866769659336,"{17: 2, 11: 1, 9: 1, 14: 1, 3: 24, 5: 12, 19: 1, 7: 3, 4: 18, 8: 1, 6: 2, 2: 34}",-0.8581326473057517
236,barabasi_albert,100,5,2,10,3.2866,4.0,2.565151067676132,"{13: 2, 11: 2, 6: 5, 12: 1, 8: 3, 10: 2, 4: 17, 7: 3, 5: 8, 3: 23, 2: 34}",-0.8581326473057517
237,barabasi_albert,100,5,2,10,3.3192,4.0,2.5059928172283334,"{18: 1, 9: 3, 10: 1, 11: 2, 7: 2, 8: 1, 6: 8, 3: 26, 4: 15, 2: 30, 5: 11}",-0.8581326473057517
