graph_id,model,n_nodes,m0,m,w,average_degree_of_separation,mean_degree_of_connection,standard_deviation_of_degrees_of_connection,degree_distribution,pearson_correlation_mean_separation_vs_degree_stdev
120,barabasi_albert,100,5,2,100,3.2144,4.0,2.5019992006393608,"{11: 2, 10: 1, 13: 1, 14: 1, 8: 3, 6: 8, 9: 1, 3: 25, 5: 9, 4: 11, 7: 4, 2: 34}",-0.7870583029069778
121,barabasi_albert,100,5,2,100,3.3224,4.0,2.3622023622035435,"{10: 1, 9: 2, 12: 2, 8: 2, 14: 1, 5: 15, 6: 8, 7: 2, 3: 27, 4: 10, 2: 30}",-0.7870583029069778
122,barabasi_albert,100,5,2,100,3.3342,4.0,2.3366642891095846,"{11: 1, 10: 2, 9: 2, 6: 8, 12: 1, 8: 3, 7: 7, 3: 25, 4: 10, 5: 7, 2: 34}",-0.7870583029069778
123,barabasi_albert,100,5,2,100,3.306,4.0,2.3579652245103193,"{7: 4, 8: 7, 11: 3, 13: 1, 6: 5, 3: 24, 4: 16, 5: 8, 2: 32}",-0.7870583029069778
124,barabasi_albert,100,5,2,100,3.2882,4.0,2.493992782667985,"{13: 1, 10: 1, 9: 1, 7: 7, 12: 1, 14: 1, 6: 5, 8: 4, 5: 7, 3: 22, 4: 15, 2: 35}",-0.7870583029069778
125,barabasi_albert,100,5,2,100,3.3104,4.0,2.4899799195977463,"{16: 1, 9: 3, 11: 2, 10: 1, 5: 7, 7: 5, 6: 12, 4: 13, 3: 19, 2: 37}",-0.7870583029069778
126,barabasi_albert,100,5,2,100,3.2442,4.0,2.619160170741759,"{11: 3, 7: 5, 14: 1, 6: 8, 5: 7, 4: 14, 13: 1, 12: 1, 3: 21, 8: 1, 9: 1, 2: 37}",-0.7870583029069778
127,barabasi_albert,100,5,2,100,3.287,4.0,2.420743687382041,"{11: 1, 9: 3, 8: 4, 10: 2, 14: 1, 3: 19, 4: 16, 7: 3, 6: 7, 5: 8, 2: 36}",-0.7870583029069778
128,barabasi_albert,100,5,2,100,3.3292,4.0,2.1540659228538015,"{8: 4, 5: 10, 7: 7, 12: 1, 10: 1, 11: 1, 6: 8, 3: 22, 4: 15, 2: 31}",-0.7870583029069778
129,barabasi_albert,100,5,2,100,3.366,4.0,2.3021728866442674,"{10: 3, 7: 4, 11: 2, 8: 3, 6: 6, 4: 16, 9: 2, 2: 34, 5: 10, 3: 20}",-0.7870583029069778
130,barabasi_albert,100,5,2,100,3.272,4.0,2.5573423705088842,"{7: 4, 15: 1, 12: 2, 10: 1, 6: 5, 13: 1, 9: 1, 8: 3, 3: 30, 4: 13, 5: 9, 2: 30}",-0.7870583029069778
131,barabasi_albert,100,5,2,100,3.31,4.0,2.349468024894146,"{13: 1, 10: 2, 8: 3, 11: 2, 7: 4, 6: 7, 5: 9, 9: 1, 4: 18, 3: 19, 2: 34}",-0.7870583029069778
132,barabasi_albert,100,5,2,100,3.364,4.0,2.23606797749979,"{7: 4, 11: 2, 8: 5, 13: 1, 6: 6, 4: 18, 9: 1, 5: 11, 3: 21, 2: 31}",-0.7870583029069778
133,barabasi_albert,100,5,2,100,3.3644,4.0,2.2671568097509267,"{11: 3, 9: 2, 8: 3, 13: 1, 5: 15, 4: 14, 6: 8, 3: 25, 2: 29}",-0.7870583029069778
134,barabasi_albert,100,5,2,100,3.3808,4.0,2.340939982143925,"{15: 1, 10: 2, 14: 1, 8: 2, 6: 11, 7: 3, 4: 15, 3: 25, 5: 11, 2: 29}",-0.7870583029069778
135,barabasi_albert,100,5,2,100,3.1982,4.0,2.8600699292150185,"{11: 3, 15: 1, 16: 1, 9: 5, 8: 3, 7: 2, 6: 5, 5: 7, 4: 11, 2: 42, 3: 20}",-0.7870583029069778
136,barabasi_albert,100,5,2,100,3.3904,4.0,2.3958297101421877,"{16: 1, 11: 1, 10: 2, 9: 1, 8: 4, 7: 4, 4: 14, 3: 25, 5: 11, 6: 6, 2: 31}",-0.7870583029069778
137,barabasi_albert,100,5,2,100,3.3192,4.0,2.3323807579381204,"{9: 3, 11: 2, 12: 1, 8: 3, 6: 4, 7: 4, 5: 14, 4: 13, 10: 1, 3: 21, 2: 34}",-0.7870583029069778
138,barabasi_albert,100,5,2,100,3.3462,4.0,2.4331050121192876,"{11: 4, 12: 1, 5: 9, 6: 7, 8: 3, 7: 4, 9: 2, 4: 11, 2: 34, 3: 25}",-0.7870583029069778
139,barabasi_albert,100,5,2,100,3.3248,4.0,2.445403852127497,"{8: 1, 11: 1, 13: 2, 10: 2, 6: 8, 7: 5, 4: 15, 9: 2, 3: 19, 5: 9, 2: 36}",-0.7870583029069778
140,barabasi_albert,100,5,2,100,3.3054,4.0,2.4083189157584592,"{8: 5, 7: 2, 16: 1, 3: 27, 10: 1, 9: 3, 11: 1, 5: 11, 2: 30, 4: 14, 6: 5}",-0.7870583029069778
141,barabasi_albert,100,5,2,100,3.3068,4.0,2.4083189157584592,"{13: 1, 9: 4, 10: 2, 7: 4, 3: 23, 5: 8, 12: 1, 6: 4, 4: 17, 8: 3, 2: 33}",-0.7870583029069778
142,barabasi_albert,100,5,2,100,3.3126,4.0,2.340939982143925,"{13: 2, 8: 3, 10: 2, 12: 1, 5: 14, 7: 3, 6: 5, 4: 16, 3: 25, 2: 29}",-0.7870583029069778
143,barabasi_albert,100,5,2,100,3.2678,4.0,2.541653005427767,"{12: 1, 8: 3, 10: 4, 13: 1, 11: 1, 9: 1, 5: 15, 6: 8, 2: 40, 3: 19, 4: 6, 7: 1}",-0.7870583029069778
144,barabasi_albert,100,5,2,100,3.2944,4.0,2.5495097567963922,"{12: 1, 14: 2, 9: 3, 7: 3, 10: 2, 8: 1, 6: 5, 4: 12, 5: 14, 3: 22, 2: 35}",-0.7870583029069778
145,barabasi_albert,100,5,2,100,3.2928,4.0,2.6076809620810595,"{11: 3, 8: 1, 15: 1, 10: 2, 6: 5, 7: 3, 13: 1, 5: 9, 3: 18, 9: 1, 4: 20, 2: 36}",-0.7870583029069778
146,barabasi_albert,100,5,2,100,3.2396,4.0,2.6608269391300143,"{9: 3, 11: 1, 15: 2, 6: 2, 12: 1, 5: 11, 7: 2, 3: 25, 4: 16, 8: 3, 10: 1, 2: 33}",-0.7870583029069778
147,barabasi_albert,100,5,2,100,3.3208,4.0,2.4166091947189146,"{10: 2, 11: 1, 8: 6, 14: 1, 7: 4, 6: 7, 4: 14, 5: 9, 9: 1, 3: 17, 2: 38}",-0.7870583029069778
148,barabasi_albert,100,5,2,100,3.406,4.0,2.262741699796952,"{9: 2, 8: 5, 10: 2, 7: 4, 13: 1, 6: 8, 5: 7, 4: 19, 3: 18, 2: 34}",-0.7870583029069778
149,barabasi_albert,100,5,2,100,3.2604,4.0,2.445403852127497,"{11: 2, 10: 3, 12: 1, 8: 2, 6: 8, 9: 2, 7: 4, 4: 11, 5: 9, 2: 37, 3: 21}",-0.7870583029069778
150,barabasi_albert,100,5,2,100,3.3968,4.0,2.23159136044214,"{10: 2, 9: 2, 11: 2, 6: 8, 5: 12, 4: 15, 8: 4, 7: 2, 3: 20, 2: 33}",-0.7870583029069778
151,barabasi_albert,100,5,2,100,3.3306,4.0,2.4083189157584592,"{7: 8, 10: 2, 14: 1, 11: 2, 8: 1, 5: 5, 9: 2, 4: 14, 6: 5, 3: 31, 2: 29}",-0.7870583029069778
152,barabasi_albert,100,5,2,100,3.298,4.0,2.4041630560342617,"{8: 3, 11: 1, 15: 1, 9: 3, 6: 9, 10: 2, 4: 17, 5: 10, 7: 1, 3: 18, 2: 35}",-0.7870583029069778
153,barabasi_albert,100,5,2,100,3.2808,4.0,2.4657656011875906,"{12: 2, 13: 1, 6: 7, 9: 2, 10: 2, 5: 6, 4: 20, 7: 3, 3: 23, 2: 32, 11: 1, 8: 1}",-0.7870583029069778
154,barabasi_albert,100,5,2,100,3.237,4.0,2.6907248094147422,"{9: 1, 12: 1, 8: 3, 16: 2, 7: 6, 6: 7, 5: 8, 4: 15, 10: 1, 3: 17, 2: 39}",-0.7870583029069778
155,barabasi_albert,100,5,2,100,3.3554,4.0,2.3832750575625967,"{12: 1, 10: 4, 13: 1, 6: 7, 9: 2, 5: 8, 4: 19, 3: 22, 7: 3, 2: 32, 8: 1}",-0.7870583029069778
156,barabasi_albert,100,5,2,100,3.3368,4.0,2.3194827009486403,"{10: 5, 11: 1, 6: 6, 7: 2, 5: 12, 8: 3, 3: 21, 9: 2, 4: 14, 2: 34}",-0.7870583029069778
157,barabasi_albert,100,5,2,100,3.2852,4.0,2.5377155080899043,"{13: 2, 7: 3, 10: 3, 9: 2, 5: 7, 8: 6, 4: 15, 6: 5, 2: 39, 3: 18}",-0.7870583029069778
158,barabasi_albert,100,5,2,100,3.231,4.0,2.553429066960741,"{10: 2, 13: 1, 5: 7, 11: 3, 8: 2, 4: 14, 9: 4, 2: 35, 3: 25, 7: 4, 6: 3}",-0.7870583029069778
159,barabasi_albert,100,5,2,100,3.3048,4.0,2.5099800796022267,"{14: 2, 12: 2, 9: 2, 6: 9, 4: 22, 5: 9, 7: 2, 10: 1, 3: 17, 2: 34}",-0.7870583029069778
160,barabasi_albert,100,5,2,100,3.2858,4.0,2.3874672772626644,"{11: 2, 10: 2, 12: 1, 13: 1, 5: 11, 6: 5, 8: 3, 3: 21, 2: 32, 7: 3, 4: 19}",-0.7870583029069778
161,barabasi_albert,100,5,2,100,3.3048,4.0,2.4,"{12: 1, 13: 1, 9: 1, 10: 4, 8: 2, 5: 8, 6: 9, 7: 3, 4: 17, 3: 19, 2: 35}",-0.7870583029069778
162,barabasi_albert,100,5,2,100,3.2594,4.0,2.5377155080899043,"{11: 3, 9: 1, 13: 2, 7: 4, 6: 5, 2: 33, 10: 2, 5: 9, 4: 15, 3: 25, 8: 1}",-0.7870583029069778
163,barabasi_albert,100,5,2,100,3.3216,4.0,2.5495097567963922,"{16: 1, 12: 1, 5: 16, 10: 2, 14: 1, 7: 3, 6: 4, 9: 1, 8: 2, 4: 14, 2: 33, 3: 22}",-0.7870583029069778
164,barabasi_albert,100,5,2,100,3.3096,4.0,2.453568829277059,"{14: 1, 10: 3, 11: 1, 9: 2, 8: 4, 6: 6, 7: 4, 3: 23, 5: 8, 4: 13, 2: 35}",-0.7870583029069778
165,barabasi_albert,100,5,2,100,3.2692,4.0,2.493992782667985,"{10: 2, 15: 1, 9: 3, 13: 1, 6: 8, 5: 9, 4: 18, 7: 3, 3: 20, 11: 1, 2: 34}",-0.7870583029069778
166,barabasi_albert,100,5,2,100,3.266,4.0,2.545584412271571,"{13: 1, 12: 3, 5: 8, 6: 8, 8: 3, 10: 1, 9: 3, 4: 16, 7: 1, 3: 19, 2: 37}",-0.7870583029069778
167,barabasi_albert,100,5,2,100,3.2758,4.0,2.4041630560342617,"{9: 4, 10: 2, 11: 2, 6: 7, 12: 1, 7: 3, 5: 12, 4: 9, 3: 25, 8: 1, 2: 34}",-0.7870583029069778
168,barabasi_albert,100,5,2,100,3.278,4.0,2.4041630560342617,"{11: 3, 10: 3, 9: 2, 6: 7, 7: 5, 4: 6, 8: 1, 5: 14, 2: 37, 3: 22}",-0.7870583029069778
169,barabasi_albert,100,5,2,100,3.3248,4.0,2.2978250586152114,"{8: 5, 7: 5, 9: 4, 13: 1, 6: 11, 3: 18, 5: 8, 4: 10, 2: 38}",-0.7870583029069778
170,barabasi_albert,100,5,2,100,3.252,4.0,2.6381811916545836,"{7: 9, 14: 1, 13: 2, 10: 3, 6: 4, 9: 1, 5: 10, 8: 1, 2: 39, 3: 22, 4: 8}",-0.7870583029069778
171,barabasi_albert,100,5,2,100,3.4108,4.0,2.2671568097509267,"{9: 1, 10: 2, 11: 1, 14: 1, 7: 4, 6: 6, 5: 6, 8: 4, 4: 24, 3: 22, 2: 29}",-0.7870583029069778
172,barabasi_albert,100,5,2,100,3.3684,4.0,2.3622023622035435,"{12: 1, 11: 3, 10: 1, 9: 2, 5: 12, 6: 9, 8: 2, 4: 16, 7: 2, 3: 15, 2: 37}",-0.7870583029069778
173,barabasi_albert,100,5,2,100,3.403,4.0,2.1587033144922905,"{9: 2, 8: 3, 13: 1, 10: 1, 7: 7, 5: 10, 4: 15, 6: 8, 3: 22, 2: 31}",-0.7870583029069778
174,barabasi_albert,100,5,2,100,3.3282,4.0,2.4124676163629637,"{11: 2, 8: 5, 10: 2, 9: 2, 6: 4, 4: 14, 7: 3, 5: 11, 3: 20, 2: 36, 12: 1}",-0.7870583029069778
175,barabasi_albert,100,5,2,100,3.2974,4.0,2.3832750575625967,"{10: 2, 9: 4, 12: 1, 8: 7, 7: 3, 6: 6, 3: 21, 4: 16, 5: 4, 2: 36}",-0.7870583029069778
176,barabasi_albert,100,5,2,100,3.3082,4.0,2.3832750575625967,"{11: 3, 8: 5, 14: 1, 9: 1, 5: 11, 4: 11, 6: 5, 7: 4, 3: 29, 2: 30}",-0.7870583029069778
177,barabasi_albert,100,5,2,100,3.3178,4.0,2.3366642891095846,"{8: 3, 7: 3, 15: 1, 9: 3, 11: 1, 10: 1, 6: 9, 4: 18, 5: 7, 3: 23, 2: 31}",-0.7870583029069778
178,barabasi_albert,100,5,2,100,3.3872,4.0,2.2759613353482084,"{10: 2, 13: 1, 7: 6, 9: 3, 5: 7, 6: 12, 4: 17, 3: 13, 8: 1, 2: 38}",-0.7870583029069778
179,barabasi_albert,100,5,2,100,3.323,4.0,2.23159136044214,"{6: 11, 12: 1, 9: 1, 10: 2, 8: 5, 7: 5, 5: 8, 3: 20, 4: 12, 2: 35}",-0.7870583029069778
180,barabasi_albert,100,5,2,100,3.3238,4.0,2.3916521486202797,"{12: 1, 9: 3, 11: 2, 10: 2, 8: 3, 6: 6, 3: 24, 4: 10, 5: 13, 7: 2, 2: 34}",-0.7870583029069778
181,barabasi_albert,100,5,2,100,3.3022,4.0,2.1633307652783933,"{8: 6, 7: 4, 6: 11, 10: 1, 11: 1, 4: 8, 5: 8, 9: 2, 3: 29, 2: 30}",-0.7870583029069778
182,barabasi_albert,100,5,2,100,3.384,4.0,2.2759613353482084,"{7: 9, 13: 1, 9: 4, 11: 1, 4: 13, 6: 5, 5: 12, 8: 1, 3: 19, 2: 35}",-0.7870583029069778
183,barabasi_albert,100,5,2,100,3.3928,4.0,2.3021728866442674,"{12: 3, 9: 1, 11: 1, 7: 5, 6: 9, 5: 14, 4: 12, 8: 1, 2: 33, 3: 21}",-0.7870583029069778
184,barabasi_albert,100,5,2,100,3.311,4.0,2.493992782667985,"{14: 1, 7: 2, 12: 1, 10: 2, 8: 5, 3: 26, 11: 1, 9: 2, 5: 7, 6: 6, 4: 14, 2: 33}",-0.7870583029069778
185,barabasi_albert,100,5,2,100,3.3774,4.0,2.3916521486202797,"{11: 2, 10: 1, 14: 1, 9: 2, 8: 1, 7: 9, 6: 6, 4: 16, 5: 7, 2: 35, 3: 20}",-0.7870583029069778
186,barabasi_albert,100,5,2,100,3.359,4.0,2.477902338672773,"{10: 4, 15: 1, 8: 2, 4: 16, 11: 2, 9: 2, 6: 5, 3: 32, 5: 9, 2: 27}",-0.7870583029069778
187,barabasi_albert,100,5,2,100,3.3082,4.0,2.3790754506740637,"{10: 2, 7: 5, 13: 1, 11: 2, 9: 1, 6: 10, 4: 15, 5: 3, 8: 3, 2: 32, 3: 26}",-0.7870583029069778
188,barabasi_albert,100,5,2,100,3.331,4.0,2.262741699796952,"{9: 2, 12: 1, 8: 5, 11: 1, 7: 6, 5: 8, 3: 15, 4: 22, 10: 1, 6: 4, 2: 35}",-0.7870583029069778
189,barabasi_albert,100,5,2,100,3.3166,4.0,2.3706539182259396,"{9: 4, 11: 2, 8: 3, 10: 2, 7: 5, 5: 7, 3: 24, 2: 35, 6: 7, 4: 11}",-0.7870583029069778
190,barabasi_albert,100,5,2,100,3.3106,4.0,2.4413111231467406,"{8: 5, 13: 2, 11: 1, 10: 2, 6: 12, 3: 22, 4: 9, 5: 10, 7: 1, 2: 36}",-0.7870583029069778
191,barabasi_albert,100,5,2,100,3.2674,4.0,2.4657656011875906,"{9: 4, 8: 2, 12: 1, 7: 7, 14: 1, 11: 1, 6: 6, 4: 10, 5: 9, 3: 23, 2: 36}",-0.7870583029069778
192,barabasi_albert,100,5,2,100,3.3404,4.0,2.3874672772626644,"{7: 3, 9: 3, 12: 3, 10: 1, 6: 10, 8: 1, 5: 15, 4: 9, 3: 17, 2: 38}",-0.7870583029069778
193,barabasi_albert,100,5,2,100,3.3158,4.0,2.4083189157584592,"{9: 2, 14: 1, 10: 1, 12: 2, 8: 2, 6: 7, 4: 21, 7: 5, 5: 7, 2: 34, 3: 18}",-0.7870583029069778
194,barabasi_albert,100,5,2,100,3.3592,4.0,2.449489742783178,"{8: 5, 13: 1, 12: 2, 10: 1, 4: 16, 7: 1, 6: 7, 9: 1, 5: 9, 2: 33, 3: 23, 11: 1}",-0.7870583029069778
195,barabasi_albert,100,5,2,100,3.3394,4.0,2.2978250586152114,"{12: 2, 11: 1, 9: 2, 8: 5, 7: 4, 5: 10, 3: 23, 6: 6, 4: 15, 2: 32}",-0.7870583029069778
196,barabasi_albert,100,5,2,100,3.1928,4.0,2.7892651361962706,"{9: 1, 11: 2, 13: 2, 16: 1, 10: 1, 6: 6, 8: 5, 5: 5, 7: 3, 3: 25, 4: 11, 2: 38}",-0.7870583029069778
197,barabasi_albert,100,5,2,100,3.2976,4.0,2.5729360660537215,"{13: 1, 10: 3, 17: 1, 9: 2, 7: 3, 3: 20, 4: 13, 6: 9, 8: 1, 5: 11, 2: 36}",-0.7870583029069778
198,barabasi_albert,100,5,2,100,3.3176,4.0,2.4576411454889016,"{13: 1, 9: 3, 12: 2, 5: 11, 10: 2, 11: 1, 3: 29, 7: 3, 6: 4, 4: 15, 2: 29}",-0.7870583029069778
199,barabasi_albert,100,5,2,100,3.3152,4.0,2.4248711305964283,"{13: 2, 10: 4, 7: 3, 5: 11, 8: 2, 4: 13, 6: 11, 3: 16, 2: 38}",-0.7870583029069778
200,barabasi_albert,100,5,2,100,3.3006,4.0,2.4899799195977463,"{9: 2, 14: 1, 11: 2, 10: 1, 12: 1, 8: 1, 6: 6, 7: 6, 5: 11, 3: 19, 4: 13, 2: 37}",-0.7870583029069778
201,barabasi_albert,100,5,2,100,3.3254,4.0,2.553429066960741,"{20: 1, 8: 5, 4: 22, 12: 1, 10: 1, 5: 10, 9: 1, 7: 1, 6: 7, 2: 31, 3: 20}",-0.7870583029069778
202,barabasi_albert,100,5,2,100,3.3138,4.0,2.445403852127497,"{9: 4, 15: 1, 11: 2, 8: 3, 7: 5, 5: 8, 6: 5, 3: 22, 4: 16, 2: 34}",-0.7870583029069778
203,barabasi_albert,100,5,2,100,3.3842,4.0,2.445403852127497,"{7: 6, 13: 2, 8: 2, 12: 1, 6: 9, 10: 2, 4: 8, 5: 12, 2: 36, 3: 22}",-0.7870583029069778
204,barabasi_albert,100,5,2,100,3.3404,4.0,2.493992782667985,"{11: 2, 12: 2, 16: 1, 8: 3, 3: 31, 5: 4, 4: 21, 7: 5, 6: 5, 2: 26}",-0.7870583029069778
205,barabasi_albert,100,5,2,100,3.2956,4.0,2.584569596664017,"{11: 1, 8: 3, 7: 3, 14: 1, 10: 4, 3: 22, 9: 1, 6: 7, 4: 10, 12: 1, 5: 9, 2: 38}",-0.7870583029069778
206,barabasi_albert,100,5,2,100,3.4138,4.0,2.2847319317591723,"{10: 1, 15: 1, 11: 1, 8: 3, 7: 4, 4: 14, 3: 28, 5: 10, 9: 2, 6: 8, 2: 28}",-0.7870583029069778
207,barabasi_albert,100,5,2,100,3.3324,4.0,2.4698178070456938,"{9: 4, 6: 13, 11: 1, 18: 1, 7: 5, 4: 10, 3: 23, 5: 9, 2: 34}",-0.7870583029069778
208,barabasi_albert,100,5,2,100,3.271,4.0,2.6038433132583076,"{15: 1, 7: 5, 11: 2, 6: 3, 8: 5, 9: 1, 3: 22, 5: 10, 4: 12, 2: 37, 13: 1, 10: 1}",-0.7870583029069778
209,barabasi_albert,100,5,2,100,3.3392,4.0,2.349468024894146,"{7: 3, 12: 1, 13: 1, 8: 3, 11: 2, 9: 2, 5: 15, 6: 5, 4: 12, 3: 25, 2: 31}",-0.7870583029069778
210,barabasi_albert,100,5,2,100,3.371,4.0,2.3664319132398464,"{10: 3, 9: 2, 11: 2, 13: 1, 4: 17, 6: 6, 7: 2, 8: 2, 5: 8, 2: 28, 3: 29}",-0.7870583029069778
211,barabasi_albert,100,5,2,100,3.2832,4.0,2.4738633753705965,"{5: 12, 10: 1, 12: 2, 11: 2, 7: 5, 9: 4, 4: 13, 6: 3, 8: 1, 3: 21, 2: 36}",-0.7870583029069778
212,barabasi_albert,100,5,2,100,3.3794,4.0,2.2759613353482084,"{8: 3, 11: 1, 10: 1, 15: 1, 9: 1, 6: 8, 7: 6, 4: 13, 5: 10, 3: 27, 2: 29}",-0.7870583029069778
213,barabasi_albert,100,5,2,100,3.2914,4.0,2.4413111231467406,"{13: 1, 7: 4, 9: 2, 11: 2, 10: 3, 8: 2, 6: 7, 3: 25, 5: 6, 4: 15, 2: 33}",-0.7870583029069778
214,barabasi_albert,100,5,2,100,3.3024,4.0,2.4979991993593593,"{15: 1, 9: 4, 14: 1, 7: 3, 11: 1, 4: 16, 5: 12, 8: 2, 3: 19, 6: 6, 2: 35}",-0.7870583029069778
215,barabasi_albert,100,5,2,100,3.2484,4.0,2.734958866235469,"{8: 2, 11: 3, 9: 1, 21: 1, 5: 13, 7: 2, 12: 1, 4: 16, 6: 4, 3: 28, 2: 29}",-0.7870583029069778
216,barabasi_albert,100,5,2,100,3.348,4.0,2.3622023622035435,"{11: 1, 6: 6, 12: 2, 13: 1, 4: 15, 2: 29, 8: 6, 5: 9, 7: 3, 3: 28}",-0.7870583029069778
217,barabasi_albert,100,5,2,100,3.2866,4.0,2.6038433132583076,"{13: 1, 10: 1, 11: 2, 16: 1, 6: 9, 8: 3, 4: 14, 7: 5, 9: 1, 5: 3, 3: 26, 2: 34}",-0.7870583029069778
218,barabasi_albert,100,5,2,100,3.3308,4.0,2.2847319317591723,"{11: 1, 10: 2, 8: 5, 12: 1, 9: 3, 5: 17, 7: 1, 6: 2, 3: 24, 4: 13, 2: 31}",-0.7870583029069778
219,barabasi_albert,100,5,2,100,3.3306,4.0,2.353720459187964,"{10: 3, 7: 2, 6: 6, 12: 1, 8: 5, 9: 4, 5: 7, 4: 12, 3: 29, 2: 31}",-0.7870583029069778
220,barabasi_albert,100,5,2,100,3.3726,4.0,2.3366642891095846,"{9: 3, 11: 2, 10: 3, 7: 2, 5: 10, 6: 11, 8: 2, 4: 8, 2: 34, 3: 25}",-0.7870583029069778
221,barabasi_albert,100,5,2,100,3.2934,4.0,2.4,"{11: 1, 13: 2, 9: 3, 10: 1, 7: 3, 8: 1, 6: 10, 5: 11, 4: 13, 3: 20, 2: 35}",-0.7870583029069778
222,barabasi_albert,100,5,2,100,3.3362,4.0,2.244994432064365,"{8: 6, 10: 3, 9: 3, 7: 4, 5: 10, 4: 15, 6: 5, 3: 19, 2: 35}",-0.7870583029069778
223,barabasi_albert,100,5,2,100,3.36,4.0,2.4576411454889016,"{10: 1, 11: 1, 13: 1, 9: 1, 12: 2, 8: 2, 4: 13, 7: 6, 5: 9, 6: 7, 3: 22, 2: 35}",-0.7870583029069778
224,barabasi_albert,100,5,2,100,3.3758,4.0,2.2045407685048604,"{12: 2, 10: 1, 9: 2, 8: 2, 7: 8, 4: 19, 5: 10, 3: 22, 6: 4, 2: 30}",-0.7870583029069778
225,barabasi_albert,100,5,2,100,3.2574,4.0,2.3832750575625967,"{11: 2, 7: 2, 13: 1, 6: 6, 12: 1, 4: 15, 8: 5, 9: 2, 5: 8, 3: 29, 2: 29}",-0.7870583029069778
226,barabasi_albert,100,5,2,100,3.332,4.0,2.3916521486202797,"{11: 2, 10: 1, 13: 1, 12: 1, 5: 8, 7: 4, 8: 3, 6: 6, 4: 20, 3: 20, 2: 33, 9: 1}",-0.7870583029069778
227,barabasi_albert,100,5,2,100,3.372,4.0,2.3021728866442674,"{14: 1, 10: 2, 7: 2, 9: 1, 5: 10, 8: 4, 12: 1, 4: 19, 3: 21, 6: 8, 2: 31}",-0.7870583029069778
228,barabasi_albert,100,5,2,100,3.338,4.0,2.3021728866442674,"{12: 1, 7: 5, 8: 2, 9: 1, 10: 2, 5: 11, 14: 1, 6: 8, 4: 16, 3: 21, 2: 32}",-0.7870583029069778
229,barabasi_albert,100,5,2,100,3.3488,4.0,2.3579652245103193,"{6: 7, 8: 1, 10: 5, 9: 2, 4: 15, 13: 1, 7: 3, 5: 13, 2: 36, 3: 17}",-0.7870583029069778
230,barabasi_albert,100,5,2,100,3.2908,4.0,2.3874672772626644,"{9: 1, 14: 1, 10: 3, 8: 4, 11: 1, 4: 20, 7: 5, 5: 10, 6: 3, 3: 17, 2: 35}",-0.7870583029069778
231,barabasi_albert,100,5,2,100,3.3318,4.0,2.5219040425836985,"{15: 1, 11: 1, 12: 1, 9: 1, 10: 3, 8: 4, 3: 25, 7: 2, 6: 5, 4: 14, 5: 10, 2: 33}",-0.7870583029069778
232,barabasi_albert,100,5,2,100,3.3402,4.0,2.5377155080899043,"{9: 2, 11: 4, 16: 1, 4: 18, 5: 9, 6: 5, 3: 21, 8: 2, 7: 4, 2: 34}",-0.7870583029069778
233,barabasi_albert,100,5,2,100,3.2698,4.0,2.6457513110645907,"{16: 1, 8: 3, 12: 3, 11: 1, 7: 4, 6: 7, 4: 13, 9: 1, 5: 9, 3: 21, 2: 37}",-0.7870583029069778
234,barabasi_albert,100,5,2,100,3.307,4.0,2.3874672772626644,"{9: 5, 14: 1, 13: 1, 8: 1, 5: 9, 4: 15, 6: 7, 7: 6, 3: 21, 2: 34}",-0.7870583029069778
235,barabasi_albert,100,5,2,100,3.274,4.0,2.630589287593181,"{15: 2, 13: 2, 9: 2, 5: 15, 6: 8, 7: 2, 8: 1, 4: 10, 3: 25, 2: 33}",-0.7870583029069778
236,barabasi_albert,100,5,2,100,3.336,4.0,2.3706539182259396,"{7: 2, 11: 4, 10: 2, 8: 3, 5: 12, 6: 4, 9: 2, 4: 14, 3: 26, 2: 31}",-0.7870583029069778
237,barabasi_albert,100,5,2,100,3.3032,4.0,2.5377155080899043,"{14: 1, 12: 1, 7: 4, 11: 1, 8: 4, 9: 3, 10: 2, 5: 7, 6: 3, 4: 17, 2: 36, 3: 21}",-0.7870583029069778
238,barabasi_albert,100,5,2,100,3.2862,4.0,2.4331050121192876,"{10: 4, 15: 1, 11: 1, 9: 1, 8: 3, 4: 15, 6: 4, 3: 20, 5: 15, 7: 2, 2: 34}",-0.7870583029069778
239,barabasi_albert,100,5,2,100,3.3646,4.0,2.353720459187964,"{12: 1, 11: 1, 8: 3, 13: 1, 9: 1, 7: 8, 4: 16, 10: 1, 3: 26, 6: 6, 2: 31, 5: 5}",-0.7870583029069778
240,barabasi_albert,100,5,2,100,3.3402,4.0,2.349468024894146,"{9: 1, 10: 3, 12: 2, 8: 3, 5: 9, 3: 23, 7: 7, 4: 15, 6: 4, 2: 33}",-0.7870583029069778
241,barabasi_albert,100,5,2,100,3.3542,4.0,2.280350850198276,"{8: 3, 10: 3, 9: 2, 7: 6, 12: 1, 6: 7, 2: 35, 5: 9, 4: 15, 3: 19}",-0.7870583029069778
242,barabasi_albert,100,5,2,100,3.2392,4.0,2.588435821108957,"{12: 2, 8: 2, 15: 1, 13: 1, 6: 8, 9: 2, 4: 15, 3: 28, 5: 7, 11: 1, 7: 2, 2: 31}",-0.7870583029069778
243,barabasi_albert,100,5,2,100,3.2304,4.0,2.7129319932501073,"{14: 3, 12: 2, 4: 16, 10: 1, 6: 8, 5: 11, 3: 16, 8: 3, 2: 39, 7: 1}",-0.7870583029069778
