graph_id,model,n_nodes,m0,m,w,average_degree_of_separation,mean_degree_of_connection,standard_deviation_of_degrees_of_connection,degree_distribution,pearson_correlation_mean_separation_vs_degree_stdev
111,barabasi_albert,100,5,2,0,2.888,4.0,4.034848200366403,"{14: 3, 23: 2, 4: 10, 3: 19, 18: 1, 12: 1, 7: 1, 8: 3, 5: 4, 9: 2, 2: 52, 6: 2}",-0.9475081543709567
112,barabasi_albert,100,5,2,0,3.0116,4.0,3.671511950137164,"{12: 1, 26: 1, 14: 2, 13: 1, 9: 1, 15: 1, 8: 3, 3: 23, 7: 3, 4: 10, 5: 6, 11: 1, 2: 46, 10: 1}",-0.9475081543709567
113,barabasi_albert,100,5,2,0,2.9032,4.0,4.164132562731402,"{8: 2, 22: 1, 21: 1, 24: 1, 17: 1, 9: 2, 5: 7, 16: 1, 4: 9, 6: 2, 3: 21, 13: 1, 2: 50, 7: 1}",-0.9475081543709567
114,barabasi_albert,100,5,2,0,3.117,4.0,3.3136083051561784,"{15: 2, 14: 1, 9: 4, 20: 1, 8: 3, 10: 1, 7: 3, 3: 23, 4: 6, 2: 46, 5: 6, 12: 1, 6: 3}",-0.9475081543709567
115,barabasi_albert,100,5,2,0,2.8206,4.0,4.467661580737736,"{22: 1, 19: 1, 13: 1, 24: 1, 27: 1, 8: 2, 14: 1, 4: 6, 6: 4, 10: 1, 7: 2, 3: 23, 2: 52, 5: 4}",-0.9475081543709567
116,barabasi_albert,100,5,2,0,2.9594,4.0,3.8314488121336034,"{18: 1, 21: 1, 12: 1, 26: 1, 4: 11, 9: 3, 5: 5, 2: 45, 13: 1, 3: 23, 7: 3, 8: 2, 6: 3}",-0.9475081543709567
117,barabasi_albert,100,5,2,0,2.897,4.0,4.022437072223753,"{23: 1, 17: 1, 9: 4, 28: 1, 15: 1, 6: 2, 4: 10, 8: 4, 7: 1, 2: 45, 5: 5, 3: 25}",-0.9475081543709567
118,barabasi_albert,100,5,2,0,2.908,4.0,4.312771730569565,"{21: 1, 31: 1, 13: 1, 14: 1, 22: 1, 7: 4, 4: 11, 10: 1, 3: 20, 6: 3, 8: 2, 2: 49, 5: 5}",-0.9475081543709567
119,barabasi_albert,100,5,2,0,2.881,4.0,4.294182110716778,"{11: 1, 23: 1, 17: 1, 20: 1, 8: 2, 28: 1, 3: 19, 13: 1, 4: 7, 6: 4, 5: 5, 9: 2, 2: 53, 7: 2}",-0.9475081543709567
120,barabasi_albert,100,5,2,0,2.893,4.0,4.55411901469428,"{24: 1, 29: 1, 18: 1, 28: 1, 7: 4, 3: 25, 6: 5, 5: 4, 4: 13, 2: 44, 8: 1}",-0.9475081543709567
121,barabasi_albert,100,5,2,0,2.9586,4.0,4.152107898405339,"{9: 1, 31: 1, 14: 2, 7: 2, 22: 1, 13: 1, 6: 4, 10: 3, 3: 20, 5: 7, 2: 49, 4: 9}",-0.9475081543709567
122,barabasi_albert,100,5,2,0,2.8776,4.0,4.242640687119285,"{19: 1, 9: 1, 15: 1, 16: 1, 27: 1, 12: 1, 3: 20, 2: 52, 5: 5, 23: 1, 7: 2, 6: 3, 8: 2, 4: 8, 10: 1}",-0.9475081543709567
123,barabasi_albert,100,5,2,0,2.7844,4.0,4.5934736311423405,"{8: 4, 23: 1, 20: 1, 27: 1, 26: 1, 7: 2, 15: 1, 5: 7, 6: 1, 3: 13, 4: 10, 2: 57, 9: 1}",-0.9475081543709567
124,barabasi_albert,100,5,2,0,2.857,4.0,4.317406628984581,"{13: 2, 33: 1, 16: 1, 24: 1, 6: 7, 7: 2, 4: 10, 3: 22, 8: 2, 2: 47, 9: 1, 5: 4}",-0.9475081543709567
125,barabasi_albert,100,5,2,0,2.927,4.0,4.123105625617661,"{18: 2, 13: 1, 23: 1, 22: 1, 2: 54, 15: 1, 5: 4, 7: 3, 6: 4, 14: 1, 3: 17, 4: 9, 9: 1, 8: 1}",-0.9475081543709567
126,barabasi_albert,100,5,2,0,3.0356,4.0,3.54400902933387,"{10: 3, 21: 1, 11: 1, 16: 1, 13: 1, 6: 4, 7: 3, 2: 49, 19: 1, 12: 1, 5: 6, 8: 2, 4: 8, 3: 19}",-0.9475081543709567
127,barabasi_albert,100,5,2,0,2.9328,4.0,4.022437072223753,"{17: 2, 19: 1, 9: 1, 12: 2, 25: 1, 15: 1, 11: 1, 5: 6, 3: 22, 7: 3, 8: 2, 4: 7, 2: 51}",-0.9475081543709567
128,barabasi_albert,100,5,2,0,2.95,4.0,3.8183766184073566,"{21: 1, 14: 1, 23: 1, 12: 2, 18: 1, 8: 1, 11: 1, 3: 24, 4: 12, 5: 9, 9: 1, 2: 44, 13: 1, 6: 1}",-0.9475081543709567
129,barabasi_albert,100,5,2,0,2.9572,4.0,3.9522145690739006,"{10: 1, 29: 1, 14: 1, 17: 1, 13: 1, 16: 1, 8: 3, 4: 13, 5: 4, 6: 4, 11: 1, 12: 1, 3: 17, 2: 50, 7: 1}",-0.9475081543709567
130,barabasi_albert,100,5,2,0,2.9032,4.0,3.97994974842648,"{12: 1, 6: 7, 22: 2, 25: 1, 3: 16, 8: 3, 5: 8, 14: 1, 4: 7, 2: 51, 7: 3}",-0.9475081543709567
131,barabasi_albert,100,5,2,0,2.999,4.0,3.6249137920783716,"{9: 2, 24: 1, 12: 2, 22: 1, 11: 2, 2: 52, 6: 9, 4: 8, 3: 13, 5: 5, 8: 1, 7: 4}",-0.9475081543709567
132,barabasi_albert,100,5,2,0,2.9994,4.0,3.7336309405188937,"{20: 1, 22: 2, 13: 1, 14: 1, 8: 1, 7: 6, 4: 11, 5: 9, 6: 5, 2: 49, 3: 14}",-0.9475081543709567
133,barabasi_albert,100,5,2,0,2.873,4.0,4.354308211415448,"{28: 1, 16: 1, 24: 1, 18: 2, 9: 1, 8: 2, 6: 3, 7: 2, 3: 19, 12: 1, 2: 52, 5: 6, 4: 9}",-0.9475081543709567
134,barabasi_albert,100,5,2,0,2.9708,4.0,3.8652296180175374,"{15: 1, 14: 1, 20: 1, 23: 1, 19: 1, 9: 3, 4: 9, 12: 1, 2: 46, 3: 25, 5: 6, 11: 1, 8: 1, 6: 3}",-0.9475081543709567
135,barabasi_albert,100,5,2,0,2.9296,4.0,3.994996871087636,"{22: 1, 24: 1, 19: 1, 14: 1, 11: 2, 4: 11, 9: 3, 5: 7, 8: 1, 13: 1, 2: 52, 3: 17, 10: 1, 7: 1}",-0.9475081543709567
136,barabasi_albert,100,5,2,0,2.9126,4.0,4.358898943540674,"{15: 1, 13: 1, 19: 1, 16: 1, 35: 1, 8: 3, 5: 6, 3: 24, 2: 49, 4: 4, 9: 1, 6: 6, 10: 1, 7: 1}",-0.9475081543709567
137,barabasi_albert,100,5,2,0,2.8742,4.0,4.356604182158393,"{8: 2, 25: 1, 13: 2, 27: 1, 18: 1, 2: 54, 10: 2, 12: 1, 4: 8, 3: 20, 6: 5, 16: 1, 5: 2}",-0.9475081543709567
138,barabasi_albert,100,5,2,0,2.8414,4.0,4.525483399593904,"{35: 1, 18: 1, 12: 1, 24: 1, 6: 5, 13: 1, 3: 21, 2: 49, 9: 2, 7: 2, 5: 5, 10: 1, 4: 10}",-0.9475081543709567
139,barabasi_albert,100,5,2,0,2.9212,4.0,4.076763422127902,"{19: 1, 7: 2, 14: 1, 12: 1, 27: 1, 11: 1, 6: 3, 18: 2, 4: 13, 2: 50, 5: 5, 9: 2, 3: 18}",-0.9475081543709567
140,barabasi_albert,100,5,2,0,3.0006,4.0,3.8392707640904935,"{10: 2, 19: 1, 26: 1, 9: 2, 21: 1, 4: 10, 2: 44, 12: 1, 5: 7, 6: 4, 11: 1, 3: 24, 7: 2}",-0.9475081543709567
141,barabasi_albert,100,5,2,0,2.999,4.0,3.8340579025361627,"{27: 1, 14: 4, 18: 1, 5: 12, 3: 25, 4: 8, 2: 44, 11: 2, 7: 2, 8: 1}",-0.9475081543709567
142,barabasi_albert,100,5,2,0,3.0574,4.0,3.5327043465311387,"{11: 2, 15: 2, 8: 1, 24: 1, 16: 1, 9: 4, 7: 2, 3: 24, 6: 5, 2: 45, 4: 7, 5: 6}",-0.9475081543709567
143,barabasi_albert,100,5,2,0,2.9166,4.0,4.120679555607303,"{22: 1, 27: 1, 26: 1, 8: 2, 10: 1, 6: 7, 7: 5, 2: 49, 5: 8, 3: 16, 4: 9}",-0.9475081543709567
144,barabasi_albert,100,5,2,0,2.8052,4.0,4.64327470649756,"{29: 1, 15: 1, 27: 1, 19: 1, 21: 1, 6: 1, 4: 13, 5: 5, 2: 51, 3: 20, 7: 2, 8: 1, 12: 1, 10: 1}",-0.9475081543709567
145,barabasi_albert,100,5,2,0,2.855,4.0,4.560701700396552,"{35: 1, 14: 2, 22: 1, 13: 1, 2: 52, 6: 3, 12: 1, 8: 2, 16: 1, 5: 8, 3: 21, 4: 6, 9: 1}",-0.9475081543709567
146,barabasi_albert,100,5,2,0,2.8744,4.0,4.298837052040936,"{26: 1, 19: 1, 11: 1, 12: 1, 30: 1, 6: 5, 7: 3, 5: 4, 3: 21, 4: 11, 9: 2, 10: 1, 2: 48}",-0.9475081543709567
147,barabasi_albert,100,5,2,0,2.9554,4.0,3.8961519477556315,"{16: 2, 19: 1, 11: 1, 15: 2, 3: 17, 24: 1, 2: 52, 7: 3, 6: 3, 4: 7, 5: 9, 9: 1, 8: 1}",-0.9475081543709567
148,barabasi_albert,100,5,2,0,2.9122,4.0,4.019950248448356,"{21: 1, 7: 4, 14: 1, 25: 1, 22: 1, 2: 55, 13: 1, 9: 2, 8: 2, 6: 6, 5: 6, 3: 13, 4: 7}",-0.9475081543709567
149,barabasi_albert,100,5,2,0,2.892,4.0,4.180908992073374,"{23: 1, 25: 1, 20: 1, 8: 1, 14: 1, 5: 6, 9: 2, 12: 2, 4: 6, 3: 32, 6: 1, 17: 1, 7: 1, 2: 44}",-0.9475081543709567
150,barabasi_albert,100,5,2,0,2.8764,4.0,4.347413023856832,"{15: 2, 31: 1, 20: 1, 21: 1, 12: 1, 3: 22, 6: 4, 7: 3, 2: 49, 8: 3, 4: 12, 5: 1}",-0.9475081543709567
151,barabasi_albert,100,5,2,0,3.0772,4.0,3.3136083051561784,"{13: 1, 19: 1, 9: 2, 14: 1, 11: 2, 3: 14, 15: 2, 5: 10, 8: 3, 4: 9, 6: 3, 7: 2, 2: 50}",-0.9475081543709567
152,barabasi_albert,100,5,2,0,2.8068,4.0,4.789572005931219,"{40: 1, 15: 1, 14: 2, 17: 2, 5: 8, 9: 1, 10: 1, 6: 3, 3: 17, 2: 54, 7: 1, 8: 1, 4: 8}",-0.9475081543709567
153,barabasi_albert,100,5,2,0,2.8688,4.0,4.147288270665544,"{16: 3, 29: 1, 9: 2, 21: 1, 5: 6, 4: 15, 6: 1, 11: 1, 7: 2, 3: 19, 10: 1, 2: 48}",-0.9475081543709567
154,barabasi_albert,100,5,2,0,2.9402,4.0,3.906404996924922,"{6: 1, 15: 2, 16: 1, 22: 1, 9: 1, 7: 4, 24: 1, 13: 1, 3: 23, 5: 7, 2: 47, 8: 1, 10: 1, 4: 9}",-0.9475081543709567
155,barabasi_albert,100,5,2,0,3.0074,4.0,3.5693136595149495,"{20: 1, 14: 1, 17: 3, 12: 2, 6: 7, 7: 2, 4: 15, 5: 7, 8: 1, 3: 10, 2: 51}",-0.9475081543709567
156,barabasi_albert,100,5,2,0,2.9744,4.0,3.8961519477556315,"{15: 2, 21: 1, 10: 1, 27: 1, 7: 5, 13: 1, 6: 5, 9: 1, 2: 53, 3: 14, 4: 6, 5: 9, 8: 1}",-0.9475081543709567
157,barabasi_albert,100,5,2,0,2.9562,4.0,3.7336309405188937,"{20: 1, 18: 1, 22: 1, 17: 1, 10: 2, 3: 22, 13: 1, 6: 2, 11: 1, 8: 1, 2: 44, 4: 14, 5: 7, 7: 2}",-0.9475081543709567
158,barabasi_albert,100,5,2,0,2.9406,4.0,3.8340579025361627,"{18: 2, 14: 1, 19: 1, 16: 1, 17: 1, 5: 5, 12: 1, 4: 8, 10: 2, 8: 2, 2: 51, 6: 2, 3: 21, 7: 1, 9: 1}",-0.9475081543709567
159,barabasi_albert,100,5,2,0,2.8906,4.0,4.1085277168348275,"{13: 1, 21: 1, 8: 1, 26: 1, 12: 1, 3: 24, 6: 7, 25: 1, 9: 1, 2: 45, 4: 9, 11: 1, 5: 7}",-0.9475081543709567
160,barabasi_albert,100,5,2,0,3.0402,4.0,3.646916505762094,"{7: 4, 20: 1, 15: 1, 19: 1, 22: 1, 10: 1, 6: 6, 4: 14, 9: 2, 11: 1, 2: 47, 5: 4, 3: 17}",-0.9475081543709567
161,barabasi_albert,100,5,2,0,3.0498,4.0,3.54400902933387,"{10: 3, 13: 1, 12: 3, 9: 2, 7: 3, 8: 2, 20: 1, 2: 48, 5: 7, 3: 22, 21: 1, 4: 7}",-0.9475081543709567
162,barabasi_albert,100,5,2,0,2.8116,4.0,4.696807426326951,"{23: 1, 20: 1, 16: 1, 9: 1, 35: 1, 10: 2, 4: 10, 3: 18, 15: 1, 6: 3, 2: 53, 5: 6, 7: 2}",-0.9475081543709567
163,barabasi_albert,100,5,2,0,2.8924,4.0,4.268489194082608,"{30: 1, 13: 1, 24: 1, 14: 1, 15: 1, 6: 3, 11: 1, 8: 2, 12: 1, 5: 8, 4: 8, 3: 17, 9: 2, 2: 53}",-0.9475081543709567
164,barabasi_albert,100,5,2,0,2.8668,4.0,4.374928570845472,"{19: 2, 20: 1, 28: 1, 22: 1, 5: 4, 9: 2, 6: 3, 7: 3, 3: 19, 4: 15, 2: 49}",-0.9475081543709567
165,barabasi_albert,100,5,2,0,3.0134,4.0,3.81051177665153,"{16: 3, 21: 1, 14: 2, 3: 19, 5: 11, 18: 1, 10: 1, 8: 2, 9: 1, 4: 6, 2: 51, 6: 2}",-0.9475081543709567
166,barabasi_albert,100,5,2,0,3.0308,4.0,3.6578682316343767,"{14: 1, 28: 1, 12: 2, 17: 1, 2: 45, 6: 6, 7: 2, 11: 1, 4: 12, 10: 1, 5: 7, 3: 19, 8: 2}",-0.9475081543709567
167,barabasi_albert,100,5,2,0,3.0192,4.0,3.6304269721342695,"{17: 1, 12: 1, 20: 1, 15: 2, 11: 2, 16: 1, 6: 2, 4: 8, 5: 6, 2: 50, 8: 2, 3: 20, 7: 2, 9: 1, 10: 1}",-0.9475081543709567
168,barabasi_albert,100,5,2,0,2.895,4.0,4.197618372363071,"{23: 1, 15: 1, 11: 1, 18: 1, 28: 1, 7: 2, 4: 11, 9: 2, 8: 2, 5: 4, 12: 1, 6: 4, 2: 57, 10: 1, 3: 11}",-0.9475081543709567
169,barabasi_albert,100,5,2,0,2.9712,4.0,3.872983346207417,"{23: 2, 11: 1, 15: 1, 18: 1, 2: 46, 7: 1, 6: 2, 4: 13, 3: 21, 13: 1, 9: 2, 8: 1, 10: 1, 5: 7}",-0.9475081543709567
170,barabasi_albert,100,5,2,0,2.8958,4.0,4.178516483155236,"{13: 1, 20: 1, 26: 1, 23: 1, 17: 1, 10: 2, 4: 10, 11: 1, 7: 3, 3: 15, 5: 8, 6: 3, 2: 53}",-0.9475081543709567
171,barabasi_albert,100,5,2,0,2.928,4.0,3.8858718455450894,"{20: 1, 6: 2, 11: 1, 12: 1, 24: 1, 17: 1, 3: 16, 13: 1, 15: 1, 2: 53, 4: 10, 9: 2, 10: 1, 7: 3, 8: 1, 5: 5}",-0.9475081543709567
172,barabasi_albert,100,5,2,0,2.8036,4.0,4.703190406521939,"{16: 1, 7: 3, 26: 1, 32: 1, 24: 1, 2: 49, 8: 1, 12: 1, 3: 25, 4: 8, 6: 5, 11: 1, 5: 3}",-0.9475081543709567
173,barabasi_albert,100,5,2,0,2.956,4.0,4.009987531152684,"{23: 2, 7: 3, 18: 2, 16: 1, 9: 1, 3: 21, 10: 2, 5: 5, 4: 13, 2: 47, 6: 3}",-0.9475081543709567
174,barabasi_albert,100,5,2,0,2.9192,4.0,4.161730409336962,"{29: 1, 7: 2, 13: 2, 27: 1, 6: 4, 5: 3, 8: 2, 2: 43, 3: 29, 4: 9, 11: 1, 10: 2, 9: 1}",-0.9475081543709567
175,barabasi_albert,100,5,2,0,2.8712,4.0,4.347413023856832,"{24: 1, 19: 1, 31: 1, 15: 1, 10: 1, 11: 1, 3: 14, 7: 5, 8: 2, 2: 54, 6: 5, 4: 11, 5: 3}",-0.9475081543709567
176,barabasi_albert,100,5,2,0,2.8788,4.0,4.049691346263317,"{21: 2, 20: 1, 14: 1, 19: 1, 15: 1, 12: 1, 4: 10, 8: 3, 5: 5, 6: 5, 3: 19, 2: 51}",-0.9475081543709567
177,barabasi_albert,100,5,2,0,2.8968,4.0,4.03732584763727,"{29: 1, 10: 3, 20: 1, 4: 12, 15: 1, 8: 2, 14: 1, 5: 4, 3: 16, 6: 3, 7: 2, 13: 1, 11: 1, 2: 52}",-0.9475081543709567
178,barabasi_albert,100,5,2,0,2.9062,4.0,4.1085277168348275,"{14: 1, 18: 2, 23: 1, 25: 1, 9: 1, 11: 1, 6: 2, 5: 7, 10: 1, 3: 23, 4: 7, 8: 2, 2: 49, 7: 2}",-0.9475081543709567
179,barabasi_albert,100,5,2,0,3.0128,4.0,3.5777087639996634,"{25: 1, 10: 2, 9: 2, 16: 1, 17: 1, 12: 2, 3: 19, 4: 14, 5: 4, 7: 5, 2: 46, 8: 1, 6: 2}",-0.9475081543709567
180,barabasi_albert,100,5,2,0,3.0078,4.0,3.5242020373412193,"{16: 1, 17: 3, 18: 1, 9: 1, 10: 2, 6: 5, 2: 49, 8: 3, 5: 8, 3: 17, 4: 9, 7: 1}",-0.9475081543709567
181,barabasi_albert,100,5,2,0,2.8854,4.0,4.28485705712571,"{14: 1, 32: 1, 8: 1, 22: 1, 16: 2, 5: 8, 10: 2, 7: 3, 2: 46, 3: 25, 4: 8, 6: 2}",-0.9475081543709567
182,barabasi_albert,100,5,2,0,2.8934,4.0,4.219004621945797,"{28: 1, 17: 1, 22: 1, 11: 1, 18: 1, 6: 6, 8: 1, 9: 1, 7: 3, 5: 4, 16: 1, 2: 52, 4: 9, 3: 18}",-0.9475081543709567
183,barabasi_albert,100,5,2,0,2.9392,4.0,4.076763422127902,"{21: 1, 29: 1, 10: 1, 17: 1, 14: 1, 7: 2, 11: 3, 3: 22, 6: 6, 9: 1, 4: 4, 5: 7, 2: 50}",-0.9475081543709567
184,barabasi_albert,100,5,2,0,3.0788,4.0,3.461213659975356,"{15: 2, 20: 2, 9: 3, 7: 5, 3: 25, 4: 6, 6: 4, 5: 7, 12: 1, 10: 1, 2: 44}",-0.9475081543709567
185,barabasi_albert,100,5,2,0,2.873,4.0,4.211887937730538,"{20: 1, 26: 1, 10: 1, 25: 1, 8: 2, 14: 1, 11: 1, 12: 1, 9: 2, 6: 3, 7: 3, 2: 48, 3: 29, 5: 2, 4: 4}",-0.9475081543709567
186,barabasi_albert,100,5,2,0,2.8146,4.0,4.487761134463375,"{24: 1, 10: 1, 20: 1, 19: 1, 29: 1, 13: 1, 3: 25, 2: 52, 6: 2, 5: 3, 11: 1, 8: 4, 4: 5, 9: 1, 7: 1}",-0.9475081543709567
187,barabasi_albert,100,5,2,0,2.8836,4.0,4.324349662087931,"{20: 3, 29: 1, 10: 1, 6: 5, 2: 51, 8: 1, 3: 19, 12: 1, 5: 3, 4: 12, 7: 1, 13: 1, 9: 1}",-0.9475081543709567
188,barabasi_albert,100,5,2,0,2.9438,4.0,3.939543120718442,"{23: 1, 15: 1, 14: 1, 27: 1, 11: 2, 3: 25, 4: 5, 7: 4, 6: 6, 2: 47, 9: 2, 8: 1, 5: 4}",-0.9475081543709567
189,barabasi_albert,100,5,2,0,2.8602,4.0,4.214261501141095,"{12: 1, 19: 1, 25: 2, 8: 1, 3: 21, 13: 2, 10: 1, 4: 9, 2: 51, 5: 7, 14: 1, 9: 2, 7: 1}",-0.9475081543709567
190,barabasi_albert,100,5,2,0,2.8274,4.0,4.521061822182927,"{21: 1, 33: 1, 25: 1, 13: 1, 11: 1, 7: 4, 5: 7, 2: 50, 8: 1, 4: 11, 10: 1, 3: 19, 9: 1, 6: 1}",-0.9475081543709567
191,barabasi_albert,100,5,2,0,3.0146,4.0,3.6633318168028404,"{15: 1, 21: 1, 14: 1, 13: 3, 20: 1, 2: 49, 7: 2, 5: 8, 4: 10, 3: 18, 8: 2, 11: 1, 6: 3}",-0.9475081543709567
192,barabasi_albert,100,5,2,0,2.8702,4.0,4.1303752856126765,"{14: 1, 17: 1, 21: 1, 28: 1, 15: 2, 4: 11, 8: 2, 11: 1, 5: 5, 3: 22, 6: 3, 7: 2, 2: 48}",-0.9475081543709567
193,barabasi_albert,100,5,2,0,2.8568,4.0,4.310452412450461,"{19: 2, 14: 2, 25: 1, 22: 1, 4: 4, 15: 1, 9: 2, 3: 28, 6: 4, 5: 3, 8: 1, 7: 1, 2: 50}",-0.9475081543709567
194,barabasi_albert,100,5,2,0,2.885,4.0,4.2731721238443,"{29: 1, 19: 1, 17: 2, 18: 1, 9: 2, 10: 2, 5: 5, 2: 53, 12: 1, 6: 1, 4: 12, 7: 2, 3: 17}",-0.9475081543709567
195,barabasi_albert,100,5,2,0,2.8958,4.0,4.166533331199932,"{19: 1, 10: 1, 11: 2, 24: 1, 28: 1, 7: 2, 5: 9, 6: 2, 12: 1, 3: 17, 9: 1, 8: 3, 4: 6, 2: 53}",-0.9475081543709567
196,barabasi_albert,100,5,2,0,2.7522,4.0,5.037856687123999,"{28: 1, 6: 5, 17: 1, 14: 2, 39: 1, 7: 2, 11: 1, 2: 53, 3: 23, 9: 1, 4: 4, 5: 5, 8: 1}",-0.9475081543709567
197,barabasi_albert,100,5,2,0,2.9412,4.0,3.7868192457522976,"{20: 1, 15: 1, 14: 2, 18: 1, 5: 6, 6: 3, 8: 3, 3: 13, 4: 16, 21: 1, 2: 51, 12: 1, 9: 1}",-0.9475081543709567
198,barabasi_albert,100,5,2,0,2.8786,4.0,4.39317652729776,"{14: 2, 26: 1, 27: 1, 18: 2, 10: 2, 3: 21, 5: 8, 4: 10, 2: 50, 8: 1, 6: 2}",-0.9475081543709567
199,barabasi_albert,100,5,2,0,2.897,4.0,4.317406628984581,"{25: 1, 15: 1, 20: 1, 8: 3, 29: 1, 10: 1, 13: 1, 6: 5, 5: 5, 4: 14, 2: 52, 3: 14, 7: 1}",-0.9475081543709567
200,barabasi_albert,100,5,2,0,2.8252,4.0,4.61519230368573,"{24: 1, 23: 1, 32: 1, 14: 1, 10: 2, 7: 1, 4: 13, 2: 50, 5: 4, 9: 2, 15: 1, 3: 21, 6: 2}",-0.9475081543709567
201,barabasi_albert,100,5,2,0,2.8264,4.0,4.420407221060069,"{13: 2, 24: 2, 30: 1, 10: 1, 3: 28, 7: 2, 6: 4, 8: 2, 2: 45, 5: 6, 4: 7}",-0.9475081543709567
202,barabasi_albert,100,5,2,0,2.8648,4.0,4.365775990588615,"{24: 1, 10: 3, 13: 1, 35: 1, 14: 1, 4: 15, 3: 16, 5: 6, 7: 2, 6: 6, 2: 48}",-0.9475081543709567
203,barabasi_albert,100,5,2,0,2.8968,4.0,4.207136793592526,"{10: 2, 24: 1, 23: 1, 13: 1, 19: 1, 18: 1, 4: 7, 9: 3, 2: 58, 12: 1, 7: 2, 5: 3, 3: 15, 8: 1, 6: 3}",-0.9475081543709567
204,barabasi_albert,100,5,2,0,3.0,4.0,3.591656999213594,"{17: 1, 15: 1, 20: 2, 7: 5, 13: 1, 10: 2, 6: 8, 3: 15, 2: 52, 8: 2, 4: 8, 5: 3}",-0.9475081543709567
205,barabasi_albert,100,5,2,0,3.0504,4.0,3.627671429443411,"{25: 1, 13: 2, 9: 2, 20: 1, 11: 1, 8: 2, 5: 9, 7: 2, 10: 2, 6: 4, 3: 19, 2: 48, 4: 7}",-0.9475081543709567
206,barabasi_albert,100,5,2,0,2.991,4.0,3.794733192202055,"{13: 1, 7: 2, 26: 1, 20: 1, 19: 1, 5: 9, 4: 14, 8: 1, 10: 1, 11: 2, 3: 17, 6: 4, 2: 46}",-0.9475081543709567
207,barabasi_albert,100,5,2,0,2.8636,4.0,4.303486958270002,"{21: 1, 24: 1, 25: 1, 14: 1, 20: 1, 7: 3, 12: 1, 6: 4, 4: 11, 2: 51, 8: 2, 3: 19, 5: 4}",-0.9475081543709567
208,barabasi_albert,100,5,2,0,3.1308,4.0,3.127299154222378,"{11: 1, 10: 4, 16: 1, 18: 1, 7: 3, 12: 1, 8: 3, 9: 3, 5: 9, 4: 8, 2: 50, 3: 14, 6: 2}",-0.9475081543709567
209,barabasi_albert,100,5,2,0,2.9658,4.0,3.924283374069717,"{23: 1, 7: 3, 17: 1, 12: 2, 18: 1, 15: 2, 4: 14, 8: 1, 9: 1, 2: 51, 3: 18, 16: 1, 6: 2, 5: 2}",-0.9475081543709567
210,barabasi_albert,100,5,2,0,2.9704,4.0,3.6027767069303644,"{14: 3, 21: 1, 18: 1, 15: 1, 8: 2, 3: 20, 7: 4, 10: 2, 4: 8, 6: 1, 9: 1, 5: 7, 2: 49}",-0.9475081543709567
211,barabasi_albert,100,5,2,0,2.8868,4.0,4.33589667773576,"{15: 1, 9: 1, 30: 1, 27: 1, 10: 1, 3: 19, 13: 2, 7: 5, 5: 3, 8: 3, 2: 52, 4: 9, 6: 2}",-0.9475081543709567
212,barabasi_albert,100,5,2,0,2.9984,4.0,3.872983346207417,"{11: 2, 24: 1, 13: 1, 12: 1, 28: 1, 5: 5, 7: 3, 8: 2, 9: 1, 3: 20, 4: 20, 2: 42, 6: 1}",-0.9475081543709567
213,barabasi_albert,100,5,2,0,2.9754,4.0,3.9522145690739006,"{12: 1, 17: 1, 22: 1, 14: 1, 26: 1, 13: 1, 2: 47, 6: 5, 10: 1, 5: 7, 11: 1, 3: 22, 4: 9, 7: 2}",-0.9475081543709567
214,barabasi_albert,100,5,2,0,2.873,4.0,4.317406628984581,"{10: 1, 29: 1, 21: 1, 25: 1, 16: 1, 3: 24, 2: 47, 4: 7, 6: 7, 7: 2, 5: 6, 11: 1, 8: 1}",-0.9475081543709567
215,barabasi_albert,100,5,2,0,2.883,4.0,4.349712634186309,"{22: 1, 25: 1, 9: 3, 8: 2, 29: 1, 4: 11, 14: 1, 3: 19, 6: 3, 5: 6, 2: 50, 11: 1, 7: 1}",-0.9475081543709567
216,barabasi_albert,100,5,2,0,3.0768,4.0,3.4698703145794942,"{20: 1, 17: 1, 14: 1, 19: 1, 15: 1, 6: 6, 11: 1, 5: 7, 8: 2, 2: 43, 7: 3, 3: 22, 4: 11}",-0.9475081543709567
217,barabasi_albert,100,5,2,0,2.8468,4.0,4.538722287164087,"{29: 1, 16: 1, 26: 1, 23: 1, 15: 1, 3: 20, 11: 1, 6: 4, 8: 1, 7: 2, 5: 6, 2: 50, 4: 11}",-0.9475081543709567
218,barabasi_albert,100,5,2,0,2.9588,4.0,3.867815921162743,"{25: 1, 9: 2, 13: 2, 18: 1, 7: 6, 8: 1, 19: 1, 5: 2, 15: 1, 3: 21, 4: 10, 6: 3, 2: 49}",-0.9475081543709567
219,barabasi_albert,100,5,2,0,2.9642,4.0,3.8314488121336034,"{14: 1, 16: 2, 17: 1, 22: 1, 15: 2, 5: 8, 13: 1, 7: 1, 8: 2, 4: 10, 3: 23, 2: 47, 6: 1}",-0.9475081543709567
220,barabasi_albert,100,5,2,0,2.8414,4.0,4.418144406874904,"{14: 1, 32: 1, 15: 1, 22: 1, 18: 1, 5: 4, 3: 19, 4: 14, 13: 1, 7: 1, 11: 2, 2: 50, 6: 4}",-0.9475081543709567
221,barabasi_albert,100,5,2,0,2.8326,4.0,4.671188285650665,"{31: 1, 13: 2, 15: 1, 30: 1, 19: 1, 7: 2, 2: 49, 6: 4, 4: 15, 3: 20, 5: 3, 8: 1}",-0.9475081543709567
