graph_id,model,n_nodes,m0,m,w,average_degree_of_separation,mean_degree_of_connection,standard_deviation_of_degrees_of_connection,degree_distribution,pearson_correlation_mean_separation_vs_degree_stdev
38,barabasi_albert,100,5,2,0,2.9368,4.0,3.9293765408777,"{24: 1, 22: 1, 15: 1, 9: 2, 21: 1, 7: 2, 3: 17, 5: 4, 11: 1, 2: 49, 6: 6, 10: 1, 4: 13, 8: 1}",-0.9475081543709567
39,barabasi_albert,100,5,2,0,2.9438,4.0,4.044749683231337,"{8: 5, 28: 1, 21: 1, 18: 1, 14: 1, 13: 2, 5: 8, 7: 1, 2: 45, 3: 28, 6: 2, 4: 5}",-0.9475081543709567
40,barabasi_albert,100,5,2,0,2.9242,4.0,4.125530268947253,"{12: 2, 10: 3, 30: 1, 18: 2, 9: 1, 4: 13, 13: 1, 6: 2, 5: 4, 11: 1, 7: 1, 3: 18, 2: 51}",-0.9475081543709567
41,barabasi_albert,100,5,2,0,2.927,4.0,4.042276586281547,"{19: 2, 15: 2, 18: 1, 24: 1, 2: 52, 6: 3, 8: 2, 5: 7, 3: 19, 7: 2, 4: 7, 9: 2}",-0.9475081543709567
42,barabasi_albert,100,5,2,0,2.8782,4.0,4.277849927241488,"{22: 1, 14: 1, 19: 1, 28: 1, 15: 1, 7: 5, 10: 1, 4: 6, 8: 4, 5: 3, 2: 58, 13: 1, 6: 2, 3: 15}",-0.9475081543709567
43,barabasi_albert,100,5,2,0,3.0042,4.0,3.6606010435446255,"{15: 1, 18: 2, 14: 1, 20: 1, 6: 3, 10: 2, 4: 11, 5: 7, 3: 17, 9: 2, 13: 1, 2: 50, 8: 2}",-0.9475081543709567
44,barabasi_albert,100,5,2,0,2.9852,4.0,3.730951621235526,"{15: 2, 16: 2, 26: 1, 12: 1, 7: 2, 6: 8, 5: 5, 4: 11, 3: 19, 10: 1, 2: 47, 8: 1}",-0.9475081543709567
45,barabasi_albert,100,5,2,0,2.8,4.0,4.547526800360829,"{26: 1, 11: 2, 5: 5, 31: 1, 17: 1, 21: 1, 4: 11, 6: 8, 2: 54, 3: 14, 8: 2}",-0.9475081543709567
46,barabasi_albert,100,5,2,0,2.9484,4.0,3.7841775856849003,"{10: 2, 13: 1, 15: 1, 24: 1, 18: 2, 5: 6, 12: 1, 3: 22, 7: 1, 6: 1, 2: 47, 9: 1, 8: 3, 4: 11}",-0.9475081543709567
47,barabasi_albert,100,5,2,0,2.752,4.0,4.864154602806124,"{18: 2, 16: 1, 21: 1, 37: 1, 5: 5, 12: 1, 4: 10, 10: 1, 11: 2, 3: 20, 2: 54, 7: 1, 6: 1}",-0.9475081543709567
48,barabasi_albert,100,5,2,0,2.9078,4.0,4.164132562731402,"{24: 2, 21: 1, 5: 10, 15: 1, 8: 2, 9: 2, 7: 1, 14: 1, 2: 53, 13: 1, 6: 3, 3: 18, 4: 5}",-0.9475081543709567
49,barabasi_albert,100,5,2,0,2.8966,4.0,4.317406628984581,"{25: 1, 21: 1, 27: 1, 12: 2, 17: 1, 8: 2, 5: 6, 4: 9, 7: 1, 3: 25, 6: 3, 10: 1, 2: 47}",-0.9475081543709567
50,barabasi_albert,100,5,2,0,3.0486,4.0,3.6221540552549665,"{13: 1, 10: 5, 12: 2, 14: 1, 27: 1, 4: 13, 6: 2, 9: 2, 5: 6, 2: 49, 7: 2, 3: 16}",-0.9475081543709567
51,barabasi_albert,100,5,2,0,2.8736,4.0,4.202380277890139,"{22: 1, 15: 2, 20: 1, 25: 1, 17: 1, 3: 20, 2: 51, 6: 5, 5: 7, 4: 8, 9: 1, 11: 1, 7: 1}",-0.9475081543709567
52,barabasi_albert,100,5,2,0,2.9654,4.0,3.8496753109840314,"{17: 1, 12: 1, 19: 1, 20: 1, 14: 1, 9: 2, 4: 10, 15: 1, 2: 55, 7: 2, 18: 1, 8: 2, 3: 13, 6: 3, 5: 6}",-0.9475081543709567
53,barabasi_albert,100,5,2,0,2.8624,4.0,4.534313619501853,"{24: 1, 12: 2, 33: 1, 17: 1, 16: 1, 4: 7, 5: 5, 7: 4, 2: 54, 3: 19, 11: 1, 8: 1, 9: 1, 6: 2}",-0.9475081543709567
54,barabasi_albert,100,5,2,0,2.88,4.0,4.219004621945797,"{13: 1, 23: 1, 26: 1, 14: 1, 22: 1, 9: 2, 2: 50, 4: 13, 3: 18, 15: 1, 5: 6, 7: 3, 6: 2}",-0.9475081543709567
55,barabasi_albert,100,5,2,0,2.9886,4.0,3.8392707640904935,"{20: 1, 22: 1, 16: 2, 12: 1, 10: 1, 2: 48, 11: 1, 4: 7, 15: 1, 13: 1, 8: 1, 5: 8, 6: 4, 3: 23}",-0.9475081543709567
56,barabasi_albert,100,5,2,0,2.869,4.0,4.18568990729127,"{25: 2, 13: 1, 19: 1, 14: 2, 4: 11, 6: 5, 3: 19, 11: 1, 8: 2, 10: 1, 2: 51, 5: 4}",-0.9475081543709567
57,barabasi_albert,100,5,2,0,2.9012,4.0,4.171330722922842,"{18: 1, 22: 2, 21: 1, 19: 1, 4: 8, 8: 1, 6: 3, 5: 5, 3: 21, 2: 51, 9: 1, 7: 3, 10: 2}",-0.9475081543709567
58,barabasi_albert,100,5,2,0,2.9246,4.0,4.057092555020159,"{15: 1, 21: 1, 14: 2, 28: 1, 9: 2, 13: 1, 8: 4, 10: 1, 4: 11, 2: 49, 6: 2, 3: 22, 5: 3}",-0.9475081543709567
59,barabasi_albert,100,5,2,0,2.8414,4.0,4.649731175025068,"{31: 1, 25: 2, 19: 1, 8: 2, 5: 5, 4: 11, 2: 45, 6: 3, 3: 27, 7: 1, 9: 1, 10: 1}",-0.9475081543709567
60,barabasi_albert,100,5,2,0,2.982,4.0,3.954743986657038,"{15: 2, 22: 1, 10: 2, 26: 1, 6: 6, 7: 3, 13: 1, 2: 52, 5: 5, 12: 1, 3: 17, 4: 8, 8: 1}",-0.9475081543709567
61,barabasi_albert,100,5,2,0,2.8366,4.0,4.54972526643093,"{31: 1, 19: 1, 16: 1, 21: 1, 7: 1, 11: 1, 6: 1, 4: 10, 2: 56, 17: 1, 3: 17, 9: 1, 12: 1, 5: 5, 13: 1, 10: 1}",-0.9475081543709567
62,barabasi_albert,100,5,2,0,2.9846,4.0,3.9370039370059056,"{19: 1, 20: 1, 27: 1, 12: 1, 16: 1, 5: 7, 11: 1, 8: 3, 4: 14, 6: 4, 3: 19, 7: 1, 2: 46}",-0.9475081543709567
63,barabasi_albert,100,5,2,0,2.8086,4.0,4.728636167014756,"{16: 1, 12: 1, 37: 1, 9: 2, 27: 1, 4: 11, 2: 52, 5: 5, 3: 17, 6: 5, 8: 1, 7: 1, 10: 1, 11: 1}",-0.9475081543709567
64,barabasi_albert,100,5,2,0,2.792,4.0,4.57602447545902,"{19: 1, 36: 1, 17: 1, 21: 1, 13: 1, 9: 2, 6: 2, 5: 10, 3: 21, 7: 1, 8: 1, 4: 10, 2: 48}",-0.9475081543709567
65,barabasi_albert,100,5,2,0,2.909,4.0,4.2895221179054435,"{22: 1, 20: 1, 14: 1, 27: 1, 18: 1, 2: 53, 9: 1, 11: 1, 8: 3, 3: 19, 4: 8, 6: 3, 5: 6, 12: 1}",-0.9475081543709567
66,barabasi_albert,100,5,2,0,2.9324,4.0,4.183300132670378,"{30: 1, 5: 5, 20: 1, 16: 1, 18: 1, 12: 1, 13: 1, 6: 3, 8: 2, 2: 48, 10: 1, 4: 11, 3: 22, 7: 1, 9: 1}",-0.9475081543709567
67,barabasi_albert,100,5,2,0,2.8922,4.0,4.084115571332427,"{20: 1, 26: 1, 18: 2, 10: 2, 15: 1, 12: 1, 2: 49, 6: 4, 5: 4, 4: 10, 3: 22, 8: 2, 7: 1}",-0.9475081543709567
68,barabasi_albert,100,5,2,0,2.8896,4.0,4.3335897360040905,"{9: 2, 17: 1, 29: 1, 13: 1, 26: 1, 10: 2, 3: 15, 16: 1, 5: 10, 6: 4, 4: 9, 2: 53}",-0.9475081543709567
69,barabasi_albert,100,5,2,0,3.0398,4.0,3.588871688985272,"{20: 1, 7: 5, 19: 1, 12: 3, 21: 1, 2: 46, 5: 5, 8: 1, 6: 5, 4: 11, 10: 1, 3: 20}",-0.9475081543709567
70,barabasi_albert,100,5,2,0,2.9578,4.0,3.698648401781386,"{21: 1, 12: 2, 16: 1, 13: 2, 17: 2, 3: 21, 5: 5, 8: 1, 7: 4, 9: 1, 2: 49, 4: 9, 6: 2}",-0.9475081543709567
71,barabasi_albert,100,5,2,0,2.9678,4.0,3.8652296180175374,"{22: 1, 18: 1, 19: 1, 15: 1, 10: 2, 17: 1, 7: 1, 5: 6, 2: 48, 11: 1, 13: 1, 4: 10, 8: 1, 3: 22, 6: 3}",-0.9475081543709567
72,barabasi_albert,100,5,2,0,2.9816,4.0,3.9293765408777,"{21: 2, 20: 1, 14: 2, 4: 8, 16: 1, 2: 46, 10: 2, 5: 2, 6: 3, 8: 1, 3: 28, 9: 1, 7: 3}",-0.9475081543709567
73,barabasi_albert,100,5,2,0,2.905,4.0,4.1400483088968905,"{21: 1, 13: 2, 22: 1, 26: 1, 5: 9, 15: 1, 3: 12, 2: 52, 6: 4, 4: 15, 9: 1, 12: 1}",-0.9475081543709567
74,barabasi_albert,100,5,2,0,2.9922,4.0,3.924283374069717,"{10: 2, 26: 1, 24: 1, 18: 1, 9: 1, 3: 16, 5: 4, 6: 7, 7: 2, 2: 50, 4: 11, 11: 1, 8: 3}",-0.9475081543709567
75,barabasi_albert,100,5,2,0,2.9606,4.0,4.007492981902775,"{13: 2, 24: 1, 21: 2, 11: 3, 2: 51, 3: 19, 5: 8, 10: 2, 4: 8, 6: 4}",-0.9475081543709567
76,barabasi_albert,100,5,2,0,2.8136,4.0,4.514421336118285,"{32: 1, 17: 3, 23: 1, 6: 1, 4: 14, 5: 9, 8: 1, 2: 52, 3: 15, 14: 1, 7: 1, 9: 1}",-0.9475081543709567
77,barabasi_albert,100,5,2,0,2.9202,4.0,3.9268307832143723,"{19: 1, 20: 2, 16: 1, 13: 1, 17: 1, 8: 5, 4: 9, 5: 3, 9: 3, 3: 16, 2: 55, 6: 2, 7: 1}",-0.9475081543709567
78,barabasi_albert,100,5,2,0,2.8864,4.0,4.1303752856126765,"{14: 1, 12: 1, 25: 1, 19: 1, 17: 1, 24: 1, 8: 3, 2: 50, 5: 6, 6: 4, 7: 2, 4: 10, 3: 19}",-0.9475081543709567
79,barabasi_albert,100,5,2,0,2.7746,4.0,4.730750469005948,"{27: 1, 12: 1, 28: 1, 18: 1, 25: 1, 9: 1, 5: 8, 16: 1, 4: 7, 6: 3, 3: 23, 2: 51, 8: 1}",-0.9475081543709567
80,barabasi_albert,100,5,2,0,2.7588,4.0,4.69041575982343,"{15: 1, 25: 1, 21: 1, 31: 1, 11: 1, 4: 11, 17: 1, 16: 1, 2: 49, 3: 25, 5: 4, 6: 2, 8: 1, 7: 1}",-0.9475081543709567
81,barabasi_albert,100,5,2,0,2.9404,4.0,4.057092555020159,"{13: 1, 14: 1, 10: 2, 16: 2, 31: 1, 4: 7, 3: 23, 5: 5, 8: 2, 9: 2, 7: 1, 6: 3, 2: 49, 11: 1}",-0.9475081543709567
82,barabasi_albert,100,5,2,0,2.9864,4.0,3.7549966711037173,"{13: 1, 6: 3, 24: 1, 8: 2, 26: 1, 7: 3, 5: 7, 9: 5, 3: 18, 2: 47, 4: 11, 10: 1}",-0.9475081543709567
83,barabasi_albert,100,5,2,0,2.9612,4.0,3.9089640571384128,"{11: 2, 8: 3, 29: 1, 17: 2, 4: 11, 13: 1, 10: 1, 5: 3, 7: 2, 6: 3, 3: 25, 2: 45, 12: 1}",-0.9475081543709567
84,barabasi_albert,100,5,2,0,2.9532,4.0,3.749666651850535,"{12: 4, 25: 1, 14: 1, 21: 1, 8: 2, 9: 2, 4: 12, 7: 1, 6: 6, 2: 45, 3: 24, 5: 1}",-0.9475081543709567
85,barabasi_albert,100,5,2,0,3.093,4.0,3.352610922848042,"{19: 2, 13: 1, 11: 3, 15: 1, 8: 3, 6: 7, 9: 1, 4: 7, 7: 1, 5: 8, 3: 19, 2: 47}",-0.9475081543709567
86,barabasi_albert,100,5,2,0,3.0102,4.0,3.823610858861032,"{18: 1, 28: 1, 14: 2, 13: 1, 6: 6, 2: 53, 7: 1, 11: 2, 5: 13, 8: 1, 4: 6, 9: 1, 3: 12}",-0.9475081543709567
87,barabasi_albert,100,5,2,0,2.9416,4.0,3.878143885933063,"{21: 1, 17: 3, 9: 1, 22: 1, 7: 2, 8: 2, 6: 2, 5: 6, 3: 22, 4: 11, 10: 1, 2: 47, 11: 1}",-0.9475081543709567
88,barabasi_albert,100,5,2,0,2.9108,4.0,4.096339829652808,"{27: 1, 11: 1, 14: 1, 16: 2, 23: 1, 4: 11, 10: 1, 5: 4, 6: 3, 7: 4, 2: 51, 3: 18, 8: 1, 9: 1}",-0.9475081543709567
89,barabasi_albert,100,5,2,0,2.8474,4.0,4.266145801540309,"{19: 1, 12: 3, 31: 1, 20: 1, 10: 2, 6: 4, 3: 18, 8: 2, 2: 54, 5: 6, 4: 6, 11: 1, 7: 1}",-0.9475081543709567
90,barabasi_albert,100,5,2,0,2.9606,4.0,3.919183588453085,"{25: 1, 23: 1, 12: 2, 13: 3, 14: 1, 6: 4, 5: 6, 4: 11, 9: 1, 3: 23, 2: 46, 7: 1}",-0.9475081543709567
91,barabasi_albert,100,5,2,0,2.8048,4.0,4.538722287164087,"{24: 2, 13: 1, 16: 1, 29: 1, 8: 2, 12: 1, 4: 6, 2: 54, 3: 20, 6: 5, 5: 4, 7: 2, 10: 1}",-0.9475081543709567
92,barabasi_albert,100,5,2,0,3.031,4.0,3.3674916480965473,"{13: 2, 15: 2, 14: 2, 10: 3, 5: 5, 2: 51, 4: 8, 8: 1, 12: 1, 6: 4, 11: 1, 9: 2, 3: 18}",-0.9475081543709567
93,barabasi_albert,100,5,2,0,2.902,4.0,4.27551166528639,"{13: 1, 5: 6, 32: 1, 24: 1, 17: 1, 9: 2, 12: 1, 4: 11, 3: 18, 6: 7, 8: 2, 2: 49}",-0.9475081543709567
94,barabasi_albert,100,5,2,0,2.8204,4.0,4.4136152981427825,"{17: 1, 24: 1, 29: 1, 12: 1, 20: 1, 7: 4, 8: 1, 13: 1, 3: 17, 5: 6, 6: 2, 4: 7, 2: 55, 9: 2}",-0.9475081543709567
95,barabasi_albert,100,5,2,0,2.9786,4.0,3.8314488121336034,"{19: 2, 15: 1, 7: 3, 23: 1, 6: 6, 12: 1, 5: 4, 11: 1, 4: 11, 10: 1, 3: 14, 9: 1, 13: 1, 2: 53}",-0.9475081543709567
96,barabasi_albert,100,5,2,0,3.0598,4.0,3.438022687534217,"{20: 1, 14: 3, 16: 1, 5: 9, 11: 1, 9: 3, 3: 14, 2: 50, 6: 1, 7: 2, 4: 12, 13: 1, 8: 2}",-0.9475081543709567
97,barabasi_albert,100,5,2,0,3.072,4.0,3.63318042491699,"{19: 1, 24: 1, 15: 1, 16: 1, 11: 2, 8: 2, 9: 2, 5: 5, 4: 9, 6: 6, 3: 23, 2: 45, 7: 2}",-0.9475081543709567
98,barabasi_albert,100,5,2,0,2.943,4.0,3.8366652186501757,"{17: 2, 11: 1, 19: 1, 23: 1, 10: 1, 6: 5, 5: 4, 16: 1, 4: 11, 8: 2, 9: 2, 3: 21, 2: 48}",-0.9475081543709567
99,barabasi_albert,100,5,2,0,2.899,4.0,4.24735211631906,"{17: 2, 23: 1, 9: 2, 29: 1, 2: 53, 5: 9, 3: 18, 12: 1, 4: 6, 6: 2, 8: 1, 11: 1, 10: 1, 7: 2}",-0.9475081543709567
100,barabasi_albert,100,5,2,0,3.0108,4.0,3.5468295701936396,"{19: 2, 6: 7, 18: 2, 5: 6, 9: 2, 4: 10, 3: 21, 2: 45, 7: 2, 13: 1, 8: 2}",-0.9475081543709567
101,barabasi_albert,100,5,2,0,2.9262,4.0,4.066939881532551,"{21: 1, 25: 1, 17: 1, 12: 1, 24: 1, 2: 47, 4: 13, 5: 9, 7: 4, 8: 2, 6: 2, 3: 18}",-0.9475081543709567
102,barabasi_albert,100,5,2,0,2.864,4.0,4.235563716909474,"{22: 1, 18: 3, 14: 1, 20: 1, 11: 1, 3: 22, 7: 1, 17: 1, 8: 1, 2: 52, 4: 11, 9: 2, 5: 3}",-0.9475081543709567
103,barabasi_albert,100,5,2,0,2.8986,4.0,4.365775990588615,"{31: 1, 23: 1, 13: 2, 8: 1, 21: 1, 5: 8, 12: 1, 6: 4, 4: 10, 10: 1, 2: 49, 7: 1, 3: 20}",-0.9475081543709567
104,barabasi_albert,100,5,2,0,2.9188,4.0,4.059556626036888,"{23: 1, 29: 1, 13: 2, 8: 2, 14: 1, 10: 1, 7: 6, 4: 9, 6: 5, 9: 1, 2: 54, 3: 14, 5: 3}",-0.9475081543709567
105,barabasi_albert,100,5,2,0,3.0798,4.0,3.3823069050575527,"{8: 5, 14: 2, 21: 1, 19: 1, 10: 2, 5: 5, 6: 6, 4: 15, 11: 1, 2: 46, 3: 16}",-0.9475081543709567
106,barabasi_albert,100,5,2,0,2.8092,4.0,4.57602447545902,"{18: 1, 21: 1, 34: 1, 17: 1, 15: 1, 14: 1, 7: 2, 8: 3, 2: 54, 5: 7, 6: 3, 4: 7, 3: 18}",-0.9475081543709567
107,barabasi_albert,100,5,2,0,2.964,4.0,3.9597979746446663,"{7: 7, 20: 1, 15: 1, 29: 1, 17: 1, 9: 1, 6: 3, 8: 2, 3: 23, 11: 1, 4: 7, 2: 47, 5: 5}",-0.9475081543709567
108,barabasi_albert,100,5,2,0,2.9182,4.0,4.012480529547776,"{14: 1, 22: 1, 11: 1, 26: 1, 16: 1, 10: 1, 17: 1, 6: 5, 8: 2, 3: 20, 4: 8, 7: 3, 2: 50, 5: 5}",-0.9475081543709567
109,barabasi_albert,100,5,2,0,2.9362,4.0,3.7841775856849003,"{17: 1, 27: 1, 13: 2, 15: 1, 14: 1, 6: 6, 3: 14, 5: 7, 9: 1, 4: 11, 8: 2, 10: 1, 2: 51, 7: 1}",-0.9475081543709567
110,barabasi_albert,100,5,2,0,3.017,4.0,3.8392707640904935,"{23: 1, 13: 1, 10: 1, 25: 1, 19: 1, 5: 8, 8: 4, 4: 12, 6: 3, 3: 19, 7: 2, 9: 1, 2: 46}",-0.9475081543709567
