graph_id,model,n_nodes,n_edges_target,m0,w,average_degree_of_separation,mean_degree_of_connection,standard_deviation_of_degrees_of_connection,degree_distribution,pearson_correlation_mean_separation_vs_degree_stdev
11,barabasi_albert,100,150,5,2,4.1318,3.0,1.9078784028338913,"{8: 2, 10: 2, 6: 4, 3: 20, 5: 10, 2: 29, 7: 1, 4: 11, 1: 21}",-0.8072982537804587
12,barabasi_albert,100,150,5,2,3.85,3.0,2.16794833886788,"{9: 2, 11: 1, 10: 2, 6: 5, 5: 5, 2: 33, 4: 9, 3: 19, 1: 22, 8: 1, 7: 1}",-0.8072982537804587
13,barabasi_albert,100,150,5,2,3.923,3.0,2.23606797749979,"{8: 2, 12: 2, 11: 1, 9: 1, 3: 22, 2: 29, 6: 4, 4: 11, 5: 5, 1: 23}",-0.8072982537804587
14,barabasi_albert,100,150,5,2,4.086,3.0,1.9949937343260002,"{11: 1, 6: 4, 8: 1, 10: 1, 5: 5, 7: 4, 4: 16, 1: 25, 3: 19, 2: 24}",-0.8072982537804587
15,barabasi_albert,100,150,5,2,4.0232,3.0,2.1071307505705477,"{7: 4, 12: 1, 9: 2, 6: 1, 4: 12, 11: 1, 3: 18, 2: 34, 1: 20, 5: 7}",-0.8072982537804587
16,barabasi_albert,100,150,5,2,3.9008,3.0,2.2891046284519194,"{11: 1, 4: 16, 9: 2, 7: 1, 16: 1, 6: 2, 8: 1, 1: 25, 2: 24, 5: 5, 3: 22}",-0.8072982537804587
17,barabasi_albert,100,150,5,2,3.9794,3.0,2.1540659228538015,"{9: 3, 6: 3, 8: 1, 10: 1, 11: 1, 2: 25, 4: 14, 5: 7, 1: 27, 3: 17, 7: 1}",-0.8072982537804587
18,barabasi_albert,100,150,5,2,4.1538,3.0,1.9544820285692064,"{10: 2, 9: 1, 8: 1, 7: 2, 6: 6, 3: 26, 4: 8, 2: 29, 5: 5, 1: 20}",-0.8072982537804587
19,barabasi_albert,100,150,5,2,3.6826,3.0,2.6267851073127395,"{7: 2, 5: 3, 12: 2, 19: 1, 3: 21, 4: 9, 6: 3, 2: 36, 9: 2, 1: 21}",-0.8072982537804587
20,barabasi_albert,100,150,5,2,4.117,3.0,2.004993765576342,"{7: 3, 9: 1, 14: 1, 4: 18, 5: 3, 2: 32, 3: 22, 6: 2, 1: 17, 10: 1}",-0.8072982537804587
21,barabasi_albert,100,150,5,2,3.9568,3.0,2.130727575266252,"{6: 3, 12: 1, 11: 1, 5: 4, 13: 1, 4: 13, 8: 2, 1: 18, 3: 26, 2: 31}",-0.8072982537804587
22,barabasi_albert,100,150,5,2,3.8554,3.0,2.2045407685048604,"{7: 2, 15: 1, 9: 1, 4: 16, 10: 1, 6: 3, 2: 36, 8: 2, 5: 4, 1: 20, 3: 14}",-0.8072982537804587
23,barabasi_albert,100,150,5,2,3.8024,3.0,2.3706539182259396,"{7: 2, 9: 2, 16: 1, 11: 1, 2: 34, 4: 15, 1: 23, 8: 2, 5: 4, 3: 14, 6: 2}",-0.8072982537804587
24,barabasi_albert,100,150,5,2,3.9638,3.0,2.083266665599966,"{8: 4, 10: 2, 7: 5, 3: 21, 2: 37, 1: 19, 5: 5, 6: 2, 4: 5}",-0.8072982537804587
25,barabasi_albert,100,150,5,2,4.0266,3.0,2.039607805437114,"{9: 1, 10: 1, 12: 2, 6: 3, 5: 7, 3: 23, 4: 13, 2: 33, 1: 17}",-0.8072982537804587
26,barabasi_albert,100,150,5,2,3.8822,3.0,2.32379000772445,"{12: 1, 7: 3, 11: 3, 8: 1, 1: 25, 6: 3, 2: 32, 3: 15, 5: 6, 4: 11}",-0.8072982537804587
27,barabasi_albert,100,150,5,2,3.9702,3.0,2.1071307505705477,"{9: 3, 11: 1, 10: 1, 7: 2, 4: 16, 5: 2, 2: 35, 1: 20, 3: 16, 8: 1, 6: 3}",-0.8072982537804587
28,barabasi_albert,100,150,5,2,3.978,3.0,2.0248456731316584,"{9: 2, 6: 3, 8: 1, 12: 1, 3: 17, 7: 2, 5: 9, 1: 24, 4: 14, 2: 27}",-0.8072982537804587
29,barabasi_albert,100,150,5,2,3.9638,3.0,2.0542638584174138,"{9: 1, 10: 3, 6: 6, 4: 11, 3: 22, 5: 5, 1: 24, 7: 2, 2: 26}",-0.8072982537804587
30,barabasi_albert,100,150,5,2,3.7876,3.0,2.3579652245103193,"{14: 2, 6: 6, 10: 1, 7: 2, 3: 21, 5: 3, 2: 26, 8: 1, 4: 12, 1: 26}",-0.8072982537804587
31,barabasi_albert,100,150,5,2,3.7986,3.0,2.4819347291981715,"{17: 1, 8: 2, 5: 3, 13: 1, 10: 1, 6: 6, 1: 24, 7: 1, 3: 18, 2: 32, 4: 11}",-0.8072982537804587
32,barabasi_albert,100,150,5,2,4.0104,3.0,2.209072203437452,"{6: 4, 15: 1, 10: 2, 3: 23, 4: 11, 2: 27, 9: 1, 5: 7, 1: 23, 7: 1}",-0.8072982537804587
33,barabasi_albert,100,150,5,2,3.9814,3.0,2.181742422927143,"{10: 2, 9: 2, 12: 1, 7: 2, 6: 4, 1: 23, 3: 13, 2: 33, 4: 16, 5: 4}",-0.8072982537804587
34,barabasi_albert,100,150,5,2,3.9684,3.0,2.08806130178211,"{12: 2, 6: 7, 8: 2, 5: 5, 4: 10, 3: 21, 2: 31, 1: 21, 7: 1}",-0.8072982537804587
35,barabasi_albert,100,150,5,2,3.758,3.0,2.328089345364563,"{6: 5, 10: 1, 14: 2, 8: 1, 1: 22, 7: 2, 5: 5, 3: 21, 2: 32, 4: 9}",-0.8072982537804587
36,barabasi_albert,100,150,5,2,3.9236,3.0,2.181742422927143,"{8: 1, 12: 1, 10: 1, 9: 1, 13: 1, 4: 11, 2: 23, 3: 27, 5: 7, 6: 3, 1: 24}",-0.8072982537804587
37,barabasi_albert,100,150,5,2,3.7582,3.0,2.4041630560342617,"{9: 1, 8: 2, 13: 1, 7: 2, 16: 1, 4: 11, 6: 4, 2: 28, 1: 25, 3: 21, 5: 4}",-0.8072982537804587
38,barabasi_albert,100,150,5,2,4.14,3.0,2.1071307505705477,"{4: 15, 5: 8, 8: 1, 6: 2, 11: 1, 16: 1, 3: 23, 2: 29, 1: 19, 7: 1}",-0.8072982537804587
39,barabasi_albert,100,150,5,2,3.8208,3.0,2.2759613353482084,"{15: 1, 7: 2, 11: 1, 10: 1, 9: 1, 1: 20, 4: 14, 2: 36, 3: 16, 6: 2, 5: 5, 8: 1}",-0.8072982537804587
40,barabasi_albert,100,150,5,2,3.8032,3.0,2.4166091947189146,"{10: 2, 7: 2, 8: 2, 5: 4, 6: 3, 15: 1, 1: 26, 4: 10, 3: 17, 9: 2, 2: 31}",-0.8072982537804587
41,barabasi_albert,100,150,5,2,4.0498,3.0,2.181742422927143,"{10: 2, 4: 14, 8: 2, 13: 1, 5: 8, 7: 2, 3: 18, 2: 24, 6: 2, 1: 27}",-0.8072982537804587
42,barabasi_albert,100,150,5,2,3.8258,3.0,2.3065125189341593,"{6: 4, 10: 2, 12: 2, 8: 1, 4: 8, 9: 1, 3: 23, 5: 3, 2: 31, 1: 23, 7: 2}",-0.8072982537804587
43,barabasi_albert,100,150,5,2,3.8024,3.0,2.340939982143925,"{5: 8, 6: 5, 8: 3, 9: 1, 7: 2, 16: 1, 2: 20, 1: 32, 4: 11, 3: 17}",-0.8072982537804587
44,barabasi_albert,100,150,5,2,4.0502,3.0,2.2494443758403984,"{12: 1, 7: 6, 13: 1, 9: 2, 8: 1, 2: 35, 3: 26, 5: 4, 4: 5, 1: 19}",-0.8072982537804587
45,barabasi_albert,100,150,5,2,3.8234,3.0,2.2671568097509267,"{10: 2, 8: 1, 7: 3, 16: 1, 5: 9, 6: 1, 3: 23, 4: 9, 2: 28, 1: 23}",-0.8072982537804587
46,barabasi_albert,100,150,5,2,3.8812,3.0,2.3151673805580453,"{7: 2, 8: 2, 13: 2, 9: 1, 4: 15, 10: 1, 2: 24, 1: 26, 3: 23, 5: 2, 6: 2}",-0.8072982537804587
47,barabasi_albert,100,150,5,2,3.8554,3.0,2.5337718918639855,"{11: 1, 10: 2, 17: 1, 9: 2, 2: 28, 3: 23, 5: 3, 7: 2, 6: 3, 4: 9, 1: 26}",-0.8072982537804587
48,barabasi_albert,100,150,5,2,3.781,3.0,2.3579652245103193,"{9: 2, 10: 1, 8: 2, 17: 1, 4: 11, 5: 3, 6: 3, 2: 23, 3: 28, 7: 1, 1: 25}",-0.8072982537804587
49,barabasi_albert,100,150,5,2,3.7822,3.0,2.340939982143925,"{19: 1, 11: 1, 6: 2, 4: 10, 7: 3, 5: 10, 1: 20, 2: 32, 3: 21}",-0.8072982537804587
50,barabasi_albert,100,150,5,2,3.9314,3.0,2.222611077089287,"{7: 1, 12: 2, 10: 1, 8: 3, 5: 9, 4: 10, 1: 25, 3: 19, 2: 28, 6: 2}",-0.8072982537804587
51,barabasi_albert,100,150,5,2,4.1198,3.0,2.039607805437114,"{7: 2, 5: 8, 12: 1, 8: 2, 4: 16, 11: 1, 3: 20, 1: 25, 2: 23, 6: 2}",-0.8072982537804587
52,barabasi_albert,100,150,5,2,4.1694,3.0,2.039607805437114,"{9: 3, 6: 5, 1: 29, 4: 19, 7: 3, 10: 1, 5: 3, 3: 18, 2: 19}",-0.8072982537804587
53,barabasi_albert,100,150,5,2,4.1052,3.0,2.06881608655772,"{7: 2, 11: 1, 13: 1, 9: 1, 6: 5, 4: 15, 3: 20, 5: 5, 1: 22, 2: 28}",-0.8072982537804587
54,barabasi_albert,100,150,5,2,3.8836,3.0,2.349468024894146,"{10: 1, 12: 1, 8: 2, 9: 1, 7: 3, 4: 11, 3: 17, 14: 1, 2: 32, 5: 7, 1: 24}",-0.8072982537804587
55,barabasi_albert,100,150,5,2,3.9668,3.0,2.0639767440550294,"{12: 1, 11: 1, 10: 1, 8: 2, 6: 3, 3: 24, 7: 2, 2: 36, 4: 11, 5: 3, 1: 16}",-0.8072982537804587
56,barabasi_albert,100,150,5,2,3.6092,3.0,2.6608269391300143,"{7: 2, 12: 2, 16: 1, 11: 2, 9: 1, 4: 10, 2: 33, 3: 17, 1: 26, 5: 4, 6: 2}",-0.8072982537804587
57,barabasi_albert,100,150,5,2,3.789,3.0,2.4041630560342617,"{9: 1, 14: 3, 6: 4, 3: 24, 2: 36, 5: 7, 4: 7, 1: 18}",-0.8072982537804587
58,barabasi_albert,100,150,5,2,4.0764,3.0,1.9183326093250879,"{10: 2, 9: 1, 6: 6, 3: 22, 2: 24, 4: 16, 7: 2, 5: 4, 1: 23}",-0.8072982537804587
59,barabasi_albert,100,150,5,2,3.9332,3.0,2.3366642891095846,"{10: 1, 7: 3, 8: 1, 6: 4, 9: 1, 1: 28, 4: 12, 16: 1, 5: 8, 3: 14, 2: 27}",-0.8072982537804587
60,barabasi_albert,100,150,5,2,3.6852,3.0,2.5219040425836985,"{7: 3, 12: 2, 17: 1, 11: 1, 3: 18, 4: 14, 6: 2, 2: 34, 5: 3, 1: 22}",-0.8072982537804587
61,barabasi_albert,100,150,5,2,4.0044,3.0,2.2181073012818833,"{5: 7, 9: 3, 15: 1, 6: 4, 10: 1, 2: 29, 4: 10, 3: 23, 1: 22}",-0.8072982537804587
62,barabasi_albert,100,150,5,2,4.085,3.0,2.177154105707724,"{9: 1, 6: 1, 12: 1, 8: 2, 13: 1, 4: 21, 3: 22, 2: 29, 11: 1, 1: 20, 5: 1}",-0.8072982537804587
63,barabasi_albert,100,150,5,2,3.9842,3.0,2.1166010488516727,"{6: 5, 11: 1, 10: 2, 13: 1, 4: 11, 5: 6, 2: 34, 3: 22, 1: 18}",-0.8072982537804587
64,barabasi_albert,100,150,5,2,3.967,3.0,2.2715633383201093,"{9: 1, 6: 3, 10: 1, 17: 1, 4: 17, 7: 2, 3: 18, 8: 1, 2: 30, 1: 22, 5: 4}",-0.8072982537804587
65,barabasi_albert,100,150,5,2,3.9378,3.0,2.3323807579381204,"{15: 1, 10: 1, 7: 1, 11: 1, 8: 3, 4: 11, 3: 19, 6: 4, 1: 25, 2: 29, 5: 5}",-0.8072982537804587
66,barabasi_albert,100,150,5,2,4.0074,3.0,2.029778313018444,"{9: 1, 11: 1, 5: 5, 10: 1, 6: 8, 4: 12, 3: 21, 7: 2, 1: 26, 2: 23}",-0.8072982537804587
67,barabasi_albert,100,150,5,2,3.7734,3.0,2.3916521486202797,"{7: 4, 14: 1, 11: 1, 12: 1, 13: 1, 5: 4, 2: 34, 3: 22, 4: 12, 1: 20}",-0.8072982537804587
68,barabasi_albert,100,150,5,2,3.9712,3.0,2.240535650240808,"{10: 2, 7: 3, 9: 2, 13: 1, 4: 12, 5: 4, 3: 22, 2: 25, 1: 26, 6: 3}",-0.8072982537804587
69,barabasi_albert,100,150,5,2,3.8538,3.0,2.4576411454889016,"{7: 2, 14: 1, 11: 1, 17: 1, 5: 3, 1: 20, 2: 32, 6: 2, 4: 13, 3: 24, 9: 1}",-0.8072982537804587
70,barabasi_albert,100,150,5,2,3.8572,3.0,2.186321110907545,"{8: 2, 13: 1, 9: 2, 12: 1, 4: 13, 6: 2, 1: 20, 7: 1, 2: 32, 5: 4, 3: 22}",-0.8072982537804587
71,barabasi_albert,100,150,5,2,4.0224,3.0,2.1540659228538015,"{7: 1, 8: 1, 10: 1, 6: 2, 14: 1, 4: 13, 9: 2, 1: 22, 2: 30, 5: 8, 3: 19}",-0.8072982537804587
72,barabasi_albert,100,150,5,2,3.9644,3.0,2.1260291625469296,"{11: 1, 9: 3, 5: 6, 1: 22, 3: 18, 4: 9, 2: 33, 6: 5, 7: 2, 10: 1}",-0.8072982537804587
73,barabasi_albert,100,150,5,2,3.9762,3.0,2.23159136044214,"{13: 1, 6: 3, 8: 1, 4: 9, 11: 2, 5: 5, 7: 4, 1: 25, 3: 25, 2: 25}",-0.8072982537804587
74,barabasi_albert,100,150,5,2,4.0352,3.0,2.0,"{8: 2, 9: 2, 6: 5, 7: 3, 4: 14, 10: 1, 2: 34, 3: 17, 1: 20, 5: 2}",-0.8072982537804587
75,barabasi_albert,100,150,5,2,3.8522,3.0,2.2847319317591723,"{15: 1, 7: 3, 13: 1, 9: 1, 6: 1, 1: 22, 5: 7, 3: 19, 4: 13, 8: 1, 2: 31}",-0.8072982537804587
76,barabasi_albert,100,150,5,2,4.1534,3.0,1.96468827043885,"{6: 6, 8: 3, 10: 1, 5: 7, 3: 16, 1: 26, 9: 1, 4: 16, 2: 24}",-0.8072982537804587
77,barabasi_albert,100,150,5,2,3.9454,3.0,2.172556098240043,"{10: 1, 9: 2, 12: 1, 6: 5, 7: 3, 3: 25, 2: 22, 5: 3, 4: 10, 8: 1, 1: 27}",-0.8072982537804587
78,barabasi_albert,100,150,5,2,3.8904,3.0,2.3790754506740637,"{10: 2, 12: 2, 6: 4, 5: 4, 9: 1, 4: 10, 2: 22, 3: 22, 8: 2, 1: 30, 7: 1}",-0.8072982537804587
79,barabasi_albert,100,150,5,2,3.9466,3.0,2.0976176963403033,"{8: 1, 15: 1, 6: 9, 9: 1, 7: 1, 4: 9, 2: 29, 3: 24, 1: 21, 5: 4}",-0.8072982537804587
80,barabasi_albert,100,150,5,2,4.0168,3.0,2.130727575266252,"{6: 2, 9: 2, 15: 1, 5: 7, 7: 2, 8: 2, 2: 41, 4: 9, 1: 15, 3: 19}",-0.8072982537804587
81,barabasi_albert,100,150,5,2,3.9996,3.0,2.04939015319192,"{7: 1, 9: 3, 10: 1, 3: 18, 4: 14, 11: 1, 5: 5, 6: 4, 2: 33, 1: 20}",-0.8072982537804587
82,barabasi_albert,100,150,5,2,4.0288,3.0,1.98997487421324,"{7: 1, 8: 3, 11: 1, 10: 1, 4: 16, 3: 19, 5: 7, 6: 3, 2: 25, 1: 24}",-0.8072982537804587
83,barabasi_albert,100,150,5,2,3.8462,3.0,2.3790754506740637,"{6: 6, 20: 1, 5: 5, 8: 2, 7: 1, 4: 18, 2: 35, 3: 11, 1: 21}",-0.8072982537804587
84,barabasi_albert,100,150,5,2,3.866,3.0,2.177154105707724,"{9: 1, 7: 2, 10: 1, 13: 1, 5: 7, 3: 23, 8: 2, 4: 10, 1: 28, 6: 4, 2: 21}",-0.8072982537804587
85,barabasi_albert,100,150,5,2,3.742,3.0,2.5219040425836985,"{11: 2, 9: 3, 14: 1, 3: 18, 10: 2, 4: 11, 6: 1, 2: 33, 1: 25, 5: 3, 7: 1}",-0.8072982537804587
86,barabasi_albert,100,150,5,2,3.9052,3.0,2.08806130178211,"{9: 2, 14: 1, 4: 9, 5: 11, 3: 21, 7: 2, 6: 4, 2: 26, 1: 24}",-0.8072982537804587
87,barabasi_albert,100,150,5,2,4.0418,3.0,2.078460969082653,"{6: 3, 13: 1, 8: 3, 9: 1, 3: 27, 4: 11, 7: 3, 2: 23, 5: 4, 1: 24}",-0.8072982537804587
88,barabasi_albert,100,150,5,2,3.9708,3.0,2.0542638584174138,"{9: 2, 8: 2, 11: 1, 7: 2, 5: 1, 10: 1, 6: 3, 3: 21, 1: 19, 4: 15, 2: 33}",-0.8072982537804587
89,barabasi_albert,100,150,5,2,4.0978,3.0,2.1587033144922905,"{9: 1, 10: 1, 6: 2, 11: 1, 14: 1, 4: 14, 3: 21, 5: 8, 2: 28, 1: 22, 7: 1}",-0.8072982537804587
90,barabasi_albert,100,150,5,2,3.9554,3.0,2.06881608655772,"{10: 1, 9: 1, 7: 5, 12: 1, 3: 26, 4: 6, 5: 11, 1: 25, 2: 23, 6: 1}",-0.8072982537804587
91,barabasi_albert,100,150,5,2,3.7952,3.0,2.195449840010015,"{14: 1, 8: 2, 10: 1, 6: 4, 4: 11, 11: 1, 1: 17, 2: 39, 3: 19, 7: 2, 5: 3}",-0.8072982537804587
92,barabasi_albert,100,150,5,2,3.9416,3.0,2.253885533916929,"{6: 5, 12: 1, 8: 1, 14: 1, 4: 7, 5: 6, 9: 1, 3: 20, 2: 33, 7: 3, 1: 22}",-0.8072982537804587
93,barabasi_albert,100,150,5,2,4.0048,3.0,2.073644135332772,"{8: 1, 14: 1, 9: 1, 4: 15, 6: 5, 3: 15, 2: 28, 7: 2, 5: 8, 1: 24}",-0.8072982537804587
94,barabasi_albert,100,150,5,2,3.8564,3.0,2.32379000772445,"{6: 3, 16: 1, 10: 1, 8: 2, 13: 1, 5: 6, 4: 8, 1: 22, 3: 31, 2: 25}",-0.8072982537804587
95,barabasi_albert,100,150,5,2,3.991,3.0,2.073644135332772,"{5: 11, 12: 2, 6: 4, 3: 18, 11: 1, 2: 32, 1: 20, 4: 12}",-0.8072982537804587
96,barabasi_albert,100,150,5,2,3.914,3.0,2.353720459187964,"{11: 2, 15: 1, 9: 2, 5: 8, 2: 27, 4: 8, 3: 23, 1: 25, 7: 1, 6: 3}",-0.8072982537804587
97,barabasi_albert,100,150,5,2,3.9654,3.0,2.0976176963403033,"{11: 1, 12: 1, 4: 12, 6: 6, 9: 1, 5: 8, 7: 2, 1: 26, 3: 18, 2: 25}",-0.8072982537804587
98,barabasi_albert,100,150,5,2,3.8166,3.0,2.2847319317591723,"{13: 1, 8: 2, 5: 5, 16: 1, 4: 14, 3: 23, 7: 1, 9: 1, 2: 32, 1: 19, 6: 1}",-0.8072982537804587
99,barabasi_albert,100,150,5,2,3.867,3.0,2.172556098240043,"{9: 1, 5: 8, 14: 1, 12: 1, 3: 24, 8: 2, 4: 12, 7: 1, 2: 27, 1: 22, 6: 1}",-0.8072982537804587
100,barabasi_albert,100,150,5,2,4.0146,3.0,1.96468827043885,"{9: 1, 5: 7, 10: 1, 6: 5, 13: 1, 4: 18, 1: 20, 3: 17, 2: 30}",-0.8072982537804587
101,barabasi_albert,100,150,5,2,3.9528,3.0,2.029778313018444,"{7: 4, 8: 3, 11: 1, 5: 7, 6: 1, 2: 21, 3: 25, 4: 11, 9: 1, 1: 26}",-0.8072982537804587
102,barabasi_albert,100,150,5,2,4.0304,3.0,1.9183326093250879,"{9: 4, 10: 1, 4: 16, 5: 8, 6: 2, 2: 29, 3: 20, 1: 20}",-0.8072982537804587
103,barabasi_albert,100,150,5,2,3.8722,3.0,2.244994432064365,"{5: 6, 6: 3, 4: 14, 9: 1, 18: 1, 8: 1, 3: 23, 2: 32, 1: 18, 10: 1}",-0.8072982537804587
104,barabasi_albert,100,150,5,2,3.9746,3.0,2.195449840010015,"{6: 4, 9: 3, 10: 1, 8: 1, 12: 1, 4: 10, 5: 4, 7: 2, 3: 21, 1: 24, 2: 29}",-0.8072982537804587
105,barabasi_albert,100,150,5,2,3.8878,3.0,2.2759613353482084,"{11: 2, 5: 6, 8: 1, 13: 1, 6: 6, 3: 22, 2: 28, 4: 7, 1: 25, 9: 1, 7: 1}",-0.8072982537804587
106,barabasi_albert,100,150,5,2,3.991,3.0,2.2135943621178655,"{9: 2, 7: 3, 12: 1, 8: 2, 4: 10, 5: 7, 1: 27, 10: 1, 6: 2, 2: 26, 3: 19}",-0.8072982537804587
107,barabasi_albert,100,150,5,2,4.0338,3.0,1.9798989873223332,"{12: 1, 8: 4, 5: 8, 6: 4, 2: 28, 7: 1, 3: 21, 4: 11, 1: 22}",-0.8072982537804587
108,barabasi_albert,100,150,5,2,3.8382,3.0,2.3323807579381204,"{6: 4, 8: 2, 16: 1, 7: 2, 12: 1, 4: 11, 5: 8, 3: 19, 2: 25, 1: 27}",-0.8072982537804587
109,barabasi_albert,100,150,5,2,4.0344,3.0,2.195449840010015,"{12: 1, 11: 1, 10: 1, 8: 3, 3: 23, 4: 11, 2: 30, 6: 4, 1: 22, 5: 3, 9: 1}",-0.8072982537804587
110,barabasi_albert,100,150,5,2,4.1888,3.0,2.0,"{12: 1, 7: 2, 10: 1, 9: 1, 6: 3, 4: 15, 2: 39, 5: 7, 3: 13, 8: 1, 1: 17}",-0.8072982537804587
111,barabasi_albert,100,150,5,2,4.2094,3.0,1.865475810617763,"{12: 1, 7: 2, 9: 2, 6: 4, 4: 12, 5: 5, 3: 27, 2: 31, 1: 16}",-0.8072982537804587
112,barabasi_albert,100,150,5,2,3.9404,3.0,2.04939015319192,"{7: 1, 5: 10, 8: 2, 11: 1, 3: 23, 12: 1, 1: 24, 9: 1, 4: 14, 2: 23}",-0.8072982537804587
113,barabasi_albert,100,150,5,2,3.8892,3.0,2.2181073012818833,"{8: 1, 6: 3, 12: 2, 13: 1, 4: 12, 5: 8, 3: 20, 2: 30, 1: 22, 7: 1}",-0.8072982537804587
114,barabasi_albert,100,150,5,2,3.6384,3.0,2.5059928172283334,"{13: 2, 8: 1, 7: 2, 17: 1, 1: 21, 4: 10, 3: 17, 2: 36, 6: 1, 5: 9}",-0.8072982537804587
115,barabasi_albert,100,150,5,2,3.8946,3.0,2.16794833886788,"{5: 3, 9: 1, 12: 1, 13: 1, 7: 5, 6: 3, 4: 14, 2: 28, 3: 21, 1: 23}",-0.8072982537804587
116,barabasi_albert,100,150,5,2,4.1932,3.0,1.9849433241279208,"{5: 8, 8: 2, 9: 2, 6: 3, 13: 1, 4: 10, 3: 25, 2: 31, 1: 18}",-0.8072982537804587
117,barabasi_albert,100,150,5,2,3.699,3.0,2.445403852127497,"{8: 2, 10: 1, 14: 1, 13: 2, 5: 3, 2: 41, 4: 9, 3: 23, 7: 1, 9: 1, 1: 16}",-0.8072982537804587
118,barabasi_albert,100,150,5,2,3.7772,3.0,2.701851217221259,"{21: 1, 6: 7, 10: 1, 11: 1, 12: 1, 3: 30, 1: 24, 2: 27, 7: 1, 4: 6, 5: 1}",-0.8072982537804587
119,barabasi_albert,100,150,5,2,3.8248,3.0,2.445403852127497,"{10: 1, 12: 2, 15: 1, 8: 1, 4: 9, 2: 26, 3: 21, 7: 1, 6: 3, 5: 8, 1: 27}",-0.8072982537804587
120,barabasi_albert,100,150,5,2,3.8692,3.0,2.3622023622035435,"{12: 2, 13: 1, 10: 1, 9: 1, 2: 35, 1: 20, 4: 8, 5: 5, 3: 23, 8: 2, 6: 2}",-0.8072982537804587
121,barabasi_albert,100,150,5,2,4.01,3.0,1.8867962264113207,"{10: 1, 5: 10, 9: 1, 11: 1, 4: 14, 1: 21, 6: 3, 2: 26, 7: 1, 3: 22}",-0.8072982537804587
122,barabasi_albert,100,150,5,2,3.9416,3.0,2.280350850198276,"{9: 1, 5: 9, 15: 1, 7: 1, 3: 17, 11: 1, 4: 11, 2: 33, 10: 1, 8: 1, 1: 22, 6: 2}",-0.8072982537804587
123,barabasi_albert,100,150,5,2,4.2082,3.0,2.08806130178211,"{7: 2, 8: 1, 12: 1, 10: 1, 6: 2, 4: 11, 5: 9, 1: 24, 3: 24, 11: 1, 2: 24}",-0.8072982537804587
124,barabasi_albert,100,150,5,2,3.8592,3.0,2.4289915602982237,"{14: 1, 15: 1, 10: 1, 9: 2, 7: 3, 5: 1, 2: 23, 4: 16, 3: 25, 6: 1, 1: 26}",-0.8072982537804587
125,barabasi_albert,100,150,5,2,3.9292,3.0,2.1354156504062622,"{13: 1, 5: 8, 7: 7, 8: 1, 9: 1, 1: 24, 4: 7, 3: 19, 2: 30, 6: 2}",-0.8072982537804587
126,barabasi_albert,100,150,5,2,3.8378,3.0,2.5019992006393608,"{6: 5, 14: 2, 7: 3, 4: 9, 13: 1, 3: 23, 2: 26, 9: 1, 1: 27, 5: 3}",-0.8072982537804587
127,barabasi_albert,100,150,5,2,3.982,3.0,2.06881608655772,"{13: 1, 6: 2, 8: 2, 7: 3, 10: 1, 5: 6, 3: 21, 4: 16, 2: 23, 1: 25}",-0.8072982537804587
