graph_id,model,n_nodes,n_edges_target,m0,w,average_degree_of_separation,mean_degree_of_connection,standard_deviation_of_degrees_of_connection,degree_distribution,pearson_correlation_mean_separation_vs_degree_stdev
128,barabasi_albert,100,150,5,2,4.1404,3.0,1.8920887928424501,"{7: 4, 12: 1, 9: 1, 6: 4, 5: 5, 3: 21, 4: 15, 1: 19, 2: 30}",-0.8072982537804587
129,barabasi_albert,100,150,5,2,3.7194,3.0,2.5806975801127883,"{16: 1, 4: 15, 9: 1, 14: 1, 10: 1, 13: 1, 1: 22, 2: 35, 3: 17, 7: 2, 5: 3, 6: 1}",-0.8072982537804587
130,barabasi_albert,100,150,5,2,3.7354,3.0,2.3579652245103193,"{11: 1, 18: 1, 7: 1, 8: 2, 6: 3, 4: 14, 5: 9, 3: 14, 2: 32, 1: 23}",-0.8072982537804587
131,barabasi_albert,100,150,5,2,4.1388,3.0,1.9390719429665315,"{9: 3, 10: 2, 7: 1, 5: 7, 2: 34, 3: 25, 4: 10, 6: 2, 1: 16}",-0.8072982537804587
132,barabasi_albert,100,150,5,2,4.2172,3.0,2.1166010488516727,"{13: 1, 11: 1, 8: 3, 9: 1, 6: 4, 3: 28, 4: 12, 2: 25, 1: 22, 5: 3}",-0.8072982537804587
133,barabasi_albert,100,150,5,2,3.9846,3.0,2.227105745132009,"{11: 1, 14: 1, 7: 2, 10: 1, 9: 1, 3: 23, 6: 3, 8: 1, 5: 5, 4: 9, 2: 33, 1: 20}",-0.8072982537804587
134,barabasi_albert,100,150,5,2,3.8942,3.0,2.2978250586152114,"{10: 1, 7: 4, 11: 2, 12: 1, 3: 22, 4: 12, 8: 1, 2: 23, 6: 2, 5: 4, 1: 28}",-0.8072982537804587
135,barabasi_albert,100,150,5,2,3.9996,3.0,2.08806130178211,"{8: 2, 10: 1, 4: 14, 14: 1, 7: 2, 3: 22, 5: 8, 2: 24, 1: 24, 6: 2}",-0.8072982537804587
136,barabasi_albert,100,150,5,2,4.2412,3.0,2.0,"{12: 1, 6: 3, 7: 4, 11: 1, 2: 33, 4: 10, 5: 6, 3: 23, 1: 18, 8: 1}",-0.8072982537804587
137,barabasi_albert,100,150,5,2,3.7934,3.0,2.3748684174075834,"{12: 2, 9: 3, 3: 19, 2: 30, 5: 5, 6: 1, 4: 12, 10: 2, 1: 25, 8: 1}",-0.8072982537804587
138,barabasi_albert,100,150,5,2,3.9986,3.0,2.078460969082653,"{9: 1, 10: 1, 8: 2, 6: 3, 12: 1, 4: 5, 5: 9, 7: 2, 2: 28, 3: 26, 1: 22}",-0.8072982537804587
139,barabasi_albert,100,150,5,2,3.7594,3.0,2.4413111231467406,"{15: 1, 9: 2, 11: 1, 7: 2, 4: 8, 6: 3, 3: 20, 2: 30, 8: 2, 10: 1, 5: 4, 1: 26}",-0.8072982537804587
140,barabasi_albert,100,150,5,2,3.9416,3.0,2.227105745132009,"{12: 1, 9: 1, 8: 3, 7: 2, 10: 2, 2: 29, 3: 23, 4: 7, 6: 2, 1: 24, 5: 6}",-0.8072982537804587
141,barabasi_albert,100,150,5,2,3.9792,3.0,2.1447610589527217,"{8: 2, 13: 1, 5: 6, 7: 2, 10: 1, 3: 21, 6: 5, 4: 7, 2: 33, 9: 1, 1: 21}",-0.8072982537804587
142,barabasi_albert,100,150,5,2,4.1698,3.0,1.8973665961010275,"{8: 3, 5: 6, 10: 1, 7: 1, 6: 4, 9: 1, 3: 23, 2: 27, 4: 13, 1: 21}",-0.8072982537804587
143,barabasi_albert,100,150,5,2,4.1382,3.0,2.078460969082653,"{9: 2, 10: 2, 8: 2, 5: 9, 6: 3, 4: 15, 2: 22, 1: 28, 3: 17}",-0.8072982537804587
144,barabasi_albert,100,150,5,2,3.8606,3.0,2.345207879911715,"{9: 1, 15: 1, 10: 2, 5: 8, 13: 1, 3: 19, 4: 12, 2: 36, 1: 19, 7: 1}",-0.8072982537804587
145,barabasi_albert,100,150,5,2,3.8302,3.0,2.4819347291981715,"{15: 1, 7: 2, 17: 1, 9: 1, 8: 1, 3: 19, 2: 37, 6: 3, 1: 20, 5: 8, 4: 7}",-0.8072982537804587
146,barabasi_albert,100,150,5,2,3.9574,3.0,2.328089345364563,"{13: 2, 8: 3, 10: 2, 5: 4, 4: 14, 7: 1, 1: 24, 2: 27, 3: 23}",-0.8072982537804587
147,barabasi_albert,100,150,5,2,3.8834,3.0,2.2715633383201093,"{9: 1, 13: 1, 6: 4, 14: 1, 3: 20, 4: 11, 1: 21, 5: 8, 2: 32, 11: 1}",-0.8072982537804587
148,barabasi_albert,100,150,5,2,4.0142,3.0,2.0199009876724157,"{12: 1, 7: 4, 10: 2, 3: 26, 9: 1, 2: 30, 5: 3, 1: 18, 4: 15}",-0.8072982537804587
149,barabasi_albert,100,150,5,2,3.8006,3.0,2.3151673805580453,"{10: 2, 8: 1, 12: 1, 14: 1, 5: 8, 3: 23, 6: 2, 2: 30, 1: 23, 7: 2, 4: 7}",-0.8072982537804587
150,barabasi_albert,100,150,5,2,4.0402,3.0,2.0248456731316584,"{9: 3, 11: 2, 7: 2, 4: 12, 5: 5, 3: 25, 2: 33, 1: 17, 6: 1}",-0.8072982537804587
151,barabasi_albert,100,150,5,2,4.0694,3.0,2.258317958127243,"{13: 2, 7: 2, 8: 1, 10: 1, 3: 17, 4: 15, 9: 1, 5: 6, 2: 32, 6: 1, 1: 22}",-0.8072982537804587
152,barabasi_albert,100,150,5,2,3.8772,3.0,2.328089345364563,"{10: 2, 9: 1, 16: 1, 8: 3, 2: 26, 5: 2, 4: 11, 1: 23, 3: 28, 6: 3}",-0.8072982537804587
153,barabasi_albert,100,150,5,2,4.0112,3.0,2.2671568097509267,"{8: 1, 7: 3, 18: 1, 9: 1, 3: 25, 6: 3, 2: 27, 4: 10, 5: 7, 1: 22}",-0.8072982537804587
154,barabasi_albert,100,150,5,2,3.7648,3.0,2.493992782667985,"{12: 2, 13: 2, 8: 2, 5: 4, 6: 4, 3: 24, 2: 26, 7: 1, 4: 8, 1: 27}",-0.8072982537804587
155,barabasi_albert,100,150,5,2,3.983,3.0,2.0445048300260873,"{7: 2, 9: 1, 5: 5, 8: 2, 12: 1, 4: 17, 3: 18, 2: 33, 11: 1, 6: 1, 1: 19}",-0.8072982537804587
156,barabasi_albert,100,150,5,2,3.7914,3.0,2.2891046284519194,"{8: 1, 9: 1, 10: 1, 13: 1, 11: 2, 6: 3, 1: 23, 2: 32, 4: 15, 3: 16, 5: 5}",-0.8072982537804587
157,barabasi_albert,100,150,5,2,3.9132,3.0,2.1908902300206643,"{6: 3, 8: 2, 12: 1, 9: 2, 5: 8, 11: 1, 7: 1, 1: 25, 3: 19, 4: 10, 2: 28}",-0.8072982537804587
158,barabasi_albert,100,150,5,2,3.9432,3.0,2.23159136044214,"{4: 10, 11: 1, 7: 3, 8: 2, 12: 1, 9: 2, 2: 34, 3: 16, 6: 3, 5: 5, 1: 23}",-0.8072982537804587
159,barabasi_albert,100,150,5,2,4.0036,3.0,2.3748684174075834,"{14: 1, 11: 1, 15: 1, 4: 11, 7: 2, 5: 9, 2: 25, 3: 21, 1: 26, 6: 3}",-0.8072982537804587
160,barabasi_albert,100,150,5,2,3.73,3.0,2.4083189157584592,"{9: 1, 7: 3, 6: 4, 12: 1, 15: 1, 5: 4, 11: 1, 2: 35, 1: 22, 3: 20, 8: 1, 4: 7}",-0.8072982537804587
161,barabasi_albert,100,150,5,2,3.806,3.0,2.253885533916929,"{7: 2, 11: 2, 12: 2, 1: 23, 4: 10, 3: 20, 5: 9, 2: 30, 6: 2}",-0.8072982537804587
162,barabasi_albert,100,150,5,2,3.884,3.0,2.177154105707724,"{13: 2, 6: 2, 10: 1, 8: 1, 4: 18, 3: 22, 9: 1, 5: 4, 1: 21, 2: 28}",-0.8072982537804587
163,barabasi_albert,100,150,5,2,3.8448,3.0,2.253885533916929,"{7: 3, 10: 2, 14: 1, 4: 10, 8: 3, 3: 16, 6: 2, 2: 38, 5: 5, 1: 20}",-0.8072982537804587
164,barabasi_albert,100,150,5,2,3.9154,3.0,2.23606797749979,"{7: 3, 6: 4, 8: 3, 13: 1, 5: 5, 3: 17, 4: 11, 2: 26, 9: 2, 1: 28}",-0.8072982537804587
165,barabasi_albert,100,150,5,2,3.9282,3.0,2.1400934559032696,"{7: 4, 6: 3, 14: 1, 9: 2, 4: 10, 2: 35, 3: 18, 8: 1, 1: 20, 5: 6}",-0.8072982537804587
166,barabasi_albert,100,150,5,2,3.9092,3.0,2.083266665599966,"{9: 2, 6: 5, 10: 1, 12: 1, 1: 23, 4: 11, 5: 6, 2: 28, 3: 21, 7: 2}",-0.8072982537804587
167,barabasi_albert,100,150,5,2,3.7692,3.0,2.4819347291981715,"{8: 1, 7: 3, 16: 1, 17: 1, 6: 4, 3: 23, 4: 12, 5: 3, 2: 30, 1: 22}",-0.8072982537804587
168,barabasi_albert,100,150,5,2,4.0866,3.0,1.9390719429665315,"{8: 3, 11: 1, 10: 1, 6: 2, 2: 32, 4: 14, 9: 1, 5: 5, 3: 24, 1: 17}",-0.8072982537804587
169,barabasi_albert,100,150,5,2,3.8372,3.0,2.3622023622035435,"{8: 1, 10: 1, 12: 1, 6: 5, 16: 1, 2: 30, 9: 1, 4: 11, 3: 21, 5: 5, 1: 23}",-0.8072982537804587
170,barabasi_albert,100,150,5,2,3.8978,3.0,2.2181073012818833,"{13: 1, 7: 4, 9: 3, 3: 20, 2: 34, 8: 2, 6: 2, 1: 22, 5: 6, 4: 6}",-0.8072982537804587
171,barabasi_albert,100,150,5,2,3.7892,3.0,2.449489742783178,"{11: 1, 16: 1, 10: 1, 13: 1, 5: 8, 1: 21, 2: 34, 8: 2, 3: 21, 6: 1, 4: 9}",-0.8072982537804587
172,barabasi_albert,100,150,5,2,3.9794,3.0,2.1908902300206643,"{14: 1, 6: 6, 5: 8, 11: 1, 3: 16, 4: 9, 7: 3, 1: 24, 2: 31, 8: 1}",-0.8072982537804587
173,barabasi_albert,100,150,5,2,3.9266,3.0,2.2135943621178655,"{8: 3, 4: 12, 13: 1, 12: 1, 10: 1, 7: 2, 6: 2, 5: 3, 2: 35, 3: 21, 1: 19}",-0.8072982537804587
174,barabasi_albert,100,150,5,2,3.8554,3.0,2.2891046284519194,"{15: 1, 13: 1, 9: 1, 7: 5, 2: 29, 5: 5, 6: 2, 1: 22, 3: 25, 4: 9}",-0.8072982537804587
175,barabasi_albert,100,150,5,2,3.8128,3.0,2.477902338672773,"{17: 1, 9: 2, 10: 1, 7: 2, 3: 12, 5: 8, 4: 11, 8: 2, 6: 3, 2: 29, 1: 29}",-0.8072982537804587
176,barabasi_albert,100,150,5,2,3.9162,3.0,2.181742422927143,"{8: 1, 7: 4, 11: 3, 3: 21, 4: 7, 5: 5, 6: 5, 2: 31, 1: 23}",-0.8072982537804587
177,barabasi_albert,100,150,5,2,3.7726,3.0,2.2715633383201093,"{15: 1, 7: 3, 12: 1, 8: 1, 5: 6, 1: 20, 2: 35, 10: 1, 6: 2, 4: 12, 3: 18}",-0.8072982537804587
178,barabasi_albert,100,150,5,2,3.857,3.0,2.1587033144922905,"{9: 2, 8: 1, 6: 4, 7: 1, 4: 13, 2: 28, 13: 1, 3: 21, 11: 1, 1: 23, 5: 5}",-0.8072982537804587
179,barabasi_albert,100,150,5,2,3.905,3.0,2.3151673805580453,"{7: 1, 6: 4, 8: 1, 10: 1, 17: 1, 11: 1, 4: 15, 3: 22, 5: 4, 2: 27, 1: 23}",-0.8072982537804587
180,barabasi_albert,100,150,5,2,3.8704,3.0,2.262741699796952,"{13: 1, 8: 3, 6: 8, 11: 1, 1: 29, 3: 17, 9: 1, 4: 13, 2: 24, 5: 3}",-0.8072982537804587
181,barabasi_albert,100,150,5,2,4.0856,3.0,1.8920887928424501,"{6: 4, 5: 9, 9: 1, 13: 1, 4: 16, 3: 22, 2: 25, 8: 1, 1: 21}",-0.8072982537804587
182,barabasi_albert,100,150,5,2,3.9584,3.0,2.3579652245103193,"{10: 1, 9: 2, 11: 1, 8: 1, 16: 1, 3: 20, 2: 32, 5: 7, 6: 2, 4: 11, 1: 22}",-0.8072982537804587
183,barabasi_albert,100,150,5,2,3.9882,3.0,2.209072203437452,"{10: 2, 12: 1, 7: 2, 11: 1, 5: 11, 2: 28, 3: 21, 9: 1, 4: 9, 1: 24}",-0.8072982537804587
184,barabasi_albert,100,150,5,2,3.9204,3.0,2.345207879911715,"{6: 4, 14: 2, 12: 1, 7: 2, 4: 12, 3: 28, 5: 5, 1: 27, 2: 19}",-0.8072982537804587
185,barabasi_albert,100,150,5,2,3.9146,3.0,2.258317958127243,"{8: 2, 12: 1, 9: 2, 10: 1, 7: 3, 5: 7, 6: 4, 3: 18, 1: 28, 2: 27, 4: 7}",-0.8072982537804587
186,barabasi_albert,100,150,5,2,4.08,3.0,2.353720459187964,"{17: 1, 9: 1, 10: 1, 7: 3, 11: 1, 2: 28, 3: 27, 4: 8, 5: 7, 1: 22, 6: 1}",-0.8072982537804587
187,barabasi_albert,100,150,5,2,3.9816,3.0,2.209072203437452,"{6: 5, 9: 1, 5: 5, 14: 1, 10: 1, 3: 26, 2: 31, 4: 10, 1: 19, 13: 1}",-0.8072982537804587
188,barabasi_albert,100,150,5,2,4.05,3.0,2.1118712081942874,"{6: 5, 15: 1, 8: 1, 5: 6, 4: 10, 7: 3, 9: 1, 2: 30, 3: 22, 1: 21}",-0.8072982537804587
189,barabasi_albert,100,150,5,2,3.8306,3.0,2.3916521486202797,"{15: 1, 12: 1, 8: 1, 14: 1, 6: 3, 4: 10, 7: 2, 3: 27, 2: 28, 5: 4, 1: 22}",-0.8072982537804587
190,barabasi_albert,100,150,5,2,3.9476,3.0,2.186321110907545,"{8: 3, 5: 10, 14: 1, 6: 1, 3: 19, 4: 12, 1: 23, 2: 29, 9: 1, 11: 1}",-0.8072982537804587
191,barabasi_albert,100,150,5,2,3.8252,3.0,2.3108440016582685,"{8: 1, 10: 2, 13: 2, 4: 10, 5: 7, 3: 25, 2: 22, 6: 3, 1: 27, 7: 1}",-0.8072982537804587
192,barabasi_albert,100,150,5,2,4.1048,3.0,1.96468827043885,"{5: 5, 7: 2, 13: 1, 6: 5, 8: 1, 4: 11, 10: 1, 2: 28, 3: 27, 1: 19}",-0.8072982537804587
193,barabasi_albert,100,150,5,2,3.8136,3.0,2.4576411454889016,"{10: 3, 12: 1, 9: 1, 15: 1, 4: 7, 3: 23, 1: 23, 2: 32, 7: 2, 6: 1, 5: 6}",-0.8072982537804587
194,barabasi_albert,100,150,5,2,3.9924,3.0,2.293468988235943,"{10: 1, 7: 5, 9: 1, 15: 1, 5: 10, 6: 4, 3: 18, 2: 28, 4: 5, 1: 27}",-0.8072982537804587
195,barabasi_albert,100,150,5,2,4.144,3.0,1.8814887722226779,"{7: 3, 9: 1, 8: 2, 10: 1, 5: 6, 4: 8, 1: 18, 2: 31, 6: 4, 3: 26}",-0.8072982537804587
196,barabasi_albert,100,150,5,2,3.8814,3.0,2.4899799195977463,"{9: 2, 14: 1, 16: 1, 6: 2, 2: 26, 8: 2, 7: 2, 3: 25, 1: 26, 4: 8, 5: 5}",-0.8072982537804587
197,barabasi_albert,100,150,5,2,3.8272,3.0,2.3874672772626644,"{17: 1, 9: 3, 8: 3, 7: 3, 3: 21, 2: 38, 4: 8, 1: 19, 5: 3, 6: 1}",-0.8072982537804587
198,barabasi_albert,100,150,5,2,3.8366,3.0,2.3366642891095846,"{11: 2, 7: 2, 12: 1, 8: 2, 4: 9, 2: 33, 5: 8, 1: 24, 9: 1, 3: 17, 10: 1}",-0.8072982537804587
199,barabasi_albert,100,150,5,2,3.853,3.0,2.3622023622035435,"{8: 2, 11: 2, 9: 2, 12: 1, 1: 28, 5: 5, 6: 5, 7: 1, 3: 20, 4: 7, 2: 27}",-0.8072982537804587
200,barabasi_albert,100,150,5,2,4.1336,3.0,1.9287301521985911,"{6: 5, 7: 3, 10: 1, 8: 2, 4: 10, 3: 25, 9: 1, 5: 5, 2: 26, 1: 22}",-0.8072982537804587
201,barabasi_albert,100,150,5,2,4.1396,3.0,2.083266665599966,"{8: 2, 7: 2, 11: 1, 10: 1, 5: 10, 3: 16, 9: 1, 2: 30, 4: 10, 6: 3, 1: 24}",-0.8072982537804587
202,barabasi_albert,100,150,5,2,3.841,3.0,2.240535650240808,"{10: 4, 12: 1, 11: 1, 2: 32, 5: 5, 6: 2, 3: 24, 4: 11, 1: 20}",-0.8072982537804587
203,barabasi_albert,100,150,5,2,3.867,3.0,2.2,"{12: 2, 11: 1, 8: 2, 6: 4, 7: 2, 3: 24, 5: 4, 2: 31, 1: 21, 4: 9}",-0.8072982537804587
204,barabasi_albert,100,150,5,2,3.9802,3.0,2.149418526020468,"{6: 3, 13: 1, 10: 2, 5: 5, 2: 31, 4: 14, 3: 18, 7: 3, 9: 1, 1: 22}",-0.8072982537804587
205,barabasi_albert,100,150,5,2,3.8934,3.0,2.349468024894146,"{8: 1, 6: 4, 16: 2, 3: 18, 4: 15, 5: 7, 1: 19, 2: 34}",-0.8072982537804587
206,barabasi_albert,100,150,5,2,3.798,3.0,2.4698178070456938,"{9: 3, 5: 10, 14: 1, 13: 1, 12: 1, 4: 12, 2: 27, 3: 16, 1: 28, 6: 1}",-0.8072982537804587
207,barabasi_albert,100,150,5,2,3.8014,3.0,2.3108440016582685,"{9: 2, 18: 1, 7: 2, 8: 2, 2: 32, 3: 26, 6: 2, 5: 5, 4: 9, 1: 19}",-0.8072982537804587
208,barabasi_albert,100,150,5,2,3.791,3.0,2.4041630560342617,"{10: 2, 13: 1, 14: 1, 6: 4, 9: 1, 4: 14, 3: 21, 2: 28, 7: 1, 8: 1, 1: 25, 5: 1}",-0.8072982537804587
209,barabasi_albert,100,150,5,2,4.0256,3.0,2.0591260281974,"{10: 3, 9: 1, 7: 3, 5: 6, 6: 4, 2: 26, 3: 22, 4: 11, 1: 24}",-0.8072982537804587
210,barabasi_albert,100,150,5,2,3.9382,3.0,2.1213203435596424,"{8: 2, 7: 2, 9: 2, 11: 1, 6: 5, 3: 15, 5: 10, 4: 9, 2: 26, 1: 28}",-0.8072982537804587
211,barabasi_albert,100,150,5,2,3.9166,3.0,2.195449840010015,"{8: 5, 6: 5, 10: 1, 11: 1, 1: 24, 2: 31, 9: 1, 3: 20, 5: 3, 7: 1, 4: 8}",-0.8072982537804587
212,barabasi_albert,100,150,5,2,3.9528,3.0,2.2045407685048604,"{7: 4, 11: 2, 6: 6, 12: 1, 2: 31, 4: 8, 3: 18, 5: 6, 1: 24}",-0.8072982537804587
213,barabasi_albert,100,150,5,2,3.8536,3.0,2.1260291625469296,"{8: 3, 9: 3, 13: 1, 5: 8, 3: 22, 2: 29, 6: 1, 4: 11, 1: 22}",-0.8072982537804587
214,barabasi_albert,100,150,5,2,3.9014,3.0,2.1213203435596424,"{13: 1, 8: 3, 9: 2, 7: 3, 2: 30, 5: 3, 4: 11, 3: 24, 6: 2, 1: 21}",-0.8072982537804587
215,barabasi_albert,100,150,5,2,3.976,3.0,2.04939015319192,"{9: 2, 4: 10, 13: 1, 8: 2, 3: 24, 2: 27, 6: 5, 5: 7, 1: 22}",-0.8072982537804587
216,barabasi_albert,100,150,5,2,3.9774,3.0,2.1071307505705477,"{7: 2, 8: 1, 9: 1, 16: 1, 5: 10, 2: 34, 3: 21, 6: 3, 1: 18, 4: 9}",-0.8072982537804587
217,barabasi_albert,100,150,5,2,4.0578,3.0,2.1908902300206643,"{11: 1, 5: 10, 15: 1, 12: 1, 7: 1, 6: 2, 3: 21, 4: 11, 2: 34, 1: 18}",-0.8072982537804587
218,barabasi_albert,100,150,5,2,4.058,3.0,2.083266665599966,"{9: 2, 7: 3, 10: 1, 8: 1, 4: 11, 11: 1, 5: 5, 2: 30, 3: 21, 1: 22, 6: 3}",-0.8072982537804587
219,barabasi_albert,100,150,5,2,3.8546,3.0,2.293468988235943,"{11: 1, 13: 1, 12: 1, 10: 1, 8: 1, 5: 6, 4: 8, 7: 1, 1: 24, 3: 25, 2: 27, 6: 4}",-0.8072982537804587
220,barabasi_albert,100,150,5,2,3.917,3.0,2.23159136044214,"{8: 5, 14: 1, 10: 1, 3: 21, 4: 14, 5: 7, 2: 20, 1: 29, 6: 1, 7: 1}",-0.8072982537804587
221,barabasi_albert,100,150,5,2,3.9072,3.0,2.227105745132009,"{10: 2, 11: 2, 12: 1, 7: 1, 2: 34, 5: 5, 4: 17, 6: 2, 3: 15, 1: 21}",-0.8072982537804587
222,barabasi_albert,100,150,5,2,3.9226,3.0,2.2759613353482084,"{12: 1, 17: 1, 7: 3, 8: 1, 6: 4, 3: 30, 2: 26, 1: 21, 5: 3, 4: 10}",-0.8072982537804587
223,barabasi_albert,100,150,5,2,4.0732,3.0,1.8973665961010275,"{14: 1, 8: 1, 9: 1, 7: 2, 4: 15, 5: 7, 3: 26, 1: 16, 2: 30, 6: 1}",-0.8072982537804587
224,barabasi_albert,100,150,5,2,3.9032,3.0,2.092844953645635,"{10: 2, 11: 1, 12: 1, 5: 6, 4: 14, 1: 19, 6: 1, 8: 1, 3: 23, 2: 31, 7: 1}",-0.8072982537804587
225,barabasi_albert,100,150,5,2,3.96,3.0,2.2,"{9: 1, 8: 2, 13: 1, 4: 13, 3: 21, 11: 1, 5: 6, 1: 27, 2: 23, 6: 2, 7: 3}",-0.8072982537804587
226,barabasi_albert,100,150,5,2,3.993,3.0,2.149418526020468,"{8: 2, 9: 1, 11: 1, 10: 2, 6: 4, 3: 20, 2: 27, 5: 6, 4: 11, 7: 1, 1: 25}",-0.8072982537804587
227,barabasi_albert,100,150,5,2,3.9008,3.0,2.2,"{10: 3, 9: 1, 12: 1, 7: 2, 3: 30, 4: 11, 2: 17, 5: 3, 1: 28, 6: 4}",-0.8072982537804587
228,barabasi_albert,100,150,5,2,3.8492,3.0,2.4041630560342617,"{6: 4, 8: 2, 16: 1, 10: 1, 12: 1, 3: 15, 5: 10, 2: 25, 1: 29, 4: 12}",-0.8072982537804587
229,barabasi_albert,100,150,5,2,3.8844,3.0,2.186321110907545,"{7: 3, 11: 1, 13: 1, 12: 1, 2: 30, 5: 7, 6: 3, 3: 20, 4: 12, 1: 22}",-0.8072982537804587
230,barabasi_albert,100,150,5,2,3.7728,3.0,2.6981475126464085,"{11: 1, 10: 1, 9: 1, 7: 1, 23: 1, 4: 15, 2: 35, 3: 18, 5: 6, 6: 1, 1: 20}",-0.8072982537804587
231,barabasi_albert,100,150,5,2,3.8506,3.0,2.4,"{11: 1, 17: 1, 4: 8, 8: 2, 9: 1, 3: 22, 6: 5, 5: 7, 2: 25, 7: 1, 1: 27}",-0.8072982537804587
232,barabasi_albert,100,150,5,2,4.0458,3.0,2.1587033144922905,"{13: 1, 9: 1, 6: 5, 10: 1, 7: 4, 3: 15, 4: 12, 5: 7, 2: 28, 1: 26}",-0.8072982537804587
233,barabasi_albert,100,150,5,2,4.0502,3.0,1.944222209522358,"{5: 6, 7: 6, 12: 1, 8: 1, 2: 29, 1: 21, 6: 3, 4: 12, 3: 21}",-0.8072982537804587
234,barabasi_albert,100,150,5,2,3.986,3.0,2.186321110907545,"{8: 4, 6: 8, 7: 2, 14: 1, 3: 19, 4: 10, 2: 27, 5: 3, 1: 26}",-0.8072982537804587
235,barabasi_albert,100,150,5,2,4.1058,3.0,1.9544820285692064,"{9: 1, 8: 3, 5: 9, 11: 1, 7: 2, 3: 19, 4: 14, 2: 28, 1: 22, 6: 1}",-0.8072982537804587
236,barabasi_albert,100,150,5,2,3.7734,3.0,2.5806975801127883,"{6: 6, 11: 1, 13: 1, 12: 1, 15: 1, 3: 25, 2: 22, 9: 1, 4: 8, 1: 30, 5: 3, 8: 1}",-0.8072982537804587
237,barabasi_albert,100,150,5,2,3.969,3.0,2.186321110907545,"{11: 1, 7: 3, 12: 1, 8: 2, 9: 1, 6: 5, 2: 26, 4: 12, 5: 3, 1: 26, 3: 20}",-0.8072982537804587
238,barabasi_albert,100,150,5,2,3.9798,3.0,2.1447610589527217,"{8: 4, 7: 4, 13: 1, 4: 12, 5: 4, 3: 22, 2: 27, 9: 1, 1: 24, 6: 1}",-0.8072982537804587
239,barabasi_albert,100,150,5,2,3.8766,3.0,2.227105745132009,"{13: 2, 9: 1, 10: 1, 7: 3, 5: 6, 1: 22, 4: 13, 6: 1, 3: 22, 2: 29}",-0.8072982537804587
240,barabasi_albert,100,150,5,2,4.0402,3.0,1.9390719429665315,"{12: 1, 7: 4, 8: 3, 6: 2, 5: 4, 3: 27, 2: 25, 4: 13, 1: 21}",-0.8072982537804587
241,barabasi_albert,100,150,5,2,4.3108,3.0,1.697056274847714,"{5: 7, 9: 3, 6: 2, 3: 32, 1: 16, 4: 12, 2: 26, 7: 2}",-0.8072982537804587
242,barabasi_albert,100,150,5,2,3.8698,3.0,2.453568829277059,"{9: 1, 20: 1, 6: 3, 7: 1, 11: 1, 3: 22, 5: 9, 4: 12, 1: 24, 2: 26}",-0.8072982537804587
243,barabasi_albert,100,150,5,2,4.0026,3.0,2.1633307652783933,"{9: 1, 7: 3, 11: 1, 8: 1, 4: 9, 6: 5, 5: 5, 3: 22, 2: 29, 13: 1, 1: 23}",-0.8072982537804587
244,barabasi_albert,100,150,5,2,4.033,3.0,2.222611077089287,"{6: 3, 12: 1, 5: 4, 13: 1, 9: 2, 4: 15, 7: 2, 3: 20, 1: 25, 2: 26, 8: 1}",-0.8072982537804587
245,barabasi_albert,100,150,5,2,3.9952,3.0,2.258317958127243,"{9: 1, 8: 1, 14: 1, 7: 4, 11: 1, 5: 5, 2: 28, 3: 17, 6: 4, 4: 12, 1: 26}",-0.8072982537804587
246,barabasi_albert,100,150,5,2,4.0542,3.0,2.1447610589527217,"{14: 1, 8: 1, 7: 2, 10: 2, 6: 4, 3: 26, 5: 4, 2: 23, 4: 13, 1: 24}",-0.8072982537804587
247,barabasi_albert,100,150,5,2,4.0812,3.0,2.0591260281974,"{6: 8, 7: 2, 4: 7, 14: 1, 9: 1, 3: 24, 2: 31, 8: 1, 5: 5, 1: 20}",-0.8072982537804587
248,barabasi_albert,100,150,5,2,3.6024,3.0,2.939387691339814,"{9: 1, 23: 1, 5: 6, 16: 1, 6: 5, 1: 27, 10: 1, 2: 26, 4: 7, 3: 25}",-0.8072982537804587
249,barabasi_albert,100,150,5,2,4.0256,3.0,2.06881608655772,"{9: 3, 7: 3, 5: 5, 6: 3, 3: 17, 2: 30, 11: 1, 8: 1, 1: 23, 4: 14}",-0.8072982537804587
250,barabasi_albert,100,150,5,2,3.8494,3.0,2.2181073012818833,"{11: 1, 8: 3, 9: 1, 15: 1, 6: 3, 1: 23, 3: 23, 4: 16, 2: 26, 5: 3}",-0.8072982537804587
251,barabasi_albert,100,150,5,2,3.9716,3.0,2.1118712081942874,"{5: 9, 15: 1, 11: 1, 6: 2, 7: 2, 3: 20, 8: 1, 4: 14, 2: 29, 1: 21}",-0.8072982537804587
252,barabasi_albert,100,150,5,2,4.0102,3.0,2.009975124224178,"{6: 2, 11: 2, 9: 1, 10: 1, 7: 1, 3: 29, 4: 13, 1: 19, 2: 27, 8: 1, 5: 4}",-0.8072982537804587
253,barabasi_albert,100,150,5,2,3.9826,3.0,2.2135943621178655,"{9: 2, 10: 2, 12: 1, 7: 4, 6: 3, 2: 34, 4: 10, 1: 22, 3: 18, 5: 4}",-0.8072982537804587
254,barabasi_albert,100,150,5,2,4.0336,3.0,2.1447610589527217,"{10: 2, 12: 1, 11: 1, 4: 14, 3: 17, 7: 3, 2: 36, 5: 4, 1: 19, 6: 3}",-0.8072982537804587
