graph_id,model,n_nodes,n_edges_target,m0,w,average_degree_of_separation,mean_degree_of_connection,standard_deviation_of_degrees_of_connection,degree_distribution,pearson_correlation_mean_separation_vs_degree_stdev
274,barabasi_albert,100,150,5,10,4.291,3.0,1.8,"{5: 9, 9: 2, 8: 1, 7: 3, 4: 12, 2: 32, 6: 3, 3: 20, 1: 18}",-0.7042621390296911
275,barabasi_albert,100,150,5,10,4.1104,3.0,1.794435844492636,"{7: 3, 6: 3, 8: 3, 4: 16, 2: 36, 3: 17, 9: 1, 5: 5, 1: 16}",-0.7042621390296911
276,barabasi_albert,100,150,5,10,4.1578,3.0,1.783255450012701,"{5: 9, 6: 3, 7: 4, 9: 1, 4: 15, 8: 1, 3: 21, 2: 23, 1: 23}",-0.7042621390296911
277,barabasi_albert,100,150,5,10,4.1632,3.0,1.9183326093250879,"{6: 2, 5: 11, 4: 17, 9: 1, 13: 1, 1: 21, 2: 28, 8: 1, 3: 17, 7: 1}",-0.7042621390296911
278,barabasi_albert,100,150,5,10,4.1804,3.0,1.8439088914585775,"{9: 2, 6: 6, 5: 7, 4: 12, 10: 1, 3: 25, 2: 25, 1: 21, 7: 1}",-0.7042621390296911
279,barabasi_albert,100,150,5,10,4.2782,3.0,1.6673332000533065,"{4: 19, 8: 3, 5: 11, 7: 1, 3: 18, 6: 2, 2: 26, 1: 20}",-0.7042621390296911
280,barabasi_albert,100,150,5,10,4.3994,3.0,1.5811388300841898,"{4: 14, 6: 6, 8: 1, 5: 10, 3: 27, 2: 21, 7: 1, 1: 20}",-0.7042621390296911
281,barabasi_albert,100,150,5,10,4.2354,3.0,2.0248456731316584,"{8: 1, 7: 3, 6: 8, 9: 3, 3: 15, 1: 25, 4: 12, 2: 29, 5: 4}",-0.7042621390296911
282,barabasi_albert,100,150,5,10,4.228,3.0,1.7435595774162693,"{5: 9, 6: 5, 7: 5, 3: 22, 8: 1, 1: 20, 2: 28, 4: 10}",-0.7042621390296911
283,barabasi_albert,100,150,5,10,4.2728,3.0,1.6733200530681511,"{6: 5, 7: 5, 8: 1, 5: 7, 4: 9, 3: 25, 1: 15, 2: 33}",-0.7042621390296911
284,barabasi_albert,100,150,5,10,4.3888,3.0,1.61245154965971,"{8: 2, 5: 10, 7: 2, 4: 19, 6: 2, 3: 21, 2: 25, 1: 19}",-0.7042621390296911
285,barabasi_albert,100,150,5,10,4.1152,3.0,1.8601075237738274,"{5: 10, 4: 12, 7: 4, 3: 21, 6: 3, 2: 26, 11: 1, 1: 22, 8: 1}",-0.7042621390296911
286,barabasi_albert,100,150,5,10,4.2118,3.0,1.7088007490635062,"{8: 1, 6: 3, 5: 10, 11: 1, 4: 18, 7: 1, 3: 21, 2: 26, 1: 19}",-0.7042621390296911
287,barabasi_albert,100,150,5,10,4.2274,3.0,1.8,"{8: 2, 7: 2, 9: 1, 4: 18, 5: 8, 3: 20, 6: 4, 1: 25, 2: 20}",-0.7042621390296911
288,barabasi_albert,100,150,5,10,4.1426,3.0,1.7776388834631178,"{10: 1, 7: 6, 5: 6, 2: 35, 6: 4, 3: 20, 1: 16, 4: 12}",-0.7042621390296911
289,barabasi_albert,100,150,5,10,4.3646,3.0,1.6613247725836149,"{4: 11, 6: 6, 7: 3, 5: 9, 8: 1, 1: 19, 3: 25, 2: 26}",-0.7042621390296911
290,barabasi_albert,100,150,5,10,4.108,3.0,1.9131126469708992,"{8: 3, 11: 1, 6: 4, 4: 11, 5: 8, 1: 23, 2: 24, 3: 24, 7: 2}",-0.7042621390296911
291,barabasi_albert,100,150,5,10,4.28,3.0,1.70293863659264,"{5: 7, 8: 2, 6: 8, 7: 2, 2: 28, 3: 27, 4: 8, 1: 18}",-0.7042621390296911
292,barabasi_albert,100,150,5,10,4.4298,3.0,1.5231546211727816,"{8: 1, 6: 3, 5: 4, 4: 27, 3: 17, 7: 1, 2: 33, 9: 1, 1: 13}",-0.7042621390296911
293,barabasi_albert,100,150,5,10,4.2848,3.0,1.5937377450509227,"{6: 5, 5: 5, 7: 5, 3: 24, 4: 16, 2: 29, 1: 16}",-0.7042621390296911
294,barabasi_albert,100,150,5,10,4.019,3.0,1.98997487421324,"{7: 3, 15: 1, 8: 2, 4: 13, 6: 3, 3: 21, 2: 38, 5: 5, 1: 14}",-0.7042621390296911
295,barabasi_albert,100,150,5,10,4.035,3.0,1.96468827043885,"{5: 8, 11: 1, 4: 14, 6: 7, 7: 2, 8: 2, 2: 23, 3: 16, 1: 27}",-0.7042621390296911
296,barabasi_albert,100,150,5,10,4.0364,3.0,1.9849433241279208,"{7: 5, 6: 5, 5: 7, 9: 2, 8: 2, 2: 35, 3: 20, 1: 20, 4: 4}",-0.7042621390296911
297,barabasi_albert,100,150,5,10,4.3388,3.0,1.697056274847714,"{7: 6, 6: 4, 5: 5, 3: 27, 8: 1, 4: 12, 2: 27, 1: 18}",-0.7042621390296911
298,barabasi_albert,100,150,5,10,4.1488,3.0,1.9026297590440449,"{8: 1, 7: 5, 5: 6, 13: 1, 6: 2, 3: 24, 4: 13, 2: 30, 1: 18}",-0.7042621390296911
299,barabasi_albert,100,150,5,10,4.2762,3.0,1.6613247725836149,"{5: 7, 9: 2, 6: 7, 3: 22, 4: 16, 2: 29, 1: 17}",-0.7042621390296911
300,barabasi_albert,100,150,5,10,4.0596,3.0,1.9949937343260002,"{8: 2, 6: 3, 11: 2, 4: 12, 7: 3, 3: 20, 1: 19, 5: 6, 2: 33}",-0.7042621390296911
301,barabasi_albert,100,150,5,10,4.3136,3.0,1.8220867158288598,"{4: 13, 7: 4, 5: 7, 6: 4, 10: 1, 3: 21, 9: 1, 2: 30, 1: 19}",-0.7042621390296911
302,barabasi_albert,100,150,5,10,4.1546,3.0,1.8708286933869707,"{6: 6, 8: 1, 4: 11, 7: 2, 5: 9, 12: 1, 2: 27, 3: 22, 1: 21}",-0.7042621390296911
303,barabasi_albert,100,150,5,10,4.149,3.0,1.7663521732655694,"{5: 8, 7: 3, 6: 4, 4: 14, 10: 1, 3: 24, 8: 1, 2: 24, 1: 21}",-0.7042621390296911
304,barabasi_albert,100,150,5,10,4.1406,3.0,1.8,"{7: 4, 9: 2, 4: 14, 5: 5, 6: 5, 3: 24, 1: 21, 2: 25}",-0.7042621390296911
305,barabasi_albert,100,150,5,10,4.23,3.0,1.7888543819998317,"{6: 6, 7: 5, 9: 1, 5: 7, 2: 24, 3: 25, 4: 10, 1: 22}",-0.7042621390296911
306,barabasi_albert,100,150,5,10,3.9734,3.0,2.029778313018444,"{7: 6, 5: 5, 12: 1, 10: 1, 6: 4, 1: 22, 3: 19, 2: 30, 4: 12}",-0.7042621390296911
307,barabasi_albert,100,150,5,10,4.2046,3.0,1.8547236990991407,"{9: 2, 5: 9, 6: 3, 8: 2, 3: 21, 7: 2, 4: 13, 2: 26, 1: 22}",-0.7042621390296911
308,barabasi_albert,100,150,5,10,3.9992,3.0,2.280350850198276,"{6: 5, 5: 5, 4: 9, 8: 2, 9: 1, 2: 36, 17: 1, 3: 18, 1: 20, 7: 3}",-0.7042621390296911
309,barabasi_albert,100,150,5,10,4.2192,3.0,1.7378147196982767,"{9: 3, 7: 1, 5: 8, 6: 4, 4: 13, 3: 25, 2: 29, 1: 17}",-0.7042621390296911
310,barabasi_albert,100,150,5,10,4.242,3.0,1.7146428199482247,"{4: 17, 6: 7, 7: 1, 9: 2, 3: 19, 5: 6, 2: 30, 1: 18}",-0.7042621390296911
311,barabasi_albert,100,150,5,10,4.1902,3.0,1.833030277982336,"{8: 2, 6: 8, 5: 9, 3: 20, 4: 9, 1: 24, 7: 3, 2: 25}",-0.7042621390296911
312,barabasi_albert,100,150,5,10,4.1018,3.0,1.8384776310850235,"{4: 12, 11: 1, 5: 12, 6: 4, 7: 2, 9: 1, 1: 20, 2: 30, 3: 18}",-0.7042621390296911
313,barabasi_albert,100,150,5,10,4.2028,3.0,1.7492855684535902,"{7: 1, 6: 9, 11: 1, 8: 1, 5: 4, 4: 10, 3: 28, 2: 30, 1: 16}",-0.7042621390296911
314,barabasi_albert,100,150,5,10,4.2628,3.0,1.70293863659264,"{4: 19, 5: 8, 8: 1, 7: 4, 6: 4, 1: 23, 3: 19, 2: 22}",-0.7042621390296911
315,barabasi_albert,100,150,5,10,4.2318,3.0,1.8055470085267789,"{9: 1, 4: 10, 10: 1, 5: 10, 6: 4, 3: 24, 7: 3, 1: 20, 2: 27}",-0.7042621390296911
316,barabasi_albert,100,150,5,10,4.1402,3.0,1.7888543819998317,"{6: 5, 7: 5, 4: 13, 8: 2, 2: 24, 5: 5, 3: 24, 1: 22}",-0.7042621390296911
317,barabasi_albert,100,150,5,10,4.3294,3.0,1.772004514666935,"{6: 2, 5: 13, 8: 1, 9: 1, 7: 3, 4: 16, 3: 17, 1: 24, 2: 23}",-0.7042621390296911
318,barabasi_albert,100,150,5,10,4.002,3.0,2.004993765576342,"{6: 6, 8: 3, 10: 1, 4: 7, 1: 24, 5: 7, 3: 19, 7: 4, 2: 29}",-0.7042621390296911
319,barabasi_albert,100,150,5,10,4.207,3.0,1.8220867158288598,"{5: 6, 10: 1, 6: 5, 7: 4, 4: 15, 8: 1, 3: 18, 1: 20, 2: 30}",-0.7042621390296911
320,barabasi_albert,100,150,5,10,4.2566,3.0,1.7088007490635062,"{6: 5, 9: 1, 5: 11, 7: 2, 8: 1, 3: 18, 2: 35, 4: 11, 1: 16}",-0.7042621390296911
321,barabasi_albert,100,150,5,10,4.3754,3.0,1.6492422502470643,"{6: 4, 4: 11, 8: 1, 7: 4, 5: 10, 3: 22, 2: 32, 1: 16}",-0.7042621390296911
322,barabasi_albert,100,150,5,10,4.4072,3.0,1.61245154965971,"{6: 6, 5: 8, 4: 21, 7: 1, 1: 18, 2: 29, 9: 1, 3: 16}",-0.7042621390296911
323,barabasi_albert,100,150,5,10,4.1936,3.0,2.078460969082653,"{11: 1, 5: 7, 6: 5, 13: 1, 4: 13, 3: 17, 2: 32, 8: 2, 1: 21, 7: 1}",-0.7042621390296911
324,barabasi_albert,100,150,5,10,4.1072,3.0,1.8920887928424501,"{7: 4, 9: 1, 6: 4, 5: 8, 4: 18, 1: 24, 10: 1, 2: 27, 3: 13}",-0.7042621390296911
325,barabasi_albert,100,150,5,10,4.428,3.0,1.7320508075688772,"{7: 2, 6: 5, 9: 1, 5: 10, 1: 21, 2: 25, 8: 1, 3: 22, 4: 13}",-0.7042621390296911
326,barabasi_albert,100,150,5,10,4.0372,3.0,2.16794833886788,"{8: 4, 10: 1, 11: 1, 5: 7, 6: 2, 4: 10, 2: 25, 9: 2, 3: 22, 1: 26}",-0.7042621390296911
327,barabasi_albert,100,150,5,10,3.9948,3.0,1.9339079605813716,"{8: 3, 9: 1, 10: 2, 7: 1, 4: 13, 5: 5, 2: 38, 3: 20, 6: 2, 1: 15}",-0.7042621390296911
328,barabasi_albert,100,150,5,10,4.0576,3.0,1.8110770276274832,"{5: 10, 7: 4, 6: 5, 8: 2, 3: 19, 2: 26, 1: 23, 4: 11}",-0.7042621390296911
329,barabasi_albert,100,150,5,10,4.2506,3.0,1.7320508075688772,"{7: 2, 5: 10, 4: 17, 6: 5, 8: 2, 3: 17, 1: 23, 2: 24}",-0.7042621390296911
330,barabasi_albert,100,150,5,10,4.0972,3.0,1.9183326093250879,"{9: 2, 5: 8, 8: 3, 4: 11, 7: 4, 2: 26, 1: 22, 3: 24}",-0.7042621390296911
331,barabasi_albert,100,150,5,10,4.1416,3.0,1.9131126469708992,"{8: 3, 7: 3, 5: 8, 9: 1, 6: 5, 2: 28, 4: 10, 3: 19, 1: 23}",-0.7042621390296911
332,barabasi_albert,100,150,5,10,4.2916,3.0,1.794435844492636,"{5: 4, 8: 2, 7: 2, 6: 5, 10: 1, 4: 20, 1: 21, 3: 19, 2: 26}",-0.7042621390296911
333,barabasi_albert,100,150,5,10,4.166,3.0,1.7888543819998317,"{4: 16, 6: 9, 11: 1, 5: 6, 8: 1, 3: 20, 2: 26, 1: 21}",-0.7042621390296911
334,barabasi_albert,100,150,5,10,4.327,3.0,1.6552945357246849,"{6: 9, 7: 2, 4: 16, 8: 1, 3: 24, 5: 4, 1: 20, 2: 24}",-0.7042621390296911
335,barabasi_albert,100,150,5,10,4.245,3.0,1.8275666882497066,"{6: 7, 4: 14, 10: 1, 5: 9, 3: 20, 11: 1, 2: 28, 1: 20}",-0.7042621390296911
336,barabasi_albert,100,150,5,10,4.0906,3.0,1.8973665961010275,"{4: 15, 8: 2, 9: 1, 5: 7, 3: 28, 12: 1, 7: 2, 2: 21, 6: 1, 1: 22}",-0.7042621390296911
337,barabasi_albert,100,150,5,10,4.1058,3.0,1.9748417658131499,"{6: 6, 9: 2, 10: 1, 4: 12, 7: 2, 2: 34, 5: 7, 8: 1, 3: 14, 1: 21}",-0.7042621390296911
338,barabasi_albert,100,150,5,10,4.1588,3.0,1.8867962264113207,"{10: 1, 8: 2, 5: 3, 9: 2, 6: 4, 3: 23, 1: 19, 2: 29, 4: 16, 7: 1}",-0.7042621390296911
339,barabasi_albert,100,150,5,10,4.2834,3.0,1.7549928774784245,"{9: 1, 8: 2, 6: 3, 7: 2, 5: 11, 2: 27, 4: 12, 3: 22, 1: 20}",-0.7042621390296911
340,barabasi_albert,100,150,5,10,4.1694,3.0,1.98997487421324,"{6: 5, 4: 13, 7: 4, 9: 1, 11: 1, 8: 1, 5: 6, 3: 19, 2: 25, 1: 25}",-0.7042621390296911
341,barabasi_albert,100,150,5,10,4.175,3.0,1.8973665961010275,"{5: 3, 8: 1, 4: 13, 11: 1, 7: 3, 3: 26, 6: 3, 9: 2, 2: 31, 1: 17}",-0.7042621390296911
342,barabasi_albert,100,150,5,10,4.1916,3.0,1.8220867158288598,"{5: 9, 9: 1, 7: 3, 6: 2, 3: 17, 10: 1, 8: 1, 2: 33, 4: 15, 1: 18}",-0.7042621390296911
343,barabasi_albert,100,150,5,10,3.9666,3.0,2.0445048300260873,"{11: 1, 6: 6, 8: 2, 13: 1, 5: 6, 4: 14, 2: 32, 1: 20, 3: 18}",-0.7042621390296911
344,barabasi_albert,100,150,5,10,3.9322,3.0,2.039607805437114,"{8: 3, 6: 3, 9: 1, 10: 2, 2: 26, 3: 22, 5: 8, 4: 10, 1: 24, 7: 1}",-0.7042621390296911
345,barabasi_albert,100,150,5,10,3.882,3.0,2.1633307652783933,"{7: 3, 8: 3, 5: 4, 14: 1, 6: 3, 4: 13, 3: 19, 10: 1, 2: 31, 1: 22}",-0.7042621390296911
346,barabasi_albert,100,150,5,10,4.1644,3.0,1.8920887928424501,"{5: 9, 7: 5, 6: 4, 8: 1, 4: 8, 2: 33, 3: 20, 11: 1, 1: 19}",-0.7042621390296911
347,barabasi_albert,100,150,5,10,4.2284,3.0,1.7146428199482247,"{6: 4, 7: 4, 4: 12, 3: 21, 8: 2, 1: 17, 5: 8, 2: 32}",-0.7042621390296911
348,barabasi_albert,100,150,5,10,4.1922,3.0,1.8601075237738274,"{8: 4, 6: 4, 7: 3, 5: 9, 2: 31, 4: 11, 3: 17, 1: 21}",-0.7042621390296911
349,barabasi_albert,100,150,5,10,4.0872,3.0,1.9849433241279208,"{4: 13, 10: 2, 5: 7, 9: 1, 8: 2, 2: 23, 3: 24, 7: 2, 6: 2, 1: 24}",-0.7042621390296911
350,barabasi_albert,100,150,5,10,4.4108,3.0,1.606237840420901,"{6: 5, 5: 9, 7: 2, 4: 16, 3: 26, 8: 1, 1: 21, 2: 20}",-0.7042621390296911
351,barabasi_albert,100,150,5,10,4.2148,3.0,1.816590212458495,"{7: 3, 6: 6, 10: 1, 5: 8, 3: 19, 2: 30, 8: 1, 4: 12, 1: 20}",-0.7042621390296911
352,barabasi_albert,100,150,5,10,4.1536,3.0,1.70293863659264,"{8: 3, 4: 15, 6: 5, 7: 2, 2: 31, 5: 6, 3: 21, 1: 17}",-0.7042621390296911
353,barabasi_albert,100,150,5,10,4.2684,3.0,1.8220867158288598,"{6: 4, 7: 2, 5: 10, 9: 1, 10: 1, 8: 1, 4: 10, 2: 32, 3: 21, 1: 18}",-0.7042621390296911
354,barabasi_albert,100,150,5,10,4.2332,3.0,1.6492422502470643,"{5: 8, 8: 3, 9: 1, 4: 14, 7: 1, 2: 26, 3: 30, 6: 1, 1: 16}",-0.7042621390296911
355,barabasi_albert,100,150,5,10,4.1286,3.0,1.833030277982336,"{5: 9, 4: 11, 6: 4, 7: 3, 9: 2, 8: 1, 3: 19, 1: 19, 2: 32}",-0.7042621390296911
356,barabasi_albert,100,150,5,10,4.4696,3.0,1.6552945357246849,"{8: 3, 7: 1, 6: 5, 3: 22, 4: 19, 5: 5, 1: 18, 2: 27}",-0.7042621390296911
357,barabasi_albert,100,150,5,10,4.2244,3.0,1.772004514666935,"{8: 2, 5: 6, 6: 4, 4: 16, 7: 3, 2: 32, 3: 18, 9: 1, 1: 18}",-0.7042621390296911
358,barabasi_albert,100,150,5,10,4.268,3.0,1.6613247725836149,"{5: 10, 7: 2, 6: 3, 3: 18, 2: 31, 4: 17, 8: 1, 9: 1, 1: 17}",-0.7042621390296911
359,barabasi_albert,100,150,5,10,4.0362,3.0,1.9026297590440449,"{6: 5, 5: 5, 7: 5, 8: 2, 4: 11, 2: 24, 3: 23, 9: 1, 1: 24}",-0.7042621390296911
360,barabasi_albert,100,150,5,10,4.2594,3.0,1.7663521732655694,"{7: 3, 5: 6, 6: 2, 3: 24, 4: 18, 9: 2, 8: 1, 2: 23, 1: 21}",-0.7042621390296911
361,barabasi_albert,100,150,5,10,4.0178,3.0,1.98997487421324,"{7: 2, 6: 9, 5: 5, 9: 1, 4: 10, 12: 1, 3: 14, 2: 39, 1: 18, 8: 1}",-0.7042621390296911
362,barabasi_albert,100,150,5,10,4.1366,3.0,1.8110770276274832,"{5: 6, 7: 6, 8: 1, 6: 6, 4: 12, 3: 21, 2: 25, 1: 23}",-0.7042621390296911
363,barabasi_albert,100,150,5,10,4.1324,3.0,1.772004514666935,"{7: 3, 6: 3, 10: 1, 5: 9, 3: 16, 2: 34, 9: 1, 4: 16, 1: 17}",-0.7042621390296911
364,barabasi_albert,100,150,5,10,4.162,3.0,1.7888543819998317,"{6: 5, 11: 1, 5: 9, 4: 17, 8: 2, 2: 28, 3: 18, 1: 20}",-0.7042621390296911
365,barabasi_albert,100,150,5,10,4.2076,3.0,1.783255450012701,"{6: 8, 5: 8, 9: 1, 8: 1, 3: 19, 7: 2, 2: 30, 4: 11, 1: 20}",-0.7042621390296911
366,barabasi_albert,100,150,5,10,4.1692,3.0,1.876166303929372,"{6: 5, 5: 10, 7: 2, 11: 1, 8: 2, 4: 10, 3: 19, 1: 20, 2: 31}",-0.7042621390296911
367,barabasi_albert,100,150,5,10,4.2536,3.0,1.7776388834631178,"{7: 4, 8: 2, 5: 7, 6: 5, 4: 16, 2: 29, 1: 21, 3: 16}",-0.7042621390296911
368,barabasi_albert,100,150,5,10,4.2836,3.0,1.7549928774784245,"{5: 9, 8: 1, 7: 4, 2: 30, 3: 21, 4: 14, 6: 2, 10: 1, 1: 18}",-0.7042621390296911
369,barabasi_albert,100,150,5,10,4.2404,3.0,1.7663521732655694,"{6: 7, 7: 5, 5: 9, 4: 15, 2: 30, 1: 22, 3: 12}",-0.7042621390296911
370,barabasi_albert,100,150,5,10,4.026,3.0,1.9849433241279208,"{7: 2, 5: 10, 6: 1, 10: 1, 11: 2, 2: 26, 3: 17, 4: 18, 1: 23}",-0.7042621390296911
371,barabasi_albert,100,150,5,10,4.2244,3.0,1.7776388834631178,"{6: 6, 10: 1, 8: 2, 4: 12, 5: 10, 2: 23, 1: 22, 3: 24}",-0.7042621390296911
372,barabasi_albert,100,150,5,10,4.2684,3.0,1.7204650534085253,"{7: 3, 9: 1, 6: 5, 8: 1, 4: 18, 3: 20, 2: 28, 1: 19, 5: 5}",-0.7042621390296911
373,barabasi_albert,100,150,5,10,4.0618,3.0,2.009975124224178,"{11: 1, 6: 5, 8: 2, 10: 1, 7: 2, 1: 25, 4: 12, 5: 7, 2: 24, 3: 21}",-0.7042621390296911
374,barabasi_albert,100,150,5,10,4.0484,3.0,1.9595917942265424,"{9: 3, 7: 1, 6: 5, 2: 30, 10: 1, 3: 17, 4: 12, 1: 22, 5: 9}",-0.7042621390296911
375,barabasi_albert,100,150,5,10,4.188,3.0,1.8110770276274832,"{7: 2, 9: 1, 5: 7, 8: 4, 4: 10, 3: 30, 2: 24, 1: 20, 6: 2}",-0.7042621390296911
376,barabasi_albert,100,150,5,10,4.0078,3.0,2.0,"{10: 2, 7: 3, 6: 4, 5: 7, 8: 1, 4: 10, 3: 22, 9: 1, 1: 23, 2: 27}",-0.7042621390296911
377,barabasi_albert,100,150,5,10,4.0378,3.0,1.9748417658131499,"{6: 6, 7: 3, 4: 13, 5: 7, 11: 1, 1: 23, 8: 1, 2: 30, 9: 1, 3: 15}",-0.7042621390296911
378,barabasi_albert,100,150,5,10,4.1818,3.0,1.833030277982336,"{6: 4, 9: 2, 7: 3, 5: 12, 4: 12, 3: 19, 2: 24, 1: 24}",-0.7042621390296911
379,barabasi_albert,100,150,5,10,4.231,3.0,1.760681686165901,"{7: 4, 4: 12, 6: 6, 8: 2, 2: 30, 3: 21, 1: 19, 5: 6}",-0.7042621390296911
380,barabasi_albert,100,150,5,10,4.2878,3.0,1.8110770276274832,"{11: 1, 6: 6, 9: 1, 4: 14, 8: 1, 3: 23, 7: 1, 2: 31, 5: 5, 1: 17}",-0.7042621390296911
381,barabasi_albert,100,150,5,10,4.2224,3.0,1.70293863659264,"{7: 3, 5: 9, 8: 2, 1: 18, 6: 5, 3: 24, 2: 29, 4: 10}",-0.7042621390296911
382,barabasi_albert,100,150,5,10,4.1766,3.0,1.8920887928424501,"{7: 4, 10: 1, 5: 10, 9: 1, 6: 2, 2: 30, 3: 18, 4: 12, 8: 1, 1: 21}",-0.7042621390296911
383,barabasi_albert,100,150,5,10,4.228,3.0,1.7435595774162693,"{6: 3, 8: 4, 3: 32, 7: 1, 2: 26, 9: 1, 4: 11, 5: 5, 1: 17}",-0.7042621390296911
384,barabasi_albert,100,150,5,10,4.208,3.0,1.9493588689617927,"{7: 3, 4: 12, 13: 1, 5: 10, 3: 24, 6: 1, 8: 1, 2: 26, 1: 21, 9: 1}",-0.7042621390296911
385,barabasi_albert,100,150,5,10,4.2148,3.0,1.760681686165901,"{4: 21, 6: 3, 8: 1, 5: 6, 7: 4, 3: 17, 2: 25, 9: 1, 1: 22}",-0.7042621390296911
386,barabasi_albert,100,150,5,10,4.2358,3.0,1.6792855623746665,"{9: 1, 6: 2, 5: 7, 3: 31, 8: 2, 1: 21, 7: 2, 4: 16, 2: 18}",-0.7042621390296911
387,barabasi_albert,100,150,5,10,4.1972,3.0,1.8055470085267789,"{8: 2, 9: 1, 4: 14, 6: 5, 1: 21, 3: 17, 7: 2, 2: 29, 5: 9}",-0.7042621390296911
388,barabasi_albert,100,150,5,10,4.3014,3.0,1.8867962264113207,"{8: 3, 5: 5, 4: 11, 11: 1, 2: 25, 7: 2, 3: 27, 6: 5, 1: 21}",-0.7042621390296911
389,barabasi_albert,100,150,5,10,4.261,3.0,1.7888543819998317,"{6: 3, 8: 1, 5: 12, 9: 2, 7: 2, 4: 9, 3: 24, 2: 27, 1: 20}",-0.7042621390296911
390,barabasi_albert,100,150,5,10,4.0632,3.0,1.944222209522358,"{7: 4, 11: 1, 6: 6, 1: 24, 9: 1, 5: 6, 4: 14, 2: 26, 3: 18}",-0.7042621390296911
391,barabasi_albert,100,150,5,10,4.234,3.0,1.9339079605813716,"{6: 5, 8: 2, 11: 1, 10: 1, 3: 27, 7: 3, 4: 8, 2: 34, 5: 3, 1: 16}",-0.7042621390296911
392,barabasi_albert,100,150,5,10,4.0806,3.0,1.9078784028338913,"{7: 2, 6: 7, 5: 5, 11: 2, 4: 15, 1: 18, 2: 34, 3: 17}",-0.7042621390296911
393,barabasi_albert,100,150,5,10,4.1568,3.0,1.8601075237738274,"{6: 8, 5: 7, 11: 1, 4: 12, 9: 1, 2: 29, 3: 21, 8: 1, 1: 20}",-0.7042621390296911
394,barabasi_albert,100,150,5,10,4.303,3.0,1.6613247725836149,"{7: 2, 8: 2, 6: 4, 5: 6, 4: 23, 2: 19, 1: 23, 3: 21}",-0.7042621390296911
395,barabasi_albert,100,150,5,10,4.2622,3.0,1.9544820285692064,"{8: 4, 6: 5, 5: 9, 2: 22, 4: 10, 1: 26, 7: 1, 3: 22, 10: 1}",-0.7042621390296911
396,barabasi_albert,100,150,5,10,4.1004,3.0,1.8973665961010275,"{7: 5, 5: 6, 9: 2, 4: 8, 6: 5, 3: 18, 2: 38, 8: 1, 1: 17}",-0.7042621390296911
397,barabasi_albert,100,150,5,10,4.0584,3.0,2.0445048300260873,"{8: 3, 5: 5, 7: 3, 11: 1, 4: 10, 6: 4, 10: 1, 3: 20, 2: 32, 1: 21}",-0.7042621390296911
398,barabasi_albert,100,150,5,10,4.0782,3.0,2.039607805437114,"{9: 3, 8: 4, 5: 5, 6: 5, 3: 21, 1: 22, 2: 31, 4: 8, 7: 1}",-0.7042621390296911
399,barabasi_albert,100,150,5,10,4.146,3.0,1.876166303929372,"{5: 8, 10: 1, 7: 3, 8: 2, 3: 19, 6: 5, 4: 12, 2: 28, 1: 22}",-0.7042621390296911
400,barabasi_albert,100,150,5,10,4.1214,3.0,1.8973665961010275,"{4: 15, 6: 5, 10: 2, 5: 6, 1: 21, 2: 30, 7: 4, 3: 17}",-0.7042621390296911
401,barabasi_albert,100,150,5,10,4.256,3.0,1.7204650534085253,"{7: 3, 6: 6, 4: 19, 5: 7, 9: 1, 3: 16, 1: 21, 2: 27}",-0.7042621390296911
402,barabasi_albert,100,150,5,10,4.262,3.0,1.760681686165901,"{6: 3, 11: 1, 8: 2, 4: 12, 7: 3, 3: 27, 2: 33, 5: 5, 1: 14}",-0.7042621390296911
403,barabasi_albert,100,150,5,10,4.1818,3.0,1.8,"{8: 4, 6: 4, 5: 4, 7: 3, 3: 15, 4: 18, 1: 18, 2: 34}",-0.7042621390296911
404,barabasi_albert,100,150,5,10,4.2262,3.0,1.7549928774784245,"{6: 5, 5: 8, 8: 2, 3: 23, 4: 11, 9: 1, 7: 2, 1: 18, 2: 30}",-0.7042621390296911
405,barabasi_albert,100,150,5,10,4.0834,3.0,2.0,"{7: 1, 5: 4, 14: 1, 6: 7, 9: 1, 4: 14, 2: 29, 8: 1, 3: 22, 1: 20}",-0.7042621390296911
406,barabasi_albert,100,150,5,10,4.1078,3.0,1.9235384061671346,"{5: 10, 7: 1, 9: 3, 3: 17, 4: 12, 8: 3, 2: 34, 1: 19, 6: 1}",-0.7042621390296911
407,barabasi_albert,100,150,5,10,4.0504,3.0,1.9078784028338913,"{5: 7, 8: 3, 6: 5, 3: 24, 9: 1, 2: 30, 4: 10, 11: 1, 1: 19}",-0.7042621390296911
408,barabasi_albert,100,150,5,10,4.1514,3.0,1.8814887722226779,"{8: 2, 5: 9, 12: 1, 6: 4, 3: 23, 7: 2, 4: 11, 1: 20, 2: 28}",-0.7042621390296911
409,barabasi_albert,100,150,5,10,4.0292,3.0,2.0199009876724157,"{9: 2, 5: 9, 7: 3, 4: 11, 10: 1, 6: 4, 8: 1, 1: 27, 3: 19, 2: 23}",-0.7042621390296911
410,barabasi_albert,100,150,5,10,4.1566,3.0,1.8384776310850235,"{7: 3, 5: 8, 6: 2, 3: 27, 10: 2, 4: 12, 8: 1, 2: 25, 1: 20}",-0.7042621390296911
411,barabasi_albert,100,150,5,10,4.2032,3.0,1.6613247725836149,"{5: 12, 4: 10, 6: 7, 2: 27, 9: 1, 3: 23, 1: 19, 7: 1}",-0.7042621390296911
