graph_id,model,n_nodes,n_edges_target,m0,w,average_degree_of_separation,mean_degree_of_connection,standard_deviation_of_degrees_of_connection,degree_distribution,pearson_correlation_mean_separation_vs_degree_stdev
136,barabasi_albert,100,150,5,10,4.2994,3.0,1.7204650534085253,"{7: 2, 9: 1, 6: 6, 8: 1, 5: 6, 4: 17, 3: 22, 2: 24, 1: 21}",-0.7042621390296911
137,barabasi_albert,100,150,5,10,4.1012,3.0,1.9026297590440449,"{5: 13, 12: 1, 7: 2, 6: 7, 3: 15, 4: 11, 2: 27, 1: 24}",-0.7042621390296911
138,barabasi_albert,100,150,5,10,4.0992,3.0,1.9235384061671346,"{6: 9, 11: 1, 7: 2, 5: 2, 9: 2, 1: 17, 2: 35, 3: 22, 4: 10}",-0.7042621390296911
139,barabasi_albert,100,150,5,10,4.2058,3.0,1.7378147196982767,"{7: 3, 10: 1, 5: 7, 6: 3, 3: 28, 9: 1, 2: 24, 4: 14, 1: 19}",-0.7042621390296911
140,barabasi_albert,100,150,5,10,4.1528,3.0,1.9131126469708992,"{6: 2, 10: 1, 7: 3, 9: 1, 4: 18, 3: 27, 2: 24, 12: 1, 5: 3, 1: 20}",-0.7042621390296911
141,barabasi_albert,100,150,5,10,4.127,3.0,1.8110770276274832,"{4: 16, 8: 2, 6: 3, 11: 1, 5: 14, 2: 27, 1: 22, 3: 15}",-0.7042621390296911
142,barabasi_albert,100,150,5,10,4.3264,3.0,1.70293863659264,"{7: 3, 5: 4, 9: 1, 6: 4, 8: 2, 3: 24, 2: 34, 4: 14, 1: 14}",-0.7042621390296911
143,barabasi_albert,100,150,5,10,4.1614,3.0,1.8384776310850235,"{4: 9, 7: 4, 6: 5, 5: 9, 12: 1, 2: 31, 3: 23, 1: 18}",-0.7042621390296911
144,barabasi_albert,100,150,5,10,4.1934,3.0,1.8708286933869707,"{4: 20, 7: 5, 6: 2, 5: 7, 11: 1, 3: 12, 2: 31, 8: 1, 1: 21}",-0.7042621390296911
145,barabasi_albert,100,150,5,10,4.2204,3.0,1.794435844492636,"{6: 4, 7: 4, 9: 1, 4: 15, 8: 1, 5: 8, 3: 19, 2: 26, 1: 22}",-0.7042621390296911
146,barabasi_albert,100,150,5,10,4.2762,3.0,1.865475810617763,"{4: 13, 8: 1, 6: 5, 5: 8, 13: 1, 3: 20, 2: 33, 7: 2, 1: 17}",-0.7042621390296911
147,barabasi_albert,100,150,5,10,4.2636,3.0,1.7435595774162693,"{8: 2, 6: 6, 4: 18, 5: 5, 7: 3, 3: 21, 2: 22, 1: 23}",-0.7042621390296911
148,barabasi_albert,100,150,5,10,4.2316,3.0,1.772004514666935,"{7: 2, 9: 1, 6: 4, 5: 9, 8: 2, 4: 14, 3: 21, 2: 26, 1: 21}",-0.7042621390296911
149,barabasi_albert,100,150,5,10,4.1356,3.0,1.9390719429665315,"{7: 3, 5: 5, 9: 1, 4: 17, 8: 2, 3: 17, 1: 21, 2: 30, 11: 1, 6: 3}",-0.7042621390296911
150,barabasi_albert,100,150,5,10,4.302,3.0,1.5556349186104046,"{7: 4, 6: 4, 4: 14, 5: 5, 3: 28, 2: 31, 1: 13, 8: 1}",-0.7042621390296911
151,barabasi_albert,100,150,5,10,4.3002,3.0,1.5811388300841898,"{6: 1, 5: 11, 8: 1, 9: 1, 3: 31, 4: 13, 7: 2, 2: 23, 1: 17}",-0.7042621390296911
152,barabasi_albert,100,150,5,10,4.381,3.0,1.7378147196982767,"{6: 4, 4: 21, 8: 2, 7: 1, 11: 1, 5: 4, 3: 22, 2: 27, 1: 18}",-0.7042621390296911
153,barabasi_albert,100,150,5,10,4.1884,3.0,1.849324200890693,"{8: 3, 6: 3, 4: 16, 9: 1, 7: 2, 5: 10, 2: 32, 1: 21, 3: 12}",-0.7042621390296911
154,barabasi_albert,100,150,5,10,3.9366,3.0,2.186321110907545,"{5: 4, 7: 3, 8: 3, 11: 1, 3: 21, 6: 3, 2: 27, 9: 3, 4: 9, 1: 26}",-0.7042621390296911
155,barabasi_albert,100,150,5,10,4.3438,3.0,1.6309506430300091,"{8: 1, 6: 7, 7: 1, 5: 11, 2: 22, 3: 25, 4: 12, 1: 21}",-0.7042621390296911
156,barabasi_albert,100,150,5,10,4.195,3.0,1.7378147196982767,"{5: 11, 8: 3, 4: 15, 6: 3, 7: 2, 3: 17, 1: 20, 2: 29}",-0.7042621390296911
157,barabasi_albert,100,150,5,10,4.1344,3.0,1.98997487421324,"{10: 2, 6: 4, 5: 7, 8: 2, 11: 1, 4: 11, 3: 24, 2: 29, 1: 20}",-0.7042621390296911
158,barabasi_albert,100,150,5,10,4.2094,3.0,1.8110770276274832,"{5: 12, 6: 5, 4: 9, 7: 4, 3: 19, 10: 1, 2: 29, 1: 21}",-0.7042621390296911
159,barabasi_albert,100,150,5,10,4.285,3.0,1.783255450012701,"{8: 1, 7: 2, 6: 7, 5: 9, 9: 1, 2: 26, 3: 20, 4: 12, 1: 22}",-0.7042621390296911
160,barabasi_albert,100,150,5,10,4.0916,3.0,1.8867962264113207,"{8: 2, 6: 6, 9: 2, 5: 3, 3: 24, 7: 3, 1: 20, 4: 11, 2: 29}",-0.7042621390296911
161,barabasi_albert,100,150,5,10,4.2244,3.0,1.8055470085267789,"{6: 6, 8: 3, 7: 3, 2: 29, 4: 8, 5: 8, 1: 20, 3: 23}",-0.7042621390296911
162,barabasi_albert,100,150,5,10,4.2904,3.0,1.783255450012701,"{5: 9, 6: 3, 7: 2, 8: 2, 10: 1, 3: 19, 4: 16, 2: 28, 1: 20}",-0.7042621390296911
163,barabasi_albert,100,150,5,10,4.2426,3.0,1.8547236990991407,"{6: 6, 7: 3, 5: 8, 8: 3, 3: 23, 1: 26, 4: 11, 2: 20}",-0.7042621390296911
164,barabasi_albert,100,150,5,10,4.2374,3.0,1.5748015748023623,"{8: 1, 7: 3, 4: 24, 5: 8, 6: 2, 3: 18, 1: 19, 2: 25}",-0.7042621390296911
165,barabasi_albert,100,150,5,10,4.0998,3.0,1.833030277982336,"{9: 3, 4: 15, 6: 3, 5: 7, 3: 22, 2: 26, 7: 3, 1: 21}",-0.7042621390296911
166,barabasi_albert,100,150,5,10,4.2806,3.0,1.6911534525287764,"{5: 12, 4: 16, 6: 4, 9: 1, 8: 1, 2: 25, 3: 19, 7: 1, 1: 21}",-0.7042621390296911
167,barabasi_albert,100,150,5,10,4.473,3.0,1.6370705543744901,"{9: 1, 7: 5, 6: 2, 3: 30, 5: 7, 4: 13, 1: 17, 2: 25}",-0.7042621390296911
168,barabasi_albert,100,150,5,10,4.0136,3.0,2.0,"{8: 2, 5: 6, 11: 1, 7: 3, 4: 9, 3: 19, 2: 35, 6: 5, 1: 19, 10: 1}",-0.7042621390296911
169,barabasi_albert,100,150,5,10,4.1732,3.0,1.849324200890693,"{9: 2, 7: 3, 5: 9, 6: 6, 3: 23, 4: 11, 2: 21, 1: 25}",-0.7042621390296911
170,barabasi_albert,100,150,5,10,4.2876,3.0,1.8275666882497066,"{5: 6, 6: 5, 10: 2, 8: 1, 9: 1, 3: 24, 4: 12, 2: 34, 1: 15}",-0.7042621390296911
171,barabasi_albert,100,150,5,10,4.2634,3.0,1.8,"{8: 2, 6: 7, 4: 11, 5: 9, 9: 1, 2: 28, 3: 20, 1: 21, 7: 1}",-0.7042621390296911
172,barabasi_albert,100,150,5,10,4.2616,3.0,1.760681686165901,"{5: 12, 6: 5, 10: 1, 7: 4, 2: 41, 4: 7, 3: 16, 1: 14}",-0.7042621390296911
173,barabasi_albert,100,150,5,10,4.3468,3.0,1.6370705543744901,"{4: 9, 6: 5, 5: 11, 7: 3, 3: 25, 2: 29, 8: 1, 1: 17}",-0.7042621390296911
174,barabasi_albert,100,150,5,10,4.2698,3.0,1.8,"{5: 7, 8: 3, 4: 13, 7: 2, 6: 7, 2: 29, 1: 21, 3: 18}",-0.7042621390296911
175,barabasi_albert,100,150,5,10,4.174,3.0,1.8384776310850235,"{7: 4, 5: 7, 4: 11, 6: 4, 8: 2, 3: 24, 9: 1, 2: 25, 1: 22}",-0.7042621390296911
176,barabasi_albert,100,150,5,10,4.1018,3.0,1.96468827043885,"{9: 2, 6: 5, 5: 7, 8: 2, 3: 22, 7: 1, 2: 28, 4: 10, 10: 1, 1: 22}",-0.7042621390296911
177,barabasi_albert,100,150,5,10,4.2388,3.0,1.7776388834631178,"{4: 11, 9: 2, 7: 2, 6: 5, 8: 2, 2: 38, 5: 4, 3: 23, 1: 13}",-0.7042621390296911
178,barabasi_albert,100,150,5,10,4.1602,3.0,1.7663521732655694,"{8: 2, 7: 4, 6: 5, 5: 6, 4: 17, 3: 17, 1: 21, 2: 28}",-0.7042621390296911
179,barabasi_albert,100,150,5,10,4.148,3.0,1.849324200890693,"{6: 6, 7: 1, 4: 15, 11: 1, 5: 6, 9: 1, 8: 1, 2: 28, 3: 21, 1: 20}",-0.7042621390296911
180,barabasi_albert,100,150,5,10,4.0688,3.0,1.8601075237738274,"{7: 4, 8: 1, 6: 4, 10: 2, 5: 5, 2: 35, 1: 15, 4: 8, 3: 26}",-0.7042621390296911
181,barabasi_albert,100,150,5,10,4.2498,3.0,1.6852299546352716,"{6: 6, 5: 10, 7: 2, 4: 15, 2: 27, 3: 19, 1: 20, 9: 1}",-0.7042621390296911
182,barabasi_albert,100,150,5,10,4.1504,3.0,1.8973665961010275,"{8: 5, 5: 8, 6: 1, 3: 23, 2: 32, 4: 13, 12: 1, 1: 17}",-0.7042621390296911
183,barabasi_albert,100,150,5,10,4.1178,3.0,1.9544820285692064,"{6: 2, 8: 2, 5: 7, 7: 2, 9: 2, 10: 1, 3: 8, 4: 19, 2: 38, 1: 19}",-0.7042621390296911
184,barabasi_albert,100,150,5,10,4.1512,3.0,1.772004514666935,"{5: 12, 10: 1, 6: 3, 3: 23, 4: 13, 8: 2, 1: 22, 2: 23, 7: 1}",-0.7042621390296911
185,barabasi_albert,100,150,5,10,4.1326,3.0,1.783255450012701,"{6: 5, 7: 2, 8: 2, 5: 8, 9: 1, 4: 14, 3: 19, 1: 20, 2: 29}",-0.7042621390296911
186,barabasi_albert,100,150,5,10,4.0448,3.0,2.04939015319192,"{11: 1, 6: 3, 8: 2, 4: 9, 5: 8, 9: 2, 10: 1, 2: 25, 1: 23, 3: 26}",-0.7042621390296911
187,barabasi_albert,100,150,5,10,4.3444,3.0,1.5937377450509227,"{6: 6, 5: 8, 4: 15, 8: 1, 9: 1, 3: 25, 2: 28, 1: 16}",-0.7042621390296911
188,barabasi_albert,100,150,5,10,4.1914,3.0,1.8384776310850235,"{4: 12, 5: 6, 6: 8, 7: 3, 8: 1, 9: 1, 2: 21, 3: 23, 1: 25}",-0.7042621390296911
189,barabasi_albert,100,150,5,10,4.2538,3.0,1.8384776310850235,"{6: 4, 7: 4, 5: 9, 10: 1, 9: 1, 2: 28, 3: 24, 1: 20, 4: 9}",-0.7042621390296911
190,barabasi_albert,100,150,5,10,3.9864,3.0,2.0591260281974,"{7: 3, 9: 2, 4: 11, 6: 2, 11: 1, 10: 1, 5: 6, 3: 20, 8: 1, 2: 33, 1: 20}",-0.7042621390296911
191,barabasi_albert,100,150,5,10,4.2796,3.0,1.6852299546352716,"{4: 13, 5: 5, 6: 6, 10: 1, 8: 1, 2: 31, 7: 2, 3: 26, 1: 15}",-0.7042621390296911
192,barabasi_albert,100,150,5,10,3.9706,3.0,2.0445048300260873,"{6: 4, 9: 1, 8: 1, 5: 10, 4: 11, 11: 1, 2: 29, 10: 1, 3: 16, 7: 2, 1: 24}",-0.7042621390296911
193,barabasi_albert,100,150,5,10,4.2092,3.0,1.7088007490635062,"{7: 1, 6: 7, 5: 7, 8: 3, 1: 17, 3: 23, 4: 11, 2: 31}",-0.7042621390296911
194,barabasi_albert,100,150,5,10,4.2634,3.0,1.7776388834631178,"{7: 5, 6: 3, 9: 1, 4: 14, 8: 1, 2: 30, 1: 19, 3: 20, 5: 7}",-0.7042621390296911
195,barabasi_albert,100,150,5,10,4.2192,3.0,1.6309506430300091,"{6: 3, 4: 13, 8: 1, 7: 3, 5: 7, 3: 28, 9: 1, 1: 15, 2: 29}",-0.7042621390296911
196,barabasi_albert,100,150,5,10,4.1684,3.0,1.6792855623746665,"{5: 12, 6: 4, 4: 14, 7: 2, 10: 1, 3: 21, 2: 27, 1: 19}",-0.7042621390296911
197,barabasi_albert,100,150,5,10,4.2066,3.0,1.794435844492636,"{5: 5, 8: 2, 7: 4, 6: 3, 3: 26, 2: 22, 4: 15, 1: 22, 9: 1}",-0.7042621390296911
198,barabasi_albert,100,150,5,10,4.3548,3.0,1.61245154965971,"{7: 5, 5: 9, 8: 1, 6: 2, 3: 30, 4: 10, 2: 27, 1: 16}",-0.7042621390296911
199,barabasi_albert,100,150,5,10,4.1746,3.0,1.697056274847714,"{8: 2, 6: 7, 7: 2, 4: 16, 5: 5, 3: 24, 1: 21, 2: 23}",-0.7042621390296911
200,barabasi_albert,100,150,5,10,4.2218,3.0,1.816590212458495,"{5: 10, 4: 15, 6: 3, 8: 2, 7: 3, 3: 15, 2: 30, 1: 21, 9: 1}",-0.7042621390296911
201,barabasi_albert,100,150,5,10,4.0908,3.0,1.8867962264113207,"{8: 2, 7: 4, 6: 4, 11: 1, 5: 5, 4: 13, 3: 22, 2: 29, 1: 20}",-0.7042621390296911
202,barabasi_albert,100,150,5,10,4.2072,3.0,1.9339079605813716,"{10: 1, 5: 8, 4: 14, 9: 2, 6: 2, 1: 22, 7: 3, 2: 28, 3: 19, 8: 1}",-0.7042621390296911
203,barabasi_albert,100,150,5,10,4.183,3.0,1.6370705543744901,"{7: 1, 4: 15, 5: 13, 6: 4, 10: 1, 2: 28, 3: 20, 1: 18}",-0.7042621390296911
204,barabasi_albert,100,150,5,10,4.2248,3.0,1.7320508075688772,"{4: 11, 9: 1, 8: 2, 7: 3, 6: 3, 5: 8, 2: 32, 3: 24, 1: 16}",-0.7042621390296911
205,barabasi_albert,100,150,5,10,4.0374,3.0,2.0542638584174138,"{5: 8, 7: 5, 3: 23, 15: 1, 2: 29, 6: 5, 1: 21, 4: 8}",-0.7042621390296911
206,barabasi_albert,100,150,5,10,4.0758,3.0,1.8708286933869707,"{5: 10, 8: 3, 4: 10, 7: 2, 2: 24, 3: 26, 9: 2, 1: 22, 6: 1}",-0.7042621390296911
207,barabasi_albert,100,150,5,10,4.1312,3.0,1.9493588689617927,"{8: 3, 9: 3, 6: 3, 7: 1, 3: 17, 4: 13, 2: 33, 5: 7, 1: 20}",-0.7042621390296911
208,barabasi_albert,100,150,5,10,4.2464,3.0,1.7776388834631178,"{9: 1, 8: 1, 6: 5, 4: 11, 7: 4, 5: 7, 3: 24, 2: 27, 1: 20}",-0.7042621390296911
209,barabasi_albert,100,150,5,10,4.1154,3.0,1.7888543819998317,"{6: 5, 7: 4, 9: 1, 3: 20, 5: 7, 4: 13, 2: 29, 8: 1, 1: 20}",-0.7042621390296911
210,barabasi_albert,100,150,5,10,4.2828,3.0,1.7146428199482247,"{7: 1, 6: 6, 8: 1, 5: 4, 4: 15, 9: 2, 1: 17, 3: 26, 2: 28}",-0.7042621390296911
211,barabasi_albert,100,150,5,10,4.0662,3.0,1.8973665961010275,"{7: 4, 9: 2, 4: 8, 8: 1, 5: 8, 3: 21, 1: 21, 6: 5, 2: 30}",-0.7042621390296911
212,barabasi_albert,100,150,5,10,4.1124,3.0,1.9798989873223332,"{5: 6, 4: 14, 11: 1, 6: 6, 8: 2, 7: 1, 2: 25, 10: 1, 3: 20, 1: 24}",-0.7042621390296911
213,barabasi_albert,100,150,5,10,4.3074,3.0,1.7492855684535902,"{7: 6, 6: 9, 2: 37, 5: 5, 4: 8, 3: 19, 1: 16}",-0.7042621390296911
214,barabasi_albert,100,150,5,10,4.175,3.0,1.8867962264113207,"{6: 7, 11: 1, 5: 5, 2: 32, 3: 25, 10: 1, 8: 2, 1: 17, 4: 10}",-0.7042621390296911
215,barabasi_albert,100,150,5,10,4.1316,3.0,1.8055470085267789,"{5: 10, 8: 2, 4: 14, 7: 3, 1: 17, 11: 1, 2: 33, 3: 19, 6: 1}",-0.7042621390296911
216,barabasi_albert,100,150,5,10,4.3946,3.0,1.5427248620541512,"{6: 6, 5: 8, 7: 3, 4: 13, 2: 27, 3: 27, 1: 16}",-0.7042621390296911
217,barabasi_albert,100,150,5,10,4.172,3.0,1.8601075237738274,"{12: 1, 5: 10, 7: 4, 8: 1, 4: 9, 6: 3, 3: 20, 2: 36, 1: 16}",-0.7042621390296911
218,barabasi_albert,100,150,5,10,4.1562,3.0,1.9595917942265424,"{5: 6, 9: 2, 10: 2, 4: 16, 1: 23, 8: 1, 7: 1, 3: 24, 2: 23, 6: 2}",-0.7042621390296911
219,barabasi_albert,100,150,5,10,4.3278,3.0,1.7262676501632068,"{4: 21, 6: 3, 7: 5, 3: 21, 8: 2, 5: 3, 1: 21, 2: 24}",-0.7042621390296911
220,barabasi_albert,100,150,5,10,4.2858,3.0,1.7888543819998317,"{7: 6, 5: 7, 6: 4, 4: 13, 3: 21, 2: 27, 9: 1, 1: 21}",-0.7042621390296911
221,barabasi_albert,100,150,5,10,4.1508,3.0,1.783255450012701,"{5: 9, 6: 5, 4: 10, 7: 2, 3: 25, 8: 2, 9: 1, 1: 21, 2: 25}",-0.7042621390296911
222,barabasi_albert,100,150,5,10,4.235,3.0,1.865475810617763,"{4: 9, 8: 2, 6: 7, 7: 2, 2: 30, 11: 1, 5: 6, 3: 24, 1: 19}",-0.7042621390296911
223,barabasi_albert,100,150,5,10,4.0366,3.0,1.9287301521985911,"{7: 5, 9: 2, 5: 5, 6: 4, 2: 27, 4: 16, 1: 24, 3: 16, 8: 1}",-0.7042621390296911
224,barabasi_albert,100,150,5,10,4.2674,3.0,1.8275666882497066,"{6: 4, 4: 10, 9: 1, 5: 7, 3: 28, 8: 4, 2: 24, 1: 21, 7: 1}",-0.7042621390296911
225,barabasi_albert,100,150,5,10,4.2314,3.0,1.8220867158288598,"{8: 2, 9: 3, 6: 4, 4: 12, 5: 6, 2: 26, 3: 28, 1: 19}",-0.7042621390296911
226,barabasi_albert,100,150,5,10,4.2078,3.0,1.9390719429665315,"{7: 3, 6: 6, 8: 1, 10: 1, 5: 7, 3: 20, 9: 1, 1: 25, 4: 12, 2: 24}",-0.7042621390296911
227,barabasi_albert,100,150,5,10,4.1492,3.0,1.849324200890693,"{6: 7, 7: 6, 3: 27, 8: 2, 4: 8, 2: 25, 1: 22, 5: 3}",-0.7042621390296911
228,barabasi_albert,100,150,5,10,4.2294,3.0,1.783255450012701,"{6: 5, 10: 1, 8: 2, 5: 5, 9: 1, 3: 28, 4: 15, 1: 20, 2: 23}",-0.7042621390296911
229,barabasi_albert,100,150,5,10,4.1922,3.0,1.9493588689617927,"{4: 10, 6: 6, 5: 6, 9: 2, 7: 6, 2: 28, 3: 18, 1: 24}",-0.7042621390296911
230,barabasi_albert,100,150,5,10,4.2334,3.0,1.783255450012701,"{5: 5, 7: 2, 9: 1, 4: 18, 6: 4, 12: 1, 3: 22, 2: 31, 1: 16}",-0.7042621390296911
231,barabasi_albert,100,150,5,10,4.2098,3.0,1.8,"{7: 5, 6: 5, 4: 17, 5: 7, 3: 16, 1: 23, 2: 26, 9: 1}",-0.7042621390296911
232,barabasi_albert,100,150,5,10,4.0348,3.0,2.06881608655772,"{6: 2, 4: 13, 8: 2, 7: 3, 3: 16, 10: 2, 1: 19, 2: 37, 9: 2, 5: 4}",-0.7042621390296911
233,barabasi_albert,100,150,5,10,4.0782,3.0,1.9026297590440449,"{7: 4, 10: 1, 4: 16, 9: 2, 3: 21, 5: 5, 2: 26, 1: 22, 6: 3}",-0.7042621390296911
234,barabasi_albert,100,150,5,10,4.2586,3.0,1.6552945357246849,"{4: 14, 5: 9, 7: 4, 6: 4, 2: 31, 3: 20, 1: 17, 8: 1}",-0.7042621390296911
235,barabasi_albert,100,150,5,10,4.2318,3.0,1.6613247725836149,"{8: 2, 6: 3, 7: 2, 2: 34, 5: 12, 4: 17, 1: 17, 3: 13}",-0.7042621390296911
236,barabasi_albert,100,150,5,10,4.2298,3.0,1.7146428199482247,"{8: 2, 5: 8, 7: 4, 3: 24, 1: 18, 6: 4, 4: 11, 2: 29}",-0.7042621390296911
237,barabasi_albert,100,150,5,10,4.0896,3.0,2.0445048300260873,"{7: 3, 8: 3, 9: 2, 5: 5, 11: 1, 4: 8, 2: 29, 3: 26, 6: 2, 1: 21}",-0.7042621390296911
238,barabasi_albert,100,150,5,10,4.1604,3.0,1.70293863659264,"{6: 4, 8: 3, 5: 4, 4: 17, 7: 3, 3: 22, 2: 30, 1: 17}",-0.7042621390296911
239,barabasi_albert,100,150,5,10,4.0438,3.0,1.816590212458495,"{4: 11, 7: 5, 6: 3, 5: 12, 10: 1, 3: 19, 2: 27, 1: 22}",-0.7042621390296911
240,barabasi_albert,100,150,5,10,4.3622,3.0,1.5811388300841898,"{7: 4, 5: 8, 4: 15, 6: 5, 3: 22, 1: 16, 2: 30}",-0.7042621390296911
241,barabasi_albert,100,150,5,10,4.076,3.0,1.7888543819998317,"{9: 1, 5: 7, 8: 2, 6: 7, 7: 1, 2: 25, 4: 14, 1: 22, 3: 21}",-0.7042621390296911
242,barabasi_albert,100,150,5,10,4.305,3.0,1.816590212458495,"{6: 7, 5: 8, 8: 2, 4: 15, 3: 17, 2: 26, 9: 1, 7: 1, 1: 23}",-0.7042621390296911
243,barabasi_albert,100,150,5,10,4.2882,3.0,1.865475810617763,"{5: 13, 8: 2, 6: 5, 9: 1, 2: 24, 3: 19, 7: 2, 1: 25, 4: 9}",-0.7042621390296911
244,barabasi_albert,100,150,5,10,4.1324,3.0,1.7776388834631178,"{7: 4, 9: 1, 4: 20, 6: 2, 3: 18, 2: 29, 5: 6, 1: 19, 10: 1}",-0.7042621390296911
245,barabasi_albert,100,150,5,10,4.1284,3.0,1.7776388834631178,"{9: 3, 6: 4, 5: 6, 8: 1, 3: 23, 2: 34, 4: 13, 7: 1, 1: 15}",-0.7042621390296911
246,barabasi_albert,100,150,5,10,4.1632,3.0,1.876166303929372,"{8: 2, 6: 1, 5: 10, 7: 2, 4: 12, 10: 2, 3: 26, 2: 23, 1: 22}",-0.7042621390296911
247,barabasi_albert,100,150,5,10,4.1554,3.0,1.849324200890693,"{6: 4, 5: 8, 7: 4, 8: 1, 11: 1, 4: 10, 3: 27, 1: 22, 2: 23}",-0.7042621390296911
248,barabasi_albert,100,150,5,10,4.1368,3.0,1.8867962264113207,"{6: 7, 7: 3, 11: 1, 5: 7, 4: 11, 1: 23, 3: 22, 2: 25, 8: 1}",-0.7042621390296911
249,barabasi_albert,100,150,5,10,4.0868,3.0,1.9287301521985911,"{6: 4, 13: 1, 5: 13, 8: 2, 4: 13, 3: 21, 2: 21, 1: 25}",-0.7042621390296911
250,barabasi_albert,100,150,5,10,4.2314,3.0,1.783255450012701,"{8: 1, 6: 3, 7: 2, 4: 12, 12: 1, 5: 10, 3: 27, 2: 25, 1: 19}",-0.7042621390296911
251,barabasi_albert,100,150,5,10,4.2424,3.0,1.9390719429665315,"{6: 6, 12: 1, 9: 1, 5: 5, 8: 2, 3: 22, 4: 17, 1: 24, 2: 22}",-0.7042621390296911
252,barabasi_albert,100,150,5,10,4.1506,3.0,1.8814887722226779,"{6: 3, 8: 1, 7: 3, 5: 12, 12: 1, 4: 9, 3: 27, 2: 20, 1: 24}",-0.7042621390296911
253,barabasi_albert,100,150,5,10,4.065,3.0,1.8920887928424501,"{4: 11, 7: 4, 10: 1, 9: 1, 1: 19, 2: 32, 6: 5, 3: 21, 8: 1, 5: 5}",-0.7042621390296911
254,barabasi_albert,100,150,5,10,4.2864,3.0,1.6492422502470643,"{9: 1, 8: 1, 6: 4, 5: 11, 2: 34, 4: 17, 3: 15, 7: 1, 1: 16}",-0.7042621390296911
255,barabasi_albert,100,150,5,10,3.9888,3.0,1.9798989873223332,"{7: 1, 4: 18, 5: 8, 6: 2, 11: 1, 3: 17, 8: 2, 2: 29, 12: 1, 1: 21}",-0.7042621390296911
256,barabasi_albert,100,150,5,10,4.2052,3.0,1.8384776310850235,"{6: 6, 7: 2, 9: 2, 2: 27, 5: 6, 3: 18, 4: 16, 1: 22, 8: 1}",-0.7042621390296911
257,barabasi_albert,100,150,5,10,4.3356,3.0,1.849324200890693,"{7: 2, 9: 1, 8: 2, 4: 11, 2: 25, 3: 22, 5: 6, 1: 23, 6: 8}",-0.7042621390296911
258,barabasi_albert,100,150,5,10,4.206,3.0,1.7663521732655694,"{7: 4, 6: 6, 5: 2, 9: 2, 2: 28, 3: 26, 4: 14, 1: 18}",-0.7042621390296911
259,barabasi_albert,100,150,5,10,4.0756,3.0,2.0,"{4: 14, 6: 3, 7: 1, 8: 3, 10: 1, 3: 16, 5: 7, 2: 31, 9: 2, 1: 22}",-0.7042621390296911
260,barabasi_albert,100,150,5,10,4.1734,3.0,1.6911534525287764,"{6: 6, 5: 14, 7: 2, 3: 21, 2: 26, 8: 1, 4: 9, 1: 21}",-0.7042621390296911
261,barabasi_albert,100,150,5,10,4.0948,3.0,1.8055470085267789,"{6: 7, 8: 4, 7: 1, 4: 14, 5: 5, 2: 25, 3: 22, 1: 22}",-0.7042621390296911
262,barabasi_albert,100,150,5,10,4.147,3.0,1.8920887928424501,"{8: 3, 7: 2, 6: 4, 4: 11, 11: 1, 3: 26, 5: 7, 1: 22, 2: 24}",-0.7042621390296911
263,barabasi_albert,100,150,5,10,4.183,3.0,1.876166303929372,"{6: 8, 5: 7, 8: 1, 7: 3, 4: 11, 10: 1, 2: 27, 3: 19, 1: 23}",-0.7042621390296911
264,barabasi_albert,100,150,5,10,4.0656,3.0,1.8384776310850235,"{9: 2, 7: 3, 6: 5, 8: 2, 4: 12, 3: 28, 5: 2, 2: 27, 1: 19}",-0.7042621390296911
265,barabasi_albert,100,150,5,10,4.0982,3.0,1.96468827043885,"{10: 1, 7: 2, 6: 3, 5: 7, 9: 2, 8: 2, 2: 25, 3: 24, 4: 11, 1: 23}",-0.7042621390296911
266,barabasi_albert,100,150,5,10,4.1734,3.0,1.8973665961010275,"{5: 9, 9: 1, 7: 2, 10: 2, 2: 26, 4: 14, 3: 23, 6: 1, 1: 21, 8: 1}",-0.7042621390296911
267,barabasi_albert,100,150,5,10,4.2088,3.0,1.876166303929372,"{8: 2, 10: 1, 5: 6, 6: 4, 7: 4, 1: 21, 3: 17, 2: 30, 4: 15}",-0.7042621390296911
268,barabasi_albert,100,150,5,10,4.3218,3.0,1.70293863659264,"{7: 2, 5: 10, 6: 4, 4: 14, 3: 24, 2: 23, 8: 1, 9: 1, 1: 21}",-0.7042621390296911
269,barabasi_albert,100,150,5,10,4.1318,3.0,1.8275666882497066,"{9: 2, 5: 6, 6: 4, 4: 14, 3: 27, 7: 2, 10: 1, 2: 23, 1: 21}",-0.7042621390296911
270,barabasi_albert,100,150,5,10,4.024,3.0,2.0346989949375804,"{7: 3, 12: 1, 5: 7, 8: 1, 10: 1, 3: 19, 4: 13, 2: 25, 6: 5, 1: 25}",-0.7042621390296911
271,barabasi_albert,100,150,5,10,4.2002,3.0,1.8110770276274832,"{7: 3, 8: 1, 4: 15, 6: 5, 10: 1, 1: 22, 5: 8, 3: 19, 2: 26}",-0.7042621390296911
272,barabasi_albert,100,150,5,10,4.3338,3.0,1.6733200530681511,"{7: 4, 6: 4, 5: 6, 9: 1, 2: 29, 4: 19, 3: 19, 1: 18}",-0.7042621390296911
273,barabasi_albert,100,150,5,10,4.2714,3.0,1.8439088914585775,"{5: 5, 6: 6, 7: 4, 8: 3, 4: 13, 1: 21, 3: 18, 2: 30}",-0.7042621390296911
